stress_level,method,metric,mean,ci95,n
0.0,lagrangian_safe_rl,task_success,0.312778,0.015929,10
0.0,lagrangian_safe_rl,transfer_violation,0.725278,0.015830,10
0.0,lagrangian_safe_rl,unshielded_violation,0.785556,0.012828,10
0.0,oracle_boundary_teacher,action_regret,0.273987,0.004791,10
0.0,oracle_boundary_teacher,boundary_ece,0.041468,0.006098,10
0.0,oracle_boundary_teacher,boundary_f1,0.776979,0.010841,10
0.0,oracle_boundary_teacher,deployed_violation,0.124445,0.011558,10
0.0,oracle_boundary_teacher,filter_dependence,0.151410,0.001215,10
0.0,oracle_boundary_teacher,intervention_rate,0.938333,0.006117,10
0.0,oracle_boundary_teacher,intervention_severity,0.076270,0.000543,10
0.0,oracle_boundary_teacher,mechanism_utility,0.369990,0.015145,10
0.0,oracle_boundary_teacher,recovery_success,0.593889,0.012646,10
0.0,oracle_boundary_teacher,robust_utility,0.473567,0.016335,10
0.0,oracle_boundary_teacher,task_success,0.636666,0.013232,10
0.0,oracle_boundary_teacher,transfer_violation,0.431667,0.015403,10
0.0,oracle_boundary_teacher,unshielded_violation,0.706389,0.012094,10
0.0,recovery_policy_shield,action_regret,0.461639,0.006749,10
0.0,recovery_policy_shield,boundary_ece,0.114688,0.009746,10
0.0,recovery_policy_shield,boundary_f1,0.715712,0.011188,10
0.0,recovery_policy_shield,deployed_violation,0.373889,0.014295,10
0.0,recovery_policy_shield,filter_dependence,0.519398,0.005384,10
0.0,recovery_policy_shield,intervention_rate,0.783889,0.009562,10
0.0,recovery_policy_shield,intervention_severity,0.148763,0.002027,10
0.0,recovery_policy_shield,mechanism_utility,0.031408,0.015927,10
0.0,recovery_policy_shield,recovery_success,0.422778,0.011003,10
0.0,recovery_policy_shield,robust_utility,0.152668,0.021067,10
0.0,recovery_policy_shield,task_success,0.575556,0.012930,10
0.0,recovery_policy_shield,transfer_violation,0.714722,0.012175,10
0.0,recovery_policy_shield,unshielded_violation,0.799444,0.014146,10
0.0,robust_mpc_shield,action_regret,0.455254,0.008884,10
0.0,robust_mpc_shield,boundary_ece,0.127040,0.014380,10
0.0,robust_mpc_shield,boundary_f1,0.762241,0.009310,10
0.0,robust_mpc_shield,deployed_violation,0.236945,0.019000,10
0.0,robust_mpc_shield,filter_dependence,0.731925,0.008747,10
0.0,robust_mpc_shield,intervention_rate,0.908333,0.007827,10
0.0,robust_mpc_shield,intervention_severity,0.207719,0.001749,10
0.0,robust_mpc_shield,mechanism_utility,-0.079117,0.017386,10
0.0,robust_mpc_shield,recovery_success,0.565833,0.018058,10
0.0,robust_mpc_shield,robust_utility,0.260922,0.028689,10
0.0,robust_mpc_shield,task_success,0.656944,0.020886,10
0.0,robust_mpc_shield,transfer_violation,0.799167,0.010677,10
0.0,robust_mpc_shield,unshielded_violation,0.800278,0.012585,10
0.0,safety_filter_distillation,action_regret,0.497999,0.005557,10
0.0,safety_filter_distillation,boundary_ece,0.117883,0.014372,10
0.0,safety_filter_distillation,boundary_f1,0.718575,0.016369,10
0.0,safety_filter_distillation,deployed_violation,0.486944,0.013387,10
0.0,safety_filter_distillation,filter_dependence,0.251720,0.004783,10
0.0,safety_filter_distillation,intervention_rate,0.779722,0.012470,10
0.0,safety_filter_distillation,intervention_severity,0.103480,0.001588,10
0.0,safety_filter_distillation,mechanism_utility,0.164111,0.014424,10
0.0,safety_filter_distillation,recovery_success,0.288611,0.006908,10
0.0,safety_filter_distillation,robust_utility,-0.049044,0.016854,10
0.0,safety_filter_distillation,task_success,0.385278,0.012731,10
0.0,safety_filter_distillation,transfer_violation,0.669167,0.012454,10
0.0,safety_filter_distillation,unshielded_violation,0.778611,0.010300,10
0.0,shielded_behavior_cloning,action_regret,0.567172,0.006994,10
0.0,shielded_behavior_cloning,boundary_ece,0.148212,0.017168,10
0.0,shielded_behavior_cloning,boundary_f1,0.618895,0.012425,10
0.0,shielded_behavior_cloning,deployed_violation,0.637222,0.014970,10
0.0,shielded_behavior_cloning,filter_dependence,0.232517,0.005488,10
0.0,shielded_behavior_cloning,intervention_rate,0.562222,0.012940,10
0.0,shielded_behavior_cloning,intervention_severity,0.080326,0.001907,10
0.0,shielded_behavior_cloning,mechanism_utility,0.135026,0.015638,10
0.0,shielded_behavior_cloning,recovery_success,0.164167,0.016563,10
0.0,shielded_behavior_cloning,robust_utility,-0.225574,0.020772,10
0.0,shielded_behavior_cloning,task_success,0.297500,0.012050,10
0.0,shielded_behavior_cloning,transfer_violation,0.744167,0.010902,10
0.0,shielded_behavior_cloning,unshielded_violation,0.789167,0.011200,10
0.0,unfiltered_policy,action_regret,0.624811,0.005814,10
0.0,unfiltered_policy,boundary_ece,0.469630,0.015791,10
0.0,unfiltered_policy,boundary_f1,0.000000,0.000000,10
0.0,unfiltered_policy,deployed_violation,0.821111,0.012314,10
0.0,unfiltered_policy,filter_dependence,0.000000,0.000000,10
0.0,unfiltered_policy,intervention_rate,0.000000,0.000000,10
0.0,unfiltered_policy,intervention_severity,0.000000,0.000000,10
0.0,unfiltered_policy,mechanism_utility,0.171463,0.007821,10
0.0,unfiltered_policy,recovery_success,0.000000,0.000000,10
0.0,unfiltered_policy,robust_utility,-0.386492,0.018358,10
0.0,unfiltered_policy,task_success,0.189722,0.011735,10
0.0,unfiltered_policy,transfer_violation,0.829444,0.005576,10
0.0,unfiltered_policy,unshielded_violation,0.817222,0.007605,10
0.2,action_clipping_filter,action_regret,0.649690,0.009393,10
0.2,action_clipping_filter,boundary_ece,0.126267,0.013370,10
0.2,action_clipping_filter,boundary_f1,0.784530,0.014077,10
0.2,action_clipping_filter,deployed_violation,0.533056,0.020200,10
0.2,action_clipping_filter,filter_dependence,0.702763,0.011825,10
0.2,action_clipping_filter,intervention_rate,0.900000,0.011069,10
0.2,action_clipping_filter,intervention_severity,0.216865,0.002660,10
0.2,action_clipping_filter,mechanism_utility,-0.155944,0.021493,10
0.2,action_clipping_filter,recovery_success,0.338056,0.010008,10
0.2,action_clipping_filter,robust_utility,-0.370727,0.024292,10
0.2,action_clipping_filter,task_success,0.225278,0.011996,10
0.2,action_clipping_filter,transfer_violation,0.865278,0.015059,10
0.2,action_clipping_filter,unshielded_violation,0.846389,0.014722,10
0.2,adversarial_safety_critic,action_regret,0.575593,0.009025,10
0.2,adversarial_safety_critic,boundary_ece,0.248577,0.015504,10
0.2,adversarial_safety_critic,boundary_f1,0.605392,0.014750,10
0.2,adversarial_safety_critic,deployed_violation,0.645000,0.021130,10
0.2,adversarial_safety_critic,filter_dependence,0.213058,0.004026,10
0.2,adversarial_safety_critic,intervention_rate,0.533056,0.010216,10
0.2,adversarial_safety_critic,intervention_severity,0.080884,0.001536,10
0.2,adversarial_safety_critic,mechanism_utility,0.106422,0.021002,10
0.2,adversarial_safety_critic,recovery_success,0.178611,0.011622,10
0.2,adversarial_safety_critic,robust_utility,-0.298908,0.027830,10
0.2,adversarial_safety_critic,task_success,0.226667,0.017144,10
0.2,adversarial_safety_critic,transfer_violation,0.748889,0.016990,10
0.2,adversarial_safety_critic,unshielded_violation,0.822222,0.017044,10
0.2,boundary_learning_filter_v4,action_regret,0.525021,0.010393,10
0.2,boundary_learning_filter_v4,boundary_ece,0.100893,0.013599,10
0.2,boundary_learning_filter_v4,boundary_f1,0.765645,0.012977,10
0.2,boundary_learning_filter_v4,deployed_violation,0.529167,0.019125,10
0.2,boundary_learning_filter_v4,filter_dependence,0.267779,0.004162,10
0.2,boundary_learning_filter_v4,intervention_rate,0.841667,0.013262,10
0.2,boundary_learning_filter_v4,intervention_severity,0.117521,0.001972,10
0.2,boundary_learning_filter_v4,mechanism_utility,0.116955,0.017556,10
0.2,boundary_learning_filter_v4,recovery_success,0.301111,0.011310,10
0.2,boundary_learning_filter_v4,robust_utility,-0.159676,0.035330,10
0.2,boundary_learning_filter_v4,task_success,0.310000,0.024727,10
0.2,boundary_learning_filter_v4,transfer_violation,0.693889,0.014193,10
0.2,boundary_learning_filter_v4,unshielded_violation,0.807500,0.013313,10
0.2,cbf_safety_filter,action_regret,0.524813,0.006193,10
0.2,cbf_safety_filter,boundary_ece,0.172157,0.015333,10
0.2,cbf_safety_filter,boundary_f1,0.797194,0.009906,10
0.2,cbf_safety_filter,deployed_violation,0.297222,0.012038,10
0.2,cbf_safety_filter,filter_dependence,0.798086,0.008140,10
0.2,cbf_safety_filter,intervention_rate,0.935278,0.009326,10
0.2,cbf_safety_filter,intervention_severity,0.233448,0.002559,10
0.2,cbf_safety_filter,mechanism_utility,-0.178138,0.018593,10
0.2,cbf_safety_filter,recovery_success,0.550278,0.018622,10
0.2,cbf_safety_filter,robust_utility,0.053733,0.023844,10
0.2,cbf_safety_filter,task_success,0.514444,0.018575,10
0.2,cbf_safety_filter,transfer_violation,0.856944,0.009815,10
0.2,cbf_safety_filter,unshielded_violation,0.847222,0.016110,10
0.2,conformal_uncertainty_shield,action_regret,0.541972,0.006380,10
0.2,conformal_uncertainty_shield,boundary_ece,0.250486,0.017642,10
0.2,conformal_uncertainty_shield,boundary_f1,0.801149,0.010485,10
0.2,conformal_uncertainty_shield,deployed_violation,0.307778,0.014627,10
0.2,conformal_uncertainty_shield,filter_dependence,0.833553,0.004429,10
0.2,conformal_uncertainty_shield,intervention_rate,0.946667,0.004279,10
0.2,conformal_uncertainty_shield,intervention_severity,0.279390,0.001361,10
0.2,conformal_uncertainty_shield,mechanism_utility,-0.189120,0.017756,10
0.2,conformal_uncertainty_shield,recovery_success,0.534167,0.020404,10
0.2,conformal_uncertainty_shield,robust_utility,-0.003741,0.020832,10
0.2,conformal_uncertainty_shield,task_success,0.484167,0.015228,10
0.2,conformal_uncertainty_shield,transfer_violation,0.841111,0.008388,10
0.2,conformal_uncertainty_shield,unshielded_violation,0.840556,0.016418,10
0.2,counterfactual_boundary_learning_filter_v5,action_regret,0.475248,0.007980,10
0.2,counterfactual_boundary_learning_filter_v5,boundary_ece,0.094357,0.013954,10
0.2,counterfactual_boundary_learning_filter_v5,boundary_f1,0.766671,0.007966,10
0.2,counterfactual_boundary_learning_filter_v5,deployed_violation,0.446945,0.017302,10
0.2,counterfactual_boundary_learning_filter_v5,filter_dependence,0.215040,0.002669,10
0.2,counterfactual_boundary_learning_filter_v5,intervention_rate,0.845000,0.011386,10
0.2,counterfactual_boundary_learning_filter_v5,intervention_severity,0.125364,0.001736,10
0.2,counterfactual_boundary_learning_filter_v5,mechanism_utility,0.175590,0.017578,10
0.2,counterfactual_boundary_learning_filter_v5,recovery_success,0.353056,0.014953,10
0.2,counterfactual_boundary_learning_filter_v5,robust_utility,-0.041847,0.025685,10
0.2,counterfactual_boundary_learning_filter_v5,task_success,0.364722,0.016870,10
0.2,counterfactual_boundary_learning_filter_v5,transfer_violation,0.642222,0.017479,10
0.2,counterfactual_boundary_learning_filter_v5,unshielded_violation,0.786389,0.014529,10
0.2,geometric_projection_filter,action_regret,0.598135,0.004710,10
0.2,geometric_projection_filter,boundary_ece,0.200836,0.016166,10
0.2,geometric_projection_filter,boundary_f1,0.661945,0.011863,10
0.2,geometric_projection_filter,deployed_violation,0.557778,0.016167,10
0.2,geometric_projection_filter,filter_dependence,0.469427,0.009666,10
0.2,geometric_projection_filter,intervention_rate,0.630556,0.014081,10
0.2,geometric_projection_filter,intervention_severity,0.127735,0.002798,10
0.2,geometric_projection_filter,mechanism_utility,-0.045078,0.012588,10
0.2,geometric_projection_filter,recovery_success,0.283611,0.014887,10
0.2,geometric_projection_filter,robust_utility,-0.250532,0.012443,10
0.2,geometric_projection_filter,task_success,0.286389,0.006152,10
0.2,geometric_projection_filter,transfer_violation,0.860833,0.007888,10
0.2,geometric_projection_filter,unshielded_violation,0.839722,0.011306,10
0.2,lagrangian_safe_rl,action_regret,0.574682,0.007879,10
0.2,lagrangian_safe_rl,boundary_ece,0.183873,0.020796,10
0.2,lagrangian_safe_rl,boundary_f1,0.654103,0.011015,10
0.2,lagrangian_safe_rl,deployed_violation,0.646389,0.019748,10
0.2,lagrangian_safe_rl,filter_dependence,0.231968,0.003941,10
0.2,lagrangian_safe_rl,intervention_rate,0.607222,0.010176,10
0.2,lagrangian_safe_rl,intervention_severity,0.077536,0.001385,10
0.2,lagrangian_safe_rl,mechanism_utility,0.102220,0.015306,10
0.2,lagrangian_safe_rl,recovery_success,0.186667,0.012673,10
0.2,lagrangian_safe_rl,robust_utility,-0.270990,0.024205,10
0.2,lagrangian_safe_rl,task_success,0.257778,0.016787,10
0.2,lagrangian_safe_rl,transfer_violation,0.764444,0.015754,10
0.2,lagrangian_safe_rl,unshielded_violation,0.815834,0.012012,10
0.2,oracle_boundary_teacher,action_regret,0.289426,0.003047,10
0.2,oracle_boundary_teacher,boundary_ece,0.034877,0.008346,10
0.2,oracle_boundary_teacher,boundary_f1,0.815461,0.011522,10
0.2,oracle_boundary_teacher,deployed_violation,0.131667,0.005576,10
0.2,oracle_boundary_teacher,filter_dependence,0.160535,0.001004,10
0.2,oracle_boundary_teacher,intervention_rate,0.981944,0.005213,10
0.2,oracle_boundary_teacher,intervention_severity,0.083550,0.000450,10
0.2,oracle_boundary_teacher,mechanism_utility,0.290387,0.015686,10
0.2,oracle_boundary_teacher,recovery_success,0.632500,0.011100,10
0.2,oracle_boundary_teacher,robust_utility,0.409761,0.012746,10
0.2,oracle_boundary_teacher,task_success,0.583055,0.011661,10
0.2,oracle_boundary_teacher,transfer_violation,0.508333,0.015717,10
0.2,oracle_boundary_teacher,unshielded_violation,0.756944,0.012865,10
0.2,recovery_policy_shield,action_regret,0.471713,0.005079,10
0.2,recovery_policy_shield,boundary_ece,0.126495,0.012967,10
0.2,recovery_policy_shield,boundary_f1,0.766575,0.013859,10
0.2,recovery_policy_shield,deployed_violation,0.354444,0.012016,10
0.2,recovery_policy_shield,filter_dependence,0.568669,0.008792,10
0.2,recovery_policy_shield,intervention_rate,0.845556,0.012915,10
0.2,recovery_policy_shield,intervention_severity,0.164170,0.002507,10
0.2,recovery_policy_shield,mechanism_utility,-0.033590,0.017924,10
0.2,recovery_policy_shield,recovery_success,0.466111,0.019827,10
0.2,recovery_policy_shield,robust_utility,0.111403,0.019312,10
0.2,recovery_policy_shield,task_success,0.537500,0.015319,10
0.2,recovery_policy_shield,transfer_violation,0.767778,0.016814,10
0.2,recovery_policy_shield,unshielded_violation,0.827500,0.012186,10
0.2,robust_mpc_shield,action_regret,0.469865,0.005184,10
0.2,robust_mpc_shield,boundary_ece,0.142621,0.016595,10
0.2,robust_mpc_shield,boundary_f1,0.799784,0.012349,10
0.2,robust_mpc_shield,deployed_violation,0.235278,0.006937,10
0.2,robust_mpc_shield,filter_dependence,0.773950,0.008975,10
0.2,robust_mpc_shield,intervention_rate,0.947778,0.007341,10
0.2,robust_mpc_shield,intervention_severity,0.222170,0.001576,10
0.2,robust_mpc_shield,mechanism_utility,-0.143221,0.018049,10
0.2,robust_mpc_shield,recovery_success,0.599167,0.010458,10
0.2,robust_mpc_shield,robust_utility,0.210730,0.021521,10
0.2,robust_mpc_shield,task_success,0.619444,0.018895,10
0.2,robust_mpc_shield,transfer_violation,0.830833,0.013998,10
0.2,robust_mpc_shield,unshielded_violation,0.836111,0.013061,10
0.2,safety_filter_distillation,action_regret,0.521472,0.005478,10
0.2,safety_filter_distillation,boundary_ece,0.129189,0.011224,10
0.2,safety_filter_distillation,boundary_f1,0.771386,0.014104,10
0.2,safety_filter_distillation,deployed_violation,0.506667,0.011823,10
0.2,safety_filter_distillation,filter_dependence,0.282440,0.003538,10
0.2,safety_filter_distillation,intervention_rate,0.863889,0.006493,10
0.2,safety_filter_distillation,intervention_severity,0.117847,0.000854,10
0.2,safety_filter_distillation,mechanism_utility,0.103342,0.011782,10
0.2,safety_filter_distillation,recovery_success,0.311111,0.012309,10
0.2,safety_filter_distillation,robust_utility,-0.127948,0.020205,10
0.2,safety_filter_distillation,task_success,0.330833,0.017641,10
0.2,safety_filter_distillation,transfer_violation,0.727777,0.010828,10
0.2,safety_filter_distillation,unshielded_violation,0.806111,0.009493,10
0.2,shielded_behavior_cloning,action_regret,0.593861,0.007355,10
0.2,shielded_behavior_cloning,boundary_ece,0.157677,0.010964,10
0.2,shielded_behavior_cloning,boundary_f1,0.684034,0.010011,10
0.2,shielded_behavior_cloning,deployed_violation,0.660278,0.016172,10
0.2,shielded_behavior_cloning,filter_dependence,0.274390,0.004612,10
0.2,shielded_behavior_cloning,intervention_rate,0.655000,0.011923,10
0.2,shielded_behavior_cloning,intervention_severity,0.095500,0.001821,10
0.2,shielded_behavior_cloning,mechanism_utility,0.066443,0.012172,10
0.2,shielded_behavior_cloning,recovery_success,0.188333,0.014469,10
0.2,shielded_behavior_cloning,robust_utility,-0.312477,0.021896,10
0.2,shielded_behavior_cloning,task_success,0.239722,0.012256,10
0.2,shielded_behavior_cloning,transfer_violation,0.782778,0.014806,10
0.2,shielded_behavior_cloning,unshielded_violation,0.826111,0.007960,10
0.2,unfiltered_policy,action_regret,0.647356,0.006244,10
0.2,unfiltered_policy,boundary_ece,0.514608,0.018782,10
0.2,unfiltered_policy,boundary_f1,0.000000,0.000000,10
0.2,unfiltered_policy,deployed_violation,0.851111,0.012786,10
0.2,unfiltered_policy,filter_dependence,0.000000,0.000000,10
0.2,unfiltered_policy,intervention_rate,0.000000,0.000000,10
0.2,unfiltered_policy,intervention_severity,0.000000,0.000000,10
0.2,unfiltered_policy,mechanism_utility,0.129931,0.017651,10
0.2,unfiltered_policy,recovery_success,0.000000,0.000000,10
0.2,unfiltered_policy,robust_utility,-0.472221,0.020835,10
0.2,unfiltered_policy,task_success,0.125000,0.014721,10
0.2,unfiltered_policy,transfer_violation,0.862222,0.009045,10
0.2,unfiltered_policy,unshielded_violation,0.846667,0.014939,10
0.4,action_clipping_filter,action_regret,0.676159,0.009107,10
0.4,action_clipping_filter,boundary_ece,0.135491,0.011045,10
0.4,action_clipping_filter,boundary_f1,0.822792,0.010259,10
0.4,action_clipping_filter,deployed_violation,0.567500,0.017275,10
0.4,action_clipping_filter,filter_dependence,0.738668,0.007637,10
0.4,action_clipping_filter,intervention_rate,0.932500,0.007572,10
0.4,action_clipping_filter,intervention_severity,0.229983,0.001891,10
0.4,action_clipping_filter,mechanism_utility,-0.217380,0.010580,10
0.4,action_clipping_filter,recovery_success,0.332222,0.015763,10
0.4,action_clipping_filter,robust_utility,-0.448702,0.026737,10
0.4,action_clipping_filter,task_success,0.181389,0.014700,10
0.4,action_clipping_filter,transfer_violation,0.899444,0.009458,10
0.4,action_clipping_filter,unshielded_violation,0.880000,0.008229,10
0.4,adversarial_safety_critic,action_regret,0.599488,0.004244,10
0.4,adversarial_safety_critic,boundary_ece,0.258529,0.011836,10
0.4,adversarial_safety_critic,boundary_f1,0.684918,0.014239,10
0.4,adversarial_safety_critic,deployed_violation,0.661944,0.011902,10
0.4,adversarial_safety_critic,filter_dependence,0.255017,0.006216,10
0.4,adversarial_safety_critic,intervention_rate,0.627500,0.013470,10
0.4,adversarial_safety_critic,intervention_severity,0.097822,0.002209,10
0.4,adversarial_safety_critic,mechanism_utility,0.039160,0.015016,10
0.4,adversarial_safety_critic,recovery_success,0.203055,0.010872,10
0.4,adversarial_safety_critic,robust_utility,-0.376460,0.011467,10
0.4,adversarial_safety_critic,task_success,0.174722,0.007929,10
0.4,adversarial_safety_critic,transfer_violation,0.787500,0.011907,10
0.4,adversarial_safety_critic,unshielded_violation,0.857778,0.010451,10
0.4,boundary_learning_filter_v4,action_regret,0.551890,0.005533,10
0.4,boundary_learning_filter_v4,boundary_ece,0.115599,0.012551,10
0.4,boundary_learning_filter_v4,boundary_f1,0.812909,0.011208,10
0.4,boundary_learning_filter_v4,deployed_violation,0.560278,0.010584,10
0.4,boundary_learning_filter_v4,filter_dependence,0.291443,0.003065,10
0.4,boundary_learning_filter_v4,intervention_rate,0.903611,0.008475,10
0.4,boundary_learning_filter_v4,intervention_severity,0.129969,0.001282,10
0.4,boundary_learning_filter_v4,mechanism_utility,0.054217,0.014895,10
0.4,boundary_learning_filter_v4,recovery_success,0.303889,0.010432,10
0.4,boundary_learning_filter_v4,robust_utility,-0.248682,0.020927,10
0.4,boundary_learning_filter_v4,task_success,0.250833,0.017237,10
0.4,boundary_learning_filter_v4,transfer_violation,0.727500,0.016721,10
0.4,boundary_learning_filter_v4,unshielded_violation,0.846944,0.011230,10
0.4,cbf_safety_filter,action_regret,0.541368,0.006645,10
0.4,cbf_safety_filter,boundary_ece,0.179806,0.015233,10
0.4,cbf_safety_filter,boundary_f1,0.833850,0.009812,10
0.4,cbf_safety_filter,deployed_violation,0.301945,0.008966,10
0.4,cbf_safety_filter,filter_dependence,0.830020,0.007164,10
0.4,cbf_safety_filter,intervention_rate,0.958333,0.005853,10
