method,metric,mean,ci95,n
counterfactual_boundary_learning_filter_v5,boundary_ece,0.100235,0.007768,10
counterfactual_boundary_learning_filter_v5,boundary_f1,0.892408,0.006019,10
counterfactual_boundary_learning_filter_v5,deployed_violation,0.518880,0.014052,10
counterfactual_boundary_learning_filter_v5,filter_dependence,0.257749,0.001382,10
counterfactual_boundary_learning_filter_v5,intervention_rate,0.972526,0.004016,10
counterfactual_boundary_learning_filter_v5,intervention_severity,0.157420,0.000616,10
counterfactual_boundary_learning_filter_v5,mechanism_utility,0.000494,0.006813,10
counterfactual_boundary_learning_filter_v5,recovery_success,0.385677,0.013610,10
counterfactual_boundary_learning_filter_v5,robust_utility,-0.244240,0.014906,10
counterfactual_boundary_learning_filter_v5,task_success,0.229818,0.007535,10
counterfactual_boundary_learning_filter_v5,transfer_violation,0.766927,0.009131,10
counterfactual_boundary_learning_filter_v5,unshielded_violation,0.897265,0.005750,10
geometric_projection_filter,action_regret,0.654088,0.004520,10
geometric_projection_filter,boundary_ece,0.239217,0.006785,10
geometric_projection_filter,boundary_f1,0.830359,0.007387,10
geometric_projection_filter,deployed_violation,0.575000,0.011126,10
geometric_projection_filter,filter_dependence,0.645654,0.007597,10
geometric_projection_filter,intervention_rate,0.831250,0.009405,10
geometric_projection_filter,intervention_severity,0.178727,0.002105,10
geometric_projection_filter,mechanism_utility,-0.233324,0.008044,10
geometric_projection_filter,recovery_success,0.361719,0.011638,10
geometric_projection_filter,robust_utility,-0.415033,0.012947,10
geometric_projection_filter,task_success,0.185807,0.007358,10
geometric_projection_filter,transfer_violation,0.937500,0.005367,10
geometric_projection_filter,unshielded_violation,0.928516,0.006714,10
lagrangian_safe_rl,action_regret,0.627454,0.004618,10
lagrangian_safe_rl,boundary_ece,0.213935,0.006342,10
lagrangian_safe_rl,boundary_f1,0.828961,0.006935,10
lagrangian_safe_rl,deployed_violation,0.686198,0.009870,10
lagrangian_safe_rl,filter_dependence,0.328480,0.002957,10
lagrangian_safe_rl,intervention_rate,0.825261,0.006284,10
lagrangian_safe_rl,intervention_severity,0.113678,0.000831,10
lagrangian_safe_rl,mechanism_utility,-0.070246,0.007806,10
lagrangian_safe_rl,recovery_success,0.240364,0.009258,10
lagrangian_safe_rl,robust_utility,-0.439023,0.013382,10
lagrangian_safe_rl,task_success,0.148047,0.007853,10
lagrangian_safe_rl,transfer_violation,0.876953,0.004013,10
lagrangian_safe_rl,unshielded_violation,0.908984,0.007498,10
oracle_boundary_teacher,action_regret,0.349743,0.004154,10
oracle_boundary_teacher,boundary_ece,0.026310,0.005204,10
oracle_boundary_teacher,boundary_f1,0.900036,0.004449,10
oracle_boundary_teacher,deployed_violation,0.217578,0.010140,10
oracle_boundary_teacher,filter_dependence,0.170096,0.000430,10
oracle_boundary_teacher,intervention_rate,0.999349,0.000425,10
oracle_boundary_teacher,intervention_severity,0.097382,0.000050,10
oracle_boundary_teacher,mechanism_utility,0.112117,0.006995,10
oracle_boundary_teacher,recovery_success,0.664974,0.014407,10
oracle_boundary_teacher,robust_utility,0.199019,0.013504,10
oracle_boundary_teacher,task_success,0.437109,0.010502,10
oracle_boundary_teacher,transfer_violation,0.646484,0.010386,10
oracle_boundary_teacher,unshielded_violation,0.881901,0.007590,10
recovery_policy_shield,action_regret,0.538229,0.004442,10
recovery_policy_shield,boundary_ece,0.137504,0.006468,10
recovery_policy_shield,boundary_f1,0.886481,0.004458,10
recovery_policy_shield,deployed_violation,0.408203,0.013142,10
recovery_policy_shield,filter_dependence,0.670779,0.002283,10
recovery_policy_shield,intervention_rate,0.957552,0.004154,10
recovery_policy_shield,intervention_severity,0.200209,0.000886,10
recovery_policy_shield,mechanism_utility,-0.201782,0.006170,10
recovery_policy_shield,recovery_success,0.509896,0.011001,10
recovery_policy_shield,robust_utility,-0.111034,0.011532,10
recovery_policy_shield,task_success,0.384635,0.007369,10
recovery_policy_shield,transfer_violation,0.869141,0.006669,10
recovery_policy_shield,unshielded_violation,0.916406,0.005576,10
robust_mpc_shield,action_regret,0.532882,0.003505,10
robust_mpc_shield,boundary_ece,0.154363,0.007921,10
robust_mpc_shield,boundary_f1,0.897641,0.004822,10
robust_mpc_shield,deployed_violation,0.297005,0.005924,10
robust_mpc_shield,filter_dependence,0.842848,0.003038,10
robust_mpc_shield,intervention_rate,0.989974,0.002252,10
robust_mpc_shield,intervention_severity,0.251910,0.000553,10
robust_mpc_shield,mechanism_utility,-0.291037,0.006420,10
robust_mpc_shield,recovery_success,0.622266,0.007332,10
robust_mpc_shield,robust_utility,-0.003510,0.013276,10
robust_mpc_shield,task_success,0.471224,0.010777,10
robust_mpc_shield,transfer_violation,0.924089,0.004338,10
robust_mpc_shield,unshielded_violation,0.920182,0.004550,10
safety_filter_distillation,action_regret,0.582865,0.004421,10
safety_filter_distillation,boundary_ece,0.132404,0.006032,10
safety_filter_distillation,boundary_f1,0.890133,0.005395,10
safety_filter_distillation,deployed_violation,0.582161,0.008901,10
safety_filter_distillation,filter_dependence,0.331406,0.001694,10
safety_filter_distillation,intervention_rate,0.973307,0.003554,10
safety_filter_distillation,intervention_severity,0.145679,0.000599,10
safety_filter_distillation,mechanism_utility,-0.058574,0.006376,10
safety_filter_distillation,recovery_success,0.335807,0.010359,10
safety_filter_distillation,robust_utility,-0.329353,0.015328,10
safety_filter_distillation,task_success,0.199089,0.011346,10
safety_filter_distillation,transfer_violation,0.841146,0.006666,10
safety_filter_distillation,unshielded_violation,0.905729,0.004860,10
shielded_behavior_cloning,action_regret,0.652604,0.005552,10
shielded_behavior_cloning,boundary_ece,0.179760,0.008717,10
shielded_behavior_cloning,boundary_f1,0.841166,0.011381,10
shielded_behavior_cloning,deployed_violation,0.715885,0.012725,10
shielded_behavior_cloning,filter_dependence,0.370366,0.004989,10
shielded_behavior_cloning,intervention_rate,0.849479,0.009566,10
shielded_behavior_cloning,intervention_severity,0.133565,0.001583,10
shielded_behavior_cloning,mechanism_utility,-0.099360,0.008898,10
shielded_behavior_cloning,recovery_success,0.218620,0.008399,10
shielded_behavior_cloning,robust_utility,-0.494200,0.015434,10
shielded_behavior_cloning,task_success,0.126823,0.007639,10
shielded_behavior_cloning,transfer_violation,0.893099,0.006045,10
shielded_behavior_cloning,unshielded_violation,0.912500,0.006940,10
unfiltered_policy,action_regret,0.691328,0.001940,10
unfiltered_policy,boundary_ece,0.632790,0.007234,10
unfiltered_policy,boundary_f1,0.000000,0.000000,10
unfiltered_policy,deployed_violation,0.930339,0.004755,10
unfiltered_policy,filter_dependence,0.000000,0.000000,10
unfiltered_policy,intervention_rate,0.000000,0.000000,10
unfiltered_policy,intervention_severity,0.000000,0.000000,10
unfiltered_policy,mechanism_utility,0.022195,0.008297,10
unfiltered_policy,recovery_success,0.000000,0.000000,10
unfiltered_policy,robust_utility,-0.618308,0.005787,10
unfiltered_policy,task_success,0.031901,0.003847,10
unfiltered_policy,transfer_violation,0.937760,0.005510,10
unfiltered_policy,unshielded_violation,0.927344,0.007521,10
