split,method,metric,mean,ci95,n
actuator_lag_shift,boundary_learning_filter_v4,task_success,0.211979,0.019844,10
actuator_lag_shift,boundary_learning_filter_v4,transfer_violation,0.756250,0.014096,10
actuator_lag_shift,boundary_learning_filter_v4,unshielded_violation,0.868229,0.015523,10
actuator_lag_shift,cbf_safety_filter,action_regret,0.562223,0.008969,10
actuator_lag_shift,cbf_safety_filter,boundary_ece,0.188337,0.015130,10
actuator_lag_shift,cbf_safety_filter,boundary_f1,0.861567,0.011317,10
actuator_lag_shift,cbf_safety_filter,deployed_violation,0.327083,0.020910,10
actuator_lag_shift,cbf_safety_filter,filter_dependence,0.859219,0.007481,10
actuator_lag_shift,cbf_safety_filter,intervention_rate,0.982813,0.005282,10
actuator_lag_shift,cbf_safety_filter,intervention_severity,0.263679,0.001243,10
actuator_lag_shift,cbf_safety_filter,mechanism_utility,-0.266494,0.016163,10
actuator_lag_shift,cbf_safety_filter,recovery_success,0.565104,0.021534,10
actuator_lag_shift,cbf_safety_filter,robust_utility,-0.063817,0.025186,10
actuator_lag_shift,cbf_safety_filter,task_success,0.439063,0.013951,10
actuator_lag_shift,cbf_safety_filter,transfer_violation,0.903125,0.013797,10
actuator_lag_shift,cbf_safety_filter,unshielded_violation,0.891146,0.012682,10
actuator_lag_shift,conformal_uncertainty_shield,action_regret,0.586646,0.010360,10
actuator_lag_shift,conformal_uncertainty_shield,boundary_ece,0.287569,0.013863,10
actuator_lag_shift,conformal_uncertainty_shield,boundary_f1,0.861717,0.008471,10
actuator_lag_shift,conformal_uncertainty_shield,deployed_violation,0.358854,0.022799,10
actuator_lag_shift,conformal_uncertainty_shield,filter_dependence,0.883710,0.005959,10
actuator_lag_shift,conformal_uncertainty_shield,intervention_rate,0.979167,0.007298,10
actuator_lag_shift,conformal_uncertainty_shield,intervention_severity,0.305767,0.002431,10
actuator_lag_shift,conformal_uncertainty_shield,mechanism_utility,-0.285657,0.009343,10
actuator_lag_shift,conformal_uncertainty_shield,recovery_success,0.536979,0.025801,10
actuator_lag_shift,conformal_uncertainty_shield,robust_utility,-0.144212,0.032267,10
actuator_lag_shift,conformal_uncertainty_shield,task_success,0.396354,0.021706,10
actuator_lag_shift,conformal_uncertainty_shield,transfer_violation,0.896354,0.011021,10
actuator_lag_shift,conformal_uncertainty_shield,unshielded_violation,0.893750,0.008768,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,action_regret,0.523678,0.010751,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,boundary_ece,0.106972,0.013500,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,boundary_f1,0.846489,0.009868,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,deployed_violation,0.513021,0.027360,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,filter_dependence,0.243002,0.002766,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,intervention_rate,0.931771,0.012311,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,intervention_severity,0.149939,0.001937,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,mechanism_utility,0.065853,0.010905,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,recovery_success,0.359896,0.018163,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,robust_utility,-0.196878,0.033654,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,task_success,0.267188,0.024915,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,transfer_violation,0.699479,0.016534,10
actuator_lag_shift,counterfactual_boundary_learning_filter_v5,unshielded_violation,0.859896,0.012217,10
actuator_lag_shift,geometric_projection_filter,action_regret,0.639459,0.008398,10
actuator_lag_shift,geometric_projection_filter,boundary_ece,0.249015,0.014181,10
actuator_lag_shift,geometric_projection_filter,boundary_f1,0.760556,0.020017,10
actuator_lag_shift,geometric_projection_filter,deployed_violation,0.598437,0.028325,10
actuator_lag_shift,geometric_projection_filter,filter_dependence,0.559607,0.021633,10
actuator_lag_shift,geometric_projection_filter,intervention_rate,0.730729,0.027054,10
actuator_lag_shift,geometric_projection_filter,intervention_severity,0.156124,0.006507,10
actuator_lag_shift,geometric_projection_filter,mechanism_utility,-0.167390,0.014469,10
actuator_lag_shift,geometric_projection_filter,recovery_success,0.320312,0.031748,10
actuator_lag_shift,geometric_projection_filter,robust_utility,-0.366250,0.025237,10
actuator_lag_shift,geometric_projection_filter,task_success,0.224479,0.012863,10
actuator_lag_shift,geometric_projection_filter,transfer_violation,0.907292,0.010521,10
actuator_lag_shift,geometric_projection_filter,unshielded_violation,0.907292,0.009479,10
actuator_lag_shift,lagrangian_safe_rl,action_regret,0.609277,0.006554,10
actuator_lag_shift,lagrangian_safe_rl,boundary_ece,0.214239,0.011152,10
actuator_lag_shift,lagrangian_safe_rl,boundary_f1,0.754248,0.016277,10
actuator_lag_shift,lagrangian_safe_rl,deployed_violation,0.681250,0.015946,10
actuator_lag_shift,lagrangian_safe_rl,filter_dependence,0.286563,0.008024,10
actuator_lag_shift,lagrangian_safe_rl,intervention_rate,0.732292,0.018337,10
actuator_lag_shift,lagrangian_safe_rl,intervention_severity,0.101955,0.002541,10
actuator_lag_shift,lagrangian_safe_rl,mechanism_utility,-0.001035,0.012171,10
actuator_lag_shift,lagrangian_safe_rl,recovery_success,0.215625,0.014292,10
actuator_lag_shift,lagrangian_safe_rl,robust_utility,-0.375386,0.017357,10
actuator_lag_shift,lagrangian_safe_rl,task_success,0.195313,0.008906,10
actuator_lag_shift,lagrangian_safe_rl,transfer_violation,0.830208,0.012098,10
actuator_lag_shift,lagrangian_safe_rl,unshielded_violation,0.872396,0.009774,10
actuator_lag_shift,oracle_boundary_teacher,action_regret,0.338129,0.005586,10
actuator_lag_shift,oracle_boundary_teacher,boundary_ece,0.054074,0.015230,10
actuator_lag_shift,oracle_boundary_teacher,boundary_f1,0.866927,0.009421,10
actuator_lag_shift,oracle_boundary_teacher,deployed_violation,0.215104,0.012084,10
actuator_lag_shift,oracle_boundary_teacher,filter_dependence,0.166959,0.000779,10
actuator_lag_shift,oracle_boundary_teacher,intervention_rate,0.997396,0.001701,10
actuator_lag_shift,oracle_boundary_teacher,intervention_severity,0.097649,0.000234,10
actuator_lag_shift,oracle_boundary_teacher,mechanism_utility,0.180070,0.019668,10
actuator_lag_shift,oracle_boundary_teacher,recovery_success,0.619271,0.019751,10
actuator_lag_shift,oracle_boundary_teacher,robust_utility,0.255281,0.018639,10
actuator_lag_shift,oracle_boundary_teacher,task_success,0.489583,0.013864,10
actuator_lag_shift,oracle_boundary_teacher,transfer_violation,0.592708,0.023663,10
actuator_lag_shift,oracle_boundary_teacher,unshielded_violation,0.832292,0.016864,10
actuator_lag_shift,recovery_policy_shield,action_regret,0.516915,0.008846,10
actuator_lag_shift,recovery_policy_shield,boundary_ece,0.142190,0.014203,10
actuator_lag_shift,recovery_policy_shield,boundary_f1,0.840738,0.007141,10
actuator_lag_shift,recovery_policy_shield,deployed_violation,0.401562,0.023301,10
actuator_lag_shift,recovery_policy_shield,filter_dependence,0.635398,0.006398,10
actuator_lag_shift,recovery_policy_shield,intervention_rate,0.922396,0.008258,10
actuator_lag_shift,recovery_policy_shield,intervention_severity,0.192135,0.001537,10
actuator_lag_shift,recovery_policy_shield,mechanism_utility,-0.139915,0.019320,10
actuator_lag_shift,recovery_policy_shield,recovery_success,0.482292,0.024405,10
actuator_lag_shift,recovery_policy_shield,robust_utility,-0.027856,0.026289,10
actuator_lag_shift,recovery_policy_shield,task_success,0.452083,0.019357,10
actuator_lag_shift,recovery_policy_shield,transfer_violation,0.822917,0.013696,10
actuator_lag_shift,recovery_policy_shield,unshielded_violation,0.884375,0.014178,10
actuator_lag_shift,robust_mpc_shield,action_regret,0.516699,0.008693,10
actuator_lag_shift,robust_mpc_shield,boundary_ece,0.159945,0.014774,10
actuator_lag_shift,robust_mpc_shield,boundary_f1,0.862148,0.009846,10
actuator_lag_shift,robust_mpc_shield,deployed_violation,0.284896,0.019727,10
actuator_lag_shift,robust_mpc_shield,filter_dependence,0.822000,0.005567,10
actuator_lag_shift,robust_mpc_shield,intervention_rate,0.981771,0.003804,10
actuator_lag_shift,robust_mpc_shield,intervention_severity,0.246762,0.001046,10
actuator_lag_shift,robust_mpc_shield,mechanism_utility,-0.238162,0.021366,10
actuator_lag_shift,robust_mpc_shield,recovery_success,0.601563,0.015007,10
actuator_lag_shift,robust_mpc_shield,robust_utility,0.055595,0.030388,10
actuator_lag_shift,robust_mpc_shield,task_success,0.515625,0.025464,10
actuator_lag_shift,robust_mpc_shield,transfer_violation,0.884375,0.020292,10
actuator_lag_shift,robust_mpc_shield,unshielded_violation,0.889062,0.013951,10
actuator_lag_shift,safety_filter_distillation,action_regret,0.559993,0.014558,10
actuator_lag_shift,safety_filter_distillation,boundary_ece,0.135746,0.013416,10
actuator_lag_shift,safety_filter_distillation,boundary_f1,0.845603,0.009259,10
actuator_lag_shift,safety_filter_distillation,deployed_violation,0.551042,0.032984,10
actuator_lag_shift,safety_filter_distillation,filter_dependence,0.316537,0.002917,10
actuator_lag_shift,safety_filter_distillation,intervention_rate,0.945833,0.009156,10
actuator_lag_shift,safety_filter_distillation,intervention_severity,0.141576,0.001425,10
actuator_lag_shift,safety_filter_distillation,mechanism_utility,-0.004823,0.015788,10
actuator_lag_shift,safety_filter_distillation,recovery_success,0.336979,0.027436,10
actuator_lag_shift,safety_filter_distillation,robust_utility,-0.251948,0.042435,10
actuator_lag_shift,safety_filter_distillation,task_success,0.251042,0.022816,10
actuator_lag_shift,safety_filter_distillation,transfer_violation,0.795312,0.021950,10
actuator_lag_shift,safety_filter_distillation,unshielded_violation,0.873958,0.010071,10
actuator_lag_shift,shielded_behavior_cloning,action_regret,0.633504,0.006712,10
actuator_lag_shift,shielded_behavior_cloning,boundary_ece,0.184198,0.015140,10
actuator_lag_shift,shielded_behavior_cloning,boundary_f1,0.768187,0.019384,10
actuator_lag_shift,shielded_behavior_cloning,deployed_violation,0.703125,0.012549,10
actuator_lag_shift,shielded_behavior_cloning,filter_dependence,0.324060,0.008861,10
actuator_lag_shift,shielded_behavior_cloning,intervention_rate,0.755729,0.019276,10
actuator_lag_shift,shielded_behavior_cloning,intervention_severity,0.118913,0.003079,10
actuator_lag_shift,shielded_behavior_cloning,mechanism_utility,-0.035832,0.013251,10
actuator_lag_shift,shielded_behavior_cloning,recovery_success,0.201563,0.014198,10
actuator_lag_shift,shielded_behavior_cloning,robust_utility,-0.437484,0.022662,10
actuator_lag_shift,shielded_behavior_cloning,task_success,0.160937,0.016771,10
actuator_lag_shift,shielded_behavior_cloning,transfer_violation,0.839063,0.016209,10
actuator_lag_shift,shielded_behavior_cloning,unshielded_violation,0.885938,0.010701,10
actuator_lag_shift,unfiltered_policy,action_regret,0.682083,0.004828,10
actuator_lag_shift,unfiltered_policy,boundary_ece,0.590556,0.017779,10
actuator_lag_shift,unfiltered_policy,boundary_f1,0.000000,0.000000,10
actuator_lag_shift,unfiltered_policy,deployed_violation,0.911458,0.008742,10
actuator_lag_shift,unfiltered_policy,filter_dependence,0.000000,0.000000,10
actuator_lag_shift,unfiltered_policy,intervention_rate,0.000000,0.000000,10
actuator_lag_shift,unfiltered_policy,intervention_severity,0.000000,0.000000,10
actuator_lag_shift,unfiltered_policy,mechanism_utility,0.050229,0.019231,10
actuator_lag_shift,unfiltered_policy,recovery_success,0.000000,0.000000,10
actuator_lag_shift,unfiltered_policy,robust_utility,-0.589862,0.016572,10
actuator_lag_shift,unfiltered_policy,task_success,0.047917,0.011469,10
actuator_lag_shift,unfiltered_policy,transfer_violation,0.912500,0.011669,10
actuator_lag_shift,unfiltered_policy,unshielded_violation,0.907813,0.016881,10
combined_safety_stress,action_clipping_filter,action_regret,0.732333,0.007475,10
combined_safety_stress,action_clipping_filter,boundary_ece,0.195791,0.017478,10
combined_safety_stress,action_clipping_filter,boundary_f1,0.920879,0.009143,10
combined_safety_stress,action_clipping_filter,deployed_violation,0.648958,0.023683,10
combined_safety_stress,action_clipping_filter,filter_dependence,0.808713,0.006174,10
combined_safety_stress,action_clipping_filter,intervention_rate,0.978646,0.005370,10
combined_safety_stress,action_clipping_filter,intervention_severity,0.254327,0.001278,10
combined_safety_stress,action_clipping_filter,mechanism_utility,-0.345812,0.014857,10
combined_safety_stress,action_clipping_filter,recovery_success,0.320312,0.021209,10
combined_safety_stress,action_clipping_filter,robust_utility,-0.610471,0.015778,10
combined_safety_stress,action_clipping_filter,task_success,0.094792,0.008307,10
combined_safety_stress,action_clipping_filter,transfer_violation,0.958333,0.010868,10
combined_safety_stress,action_clipping_filter,unshielded_violation,0.956250,0.010455,10
combined_safety_stress,adversarial_safety_critic,action_regret,0.648422,0.008936,10
combined_safety_stress,adversarial_safety_critic,boundary_ece,0.286524,0.017103,10
combined_safety_stress,adversarial_safety_critic,boundary_f1,0.868453,0.010090,10
combined_safety_stress,adversarial_safety_critic,deployed_violation,0.704167,0.022458,10
combined_safety_stress,adversarial_safety_critic,filter_dependence,0.370081,0.005032,10
combined_safety_stress,adversarial_safety_critic,intervention_rate,0.876563,0.009750,10
combined_safety_stress,adversarial_safety_critic,intervention_severity,0.146458,0.001432,10
combined_safety_stress,adversarial_safety_critic,mechanism_utility,-0.134223,0.011789,10
combined_safety_stress,adversarial_safety_critic,recovery_success,0.250000,0.019309,10
combined_safety_stress,adversarial_safety_critic,robust_utility,-0.506441,0.024052,10
combined_safety_stress,adversarial_safety_critic,task_success,0.110417,0.012438,10
combined_safety_stress,adversarial_safety_critic,transfer_violation,0.907813,0.013868,10
combined_safety_stress,adversarial_safety_critic,unshielded_violation,0.941146,0.008342,10
combined_safety_stress,boundary_learning_filter_v4,action_regret,0.612007,0.007640,10
combined_safety_stress,boundary_learning_filter_v4,boundary_ece,0.130742,0.015006,10
combined_safety_stress,boundary_learning_filter_v4,boundary_f1,0.920297,0.011408,10
combined_safety_stress,boundary_learning_filter_v4,deployed_violation,0.641146,0.023151,10
combined_safety_stress,boundary_learning_filter_v4,filter_dependence,0.329383,0.003218,10
combined_safety_stress,boundary_learning_filter_v4,intervention_rate,0.979687,0.007210,10
combined_safety_stress,boundary_learning_filter_v4,intervention_severity,0.153924,0.001161,10
combined_safety_stress,boundary_learning_filter_v4,mechanism_utility,-0.099816,0.014499,10
combined_safety_stress,boundary_learning_filter_v4,recovery_success,0.311458,0.017928,10
combined_safety_stress,boundary_learning_filter_v4,robust_utility,-0.445136,0.016162,10
combined_safety_stress,boundary_learning_filter_v4,task_success,0.123958,0.006420,10
combined_safety_stress,boundary_learning_filter_v4,transfer_violation,0.855208,0.019713,10
combined_safety_stress,boundary_learning_filter_v4,unshielded_violation,0.939063,0.010658,10
combined_safety_stress,cbf_safety_filter,action_regret,0.610601,0.008902,10
combined_safety_stress,cbf_safety_filter,boundary_ece,0.205473,0.014653,10
combined_safety_stress,cbf_safety_filter,boundary_f1,0.928022,0.009579,10
combined_safety_stress,cbf_safety_filter,deployed_violation,0.380729,0.015701,10
combined_safety_stress,cbf_safety_filter,filter_dependence,0.899364,0.005941,10
combined_safety_stress,cbf_safety_filter,intervention_rate,0.995833,0.003334,10
combined_safety_stress,cbf_safety_filter,intervention_severity,0.278367,0.001356,10
combined_safety_stress,cbf_safety_filter,mechanism_utility,-0.354277,0.014867,10
combined_safety_stress,cbf_safety_filter,recovery_success,0.560937,0.013444,10
combined_safety_stress,cbf_safety_filter,robust_utility,-0.232468,0.029518,10
combined_safety_stress,cbf_safety_filter,task_success,0.320312,0.020544,10
combined_safety_stress,cbf_safety_filter,transfer_violation,0.957292,0.007424,10
combined_safety_stress,cbf_safety_filter,unshielded_violation,0.941146,0.011393,10
combined_safety_stress,conformal_uncertainty_shield,action_regret,0.637983,0.004294,10
combined_safety_stress,conformal_uncertainty_shield,boundary_ece,0.279514,0.017573,10
combined_safety_stress,conformal_uncertainty_shield,boundary_f1,0.929286,0.009077,10
combined_safety_stress,conformal_uncertainty_shield,deployed_violation,0.401042,0.008195,10
combined_safety_stress,conformal_uncertainty_shield,filter_dependence,0.930947,0.004354,10
combined_safety_stress,conformal_uncertainty_shield,intervention_rate,0.998958,0.001361,10
combined_safety_stress,conformal_uncertainty_shield,intervention_severity,0.334595,0.000793,10
combined_safety_stress,conformal_uncertainty_shield,mechanism_utility,-0.393034,0.011830,10
combined_safety_stress,conformal_uncertainty_shield,recovery_success,0.558854,0.010979,10
combined_safety_stress,conformal_uncertainty_shield,robust_utility,-0.327788,0.018501,10
combined_safety_stress,conformal_uncertainty_shield,task_success,0.261458,0.017068,10
combined_safety_stress,conformal_uncertainty_shield,transfer_violation,0.959896,0.007146,10
combined_safety_stress,conformal_uncertainty_shield,unshielded_violation,0.955208,0.009528,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,action_regret,0.562364,0.011152,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,boundary_ece,0.112199,0.009170,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,boundary_f1,0.928200,0.010979,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,deployed_violation,0.563542,0.026437,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,filter_dependence,0.267546,0.002089,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,intervention_rate,0.994271,0.003865,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,intervention_severity,0.166091,0.000668,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,mechanism_utility,-0.058212,0.017050,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,recovery_success,0.372917,0.022633,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,robust_utility,-0.324320,0.032145,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,task_success,0.183854,0.018765,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,transfer_violation,0.818750,0.018501,10
combined_safety_stress,counterfactual_boundary_learning_filter_v5,unshielded_violation,0.932813,0.012863,10
combined_safety_stress,geometric_projection_filter,action_regret,0.675538,0.007283,10
combined_safety_stress,geometric_projection_filter,boundary_ece,0.258596,0.014211,10
combined_safety_stress,geometric_projection_filter,boundary_f1,0.878967,0.007493,10
combined_safety_stress,geometric_projection_filter,deployed_violation,0.585938,0.022066,10
combined_safety_stress,geometric_projection_filter,filter_dependence,0.699733,0.009854,10
combined_safety_stress,geometric_projection_filter,intervention_rate,0.888021,0.014695,10
combined_safety_stress,geometric_projection_filter,intervention_severity,0.195087,0.002916,10
combined_safety_stress,geometric_projection_filter,mechanism_utility,-0.289347,0.011150,10
combined_safety_stress,geometric_projection_filter,recovery_success,0.377083,0.019677,10
combined_safety_stress,geometric_projection_filter,robust_utility,-0.481375,0.021168,10
combined_safety_stress,geometric_projection_filter,task_success,0.143229,0.013885,10
combined_safety_stress,geometric_projection_filter,transfer_violation,0.965625,0.008635,10
combined_safety_stress,geometric_projection_filter,unshielded_violation,0.952083,0.009720,10
combined_safety_stress,lagrangian_safe_rl,action_regret,0.650674,0.010334,10
combined_safety_stress,lagrangian_safe_rl,boundary_ece,0.234063,0.014203,10
combined_safety_stress,lagrangian_safe_rl,boundary_f1,0.884624,0.011914,10
combined_safety_stress,lagrangian_safe_rl,deployed_violation,0.713021,0.023938,10
combined_safety_stress,lagrangian_safe_rl,filter_dependence,0.359428,0.007456,10
combined_safety_stress,lagrangian_safe_rl,intervention_rate,0.889062,0.015597,10
combined_safety_stress,lagrangian_safe_rl,intervention_severity,0.125606,0.002295,10
combined_safety_stress,lagrangian_safe_rl,mechanism_utility,-0.136914,0.016645,10
combined_safety_stress,lagrangian_safe_rl,recovery_success,0.245312,0.022799,10
combined_safety_stress,lagrangian_safe_rl,robust_utility,-0.510848,0.028752,10
combined_safety_stress,lagrangian_safe_rl,task_success,0.104167,0.014517,10
combined_safety_stress,lagrangian_safe_rl,transfer_violation,0.921875,0.008608,10
combined_safety_stress,lagrangian_safe_rl,unshielded_violation,0.946875,0.013249,10
combined_safety_stress,oracle_boundary_teacher,action_regret,0.370522,0.008565,10
combined_safety_stress,oracle_boundary_teacher,boundary_ece,0.039765,0.009068,10
combined_safety_stress,oracle_boundary_teacher,boundary_f1,0.929869,0.009407,10
combined_safety_stress,oracle_boundary_teacher,deployed_violation,0.235938,0.020019,10
combined_safety_stress,oracle_boundary_teacher,filter_dependence,0.172941,0.000894,10
combined_safety_stress,oracle_boundary_teacher,intervention_rate,1.000000,0.000000,10
combined_safety_stress,oracle_boundary_teacher,intervention_severity,0.101750,0.000099,10
combined_safety_stress,oracle_boundary_teacher,mechanism_utility,0.054989,0.015645,10
combined_safety_stress,oracle_boundary_teacher,recovery_success,0.686458,0.026349,10
combined_safety_stress,oracle_boundary_teacher,robust_utility,0.114518,0.029099,10
combined_safety_stress,oracle_boundary_teacher,task_success,0.368229,0.023231,10
combined_safety_stress,oracle_boundary_teacher,transfer_violation,0.689062,0.025100,10
combined_safety_stress,oracle_boundary_teacher,unshielded_violation,0.922396,0.014473,10
combined_safety_stress,recovery_policy_shield,action_regret,0.568591,0.008512,10
combined_safety_stress,recovery_policy_shield,boundary_ece,0.153202,0.015331,10
combined_safety_stress,recovery_policy_shield,boundary_f1,0.924778,0.008897,10
combined_safety_stress,recovery_policy_shield,deployed_violation,0.442188,0.021599,10
combined_safety_stress,recovery_policy_shield,filter_dependence,0.699570,0.004916,10
combined_safety_stress,recovery_policy_shield,intervention_rate,0.983333,0.007266,10
combined_safety_stress,recovery_policy_shield,intervention_severity,0.210863,0.001809,10
combined_safety_stress,recovery_policy_shield,mechanism_utility,-0.259456,0.013317,10
combined_safety_stress,recovery_policy_shield,recovery_success,0.511458,0.020910,10
combined_safety_stress,recovery_policy_shield,robust_utility,-0.214128,0.024267,10
combined_safety_stress,recovery_policy_shield,task_success,0.314063,0.014992,10
combined_safety_stress,recovery_policy_shield,transfer_violation,0.901042,0.016177,10
combined_safety_stress,recovery_policy_shield,unshielded_violation,0.949479,0.009137,10
combined_safety_stress,robust_mpc_shield,action_regret,0.564955,0.006092,10
combined_safety_stress,robust_mpc_shield,boundary_ece,0.164612,0.016718,10
combined_safety_stress,robust_mpc_shield,boundary_f1,0.928676,0.009386,10
combined_safety_stress,robust_mpc_shield,deployed_violation,0.340104,0.018137,10
combined_safety_stress,robust_mpc_shield,filter_dependence,0.862828,0.004571,10
combined_safety_stress,robust_mpc_shield,intervention_rate,0.997917,0.001667,10
combined_safety_stress,robust_mpc_shield,intervention_severity,0.261591,0.000737,10
combined_safety_stress,robust_mpc_shield,mechanism_utility,-0.334165,0.014181,10
combined_safety_stress,robust_mpc_shield,recovery_success,0.602604,0.019844,10
combined_safety_stress,robust_mpc_shield,robust_utility,-0.110455,0.017032,10
combined_safety_stress,robust_mpc_shield,task_success,0.400521,0.013306,10
combined_safety_stress,robust_mpc_shield,transfer_violation,0.954688,0.008342,10
combined_safety_stress,robust_mpc_shield,unshielded_violation,0.942187,0.011021,10
combined_safety_stress,safety_filter_distillation,action_regret,0.614456,0.009062,10
combined_safety_stress,safety_filter_distillation,boundary_ece,0.144334,0.014744,10
combined_safety_stress,safety_filter_distillation,boundary_f1,0.926551,0.010092,10
combined_safety_stress,safety_filter_distillation,deployed_violation,0.635417,0.016460,10
combined_safety_stress,safety_filter_distillation,filter_dependence,0.343818,0.002393,10
combined_safety_stress,safety_filter_distillation,intervention_rate,0.994271,0.003553,10
combined_safety_stress,safety_filter_distillation,intervention_severity,0.153853,0.000614,10
combined_safety_stress,safety_filter_distillation,mechanism_utility,-0.107080,0.015855,10
combined_safety_stress,safety_filter_distillation,recovery_success,0.308333,0.013679,10
combined_safety_stress,safety_filter_distillation,robust_utility,-0.427598,0.030445,10
combined_safety_stress,safety_filter_distillation,task_success,0.141146,0.020835,10
combined_safety_stress,safety_filter_distillation,transfer_violation,0.889583,0.014096,10
combined_safety_stress,safety_filter_distillation,unshielded_violation,0.930729,0.011694,10
combined_safety_stress,shielded_behavior_cloning,action_regret,0.669759,0.012298,10
combined_safety_stress,shielded_behavior_cloning,boundary_ece,0.196484,0.016326,10
combined_safety_stress,shielded_behavior_cloning,boundary_f1,0.891510,0.013104,10
combined_safety_stress,shielded_behavior_cloning,deployed_violation,0.733333,0.028421,10
combined_safety_stress,shielded_behavior_cloning,filter_dependence,0.403674,0.006278,10
combined_safety_stress,shielded_behavior_cloning,intervention_rate,0.913021,0.012553,10
combined_safety_stress,shielded_behavior_cloning,intervention_severity,0.146998,0.002137,10
combined_safety_stress,shielded_behavior_cloning,mechanism_utility,-0.156076,0.018116,10
combined_safety_stress,shielded_behavior_cloning,recovery_success,0.228646,0.022389,10
combined_safety_stress,shielded_behavior_cloning,robust_utility,-0.542334,0.036067,10
combined_safety_stress,shielded_behavior_cloning,task_success,0.101042,0.020597,10
combined_safety_stress,shielded_behavior_cloning,transfer_violation,0.932292,0.011489,10
combined_safety_stress,shielded_behavior_cloning,unshielded_violation,0.941667,0.013594,10
