seed,split,method,task_success,deployed_violation,unshielded_violation,intervention_rate,intervention_severity,filter_dependence,boundary_f1,boundary_ece,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret
2,human_motion_shift,adversarial_safety_critic,0.208333,0.677083,0.843750,0.651042,0.101186,0.260333,0.661597,0.246757,0.760417,0.197917,-0.353360,0.058909,0.598854
2,human_motion_shift,boundary_learning_filter_v4,0.234375,0.546875,0.833333,0.901042,0.127449,0.288021,0.790997,0.116622,0.723958,0.307292,-0.255798,0.070728,0.550028
2,human_motion_shift,cbf_safety_filter,0.531250,0.234375,0.890625,0.963542,0.244029,0.827885,0.817337,0.182916,0.895833,0.656250,0.101754,-0.243742,0.506821
2,human_motion_shift,conformal_uncertainty_shield,0.395833,0.296875,0.854167,0.989583,0.303933,0.878052,0.829268,0.223160,0.864583,0.557292,-0.103971,-0.232159,0.565907
2,human_motion_shift,counterfactual_boundary_learning_filter_v5,0.401042,0.479167,0.807292,0.958333,0.145269,0.246896,0.838509,0.093622,0.656250,0.343750,-0.036798,0.134701,0.485701
2,human_motion_shift,geometric_projection_filter,0.255208,0.588542,0.890625,0.656250,0.133751,0.494562,0.696970,0.216831,0.859375,0.291667,-0.308873,-0.107441,0.618314
2,human_motion_shift,lagrangian_safe_rl,0.213542,0.625000,0.848958,0.713542,0.092242,0.274094,0.712727,0.205645,0.781250,0.239583,-0.315780,0.045692,0.584386
2,human_motion_shift,oracle_boundary_teacher,0.531250,0.161458,0.765625,1.000000,0.088814,0.164812,0.836364,0.040277,0.500000,0.604167,0.335121,0.279626,0.310781
2,human_motion_shift,recovery_policy_shield,0.484375,0.395833,0.843750,0.937500,0.184746,0.634781,0.811321,0.106161,0.807292,0.453125,0.011342,-0.092087,0.507220
2,human_motion_shift,robust_mpc_shield,0.520833,0.291667,0.854167,0.979167,0.234218,0.806719,0.828221,0.111948,0.833333,0.557292,0.063363,-0.180051,0.513732
2,human_motion_shift,safety_filter_distillation,0.328125,0.505208,0.817708,0.927083,0.128730,0.307312,0.829114,0.109819,0.744792,0.322917,-0.137920,0.075474,0.526491
2,human_motion_shift,shielded_behavior_cloning,0.239583,0.687500,0.875000,0.734375,0.109693,0.307625,0.709677,0.149415,0.781250,0.203125,-0.340522,0.002297,0.609143
2,human_motion_shift,unfiltered_policy,0.088542,0.875000,0.875000,0.000000,0.000000,0.000000,0.000000,0.536152,0.869792,0.000000,-0.524925,0.097833,0.662292
2,low_signal_high_risk_shift,action_clipping_filter,0.104167,0.635417,0.968750,0.984375,0.255866,0.817000,0.932961,0.175260,0.979167,0.333333,-0.594343,-0.367245,0.727396
2,low_signal_high_risk_shift,adversarial_safety_critic,0.093750,0.677083,0.942708,0.885417,0.146540,0.375146,0.879056,0.287677,0.906250,0.281250,-0.507579,-0.136633,0.643711
2,low_signal_high_risk_shift,boundary_learning_filter_v4,0.166667,0.572917,0.937500,0.979167,0.149849,0.330677,0.929972,0.164710,0.812500,0.375000,-0.357076,-0.082065,0.581054
2,low_signal_high_risk_shift,cbf_safety_filter,0.348958,0.333333,0.953125,1.000000,0.274193,0.906219,0.936288,0.238616,0.968750,0.619792,-0.173149,-0.369259,0.589776
2,low_signal_high_risk_shift,conformal_uncertainty_shield,0.281250,0.359375,0.937500,1.000000,0.335810,0.935141,0.936288,0.275937,0.947917,0.578125,-0.282250,-0.371761,0.621413
2,low_signal_high_risk_shift,counterfactual_boundary_learning_filter_v5,0.177083,0.562500,0.916667,0.989583,0.162895,0.267021,0.930362,0.136556,0.828125,0.369792,-0.329622,-0.044157,0.562747
2,low_signal_high_risk_shift,geometric_projection_filter,0.171875,0.572917,0.973958,0.895833,0.195437,0.706396,0.879765,0.291606,0.989583,0.401042,-0.445022,-0.319901,0.666505
2,low_signal_high_risk_shift,lagrangian_safe_rl,0.135417,0.677083,0.937500,0.880208,0.121848,0.356563,0.881657,0.244946,0.911458,0.281250,-0.454258,-0.120857,0.631903
2,low_signal_high_risk_shift,oracle_boundary_teacher,0.364583,0.171875,0.911458,1.000000,0.099089,0.173531,0.936288,0.035714,0.671875,0.739583,0.151842,0.073373,0.350343
2,low_signal_high_risk_shift,recovery_policy_shield,0.307292,0.427083,0.937500,0.984375,0.207968,0.701844,0.927374,0.162159,0.911458,0.510417,-0.211198,-0.250503,0.564864
2,low_signal_high_risk_shift,robust_mpc_shield,0.354167,0.281250,0.947917,0.994792,0.256651,0.864375,0.938889,0.188600,0.953125,0.661458,-0.120025,-0.338052,0.554689
2,low_signal_high_risk_shift,safety_filter_distillation,0.166667,0.526042,0.942708,1.000000,0.152205,0.347062,0.936288,0.151782,0.880208,0.432292,-0.332393,-0.113084,0.574444
2,low_signal_high_risk_shift,shielded_behavior_cloning,0.088542,0.734375,0.953125,0.937500,0.148971,0.416156,0.911175,0.216270,0.906250,0.250000,-0.558948,-0.164914,0.674445
2,low_signal_high_risk_shift,unfiltered_policy,0.015625,0.937500,0.958333,0.000000,0.000000,0.000000,0.000000,0.698155,0.958333,0.000000,-0.639625,-0.015521,0.696875
2,nominal_safety,action_clipping_filter,0.312500,0.468750,0.807292,0.895833,0.215681,0.693823,0.764120,0.107376,0.880208,0.369792,-0.238001,-0.114053,0.610381
2,nominal_safety,adversarial_safety_critic,0.218750,0.666667,0.802083,0.432292,0.064537,0.172333,0.537736,0.251658,0.723958,0.151042,-0.307921,0.151168,0.576280
2,nominal_safety,boundary_learning_filter_v4,0.338542,0.468750,0.812500,0.796875,0.108963,0.252656,0.744681,0.096602,0.645833,0.354167,-0.086602,0.136045,0.496624
2,nominal_safety,cbf_safety_filter,0.552083,0.281250,0.812500,0.869792,0.213251,0.741229,0.777027,0.199861,0.859375,0.520833,0.119817,-0.118300,0.501716
2,nominal_safety,conformal_uncertainty_shield,0.494792,0.348958,0.848958,0.906250,0.262878,0.792672,0.772277,0.252209,0.817708,0.494792,-0.005857,-0.173539,0.545147
2,nominal_safety,counterfactual_boundary_learning_filter_v5,0.385417,0.473958,0.781250,0.760417,0.111012,0.193667,0.741818,0.083660,0.609375,0.328125,-0.029139,0.200712,0.474605
2,nominal_safety,geometric_projection_filter,0.338542,0.500000,0.848958,0.645833,0.128056,0.479615,0.671937,0.198559,0.875000,0.343750,-0.162363,-0.059423,0.570495
2,nominal_safety,lagrangian_safe_rl,0.302083,0.614583,0.781250,0.552083,0.068668,0.209563,0.612766,0.187753,0.729167,0.171875,-0.198167,0.159157,0.551358
2,nominal_safety,oracle_boundary_teacher,0.578125,0.140625,0.718750,0.953125,0.078283,0.154969,0.794872,0.025095,0.447917,0.583333,0.401649,0.349379,0.291662
2,nominal_safety,recovery_policy_shield,0.572917,0.395833,0.838542,0.812500,0.155348,0.546906,0.764912,0.100868,0.750000,0.442708,0.128712,-0.030289,0.473675
2,nominal_safety,robust_mpc_shield,0.723958,0.182292,0.802083,0.947917,0.216075,0.767344,0.778135,0.146941,0.838542,0.614583,0.355109,-0.104121,0.430116
2,nominal_safety,safety_filter_distillation,0.416667,0.500000,0.770833,0.817708,0.108442,0.264000,0.720280,0.119743,0.739583,0.281250,-0.028771,0.145545,0.498266
2,nominal_safety,shielded_behavior_cloning,0.328125,0.635417,0.796875,0.625000,0.089872,0.264500,0.706827,0.157990,0.802083,0.156250,-0.201958,0.097145,0.566025
2,nominal_safety,unfiltered_policy,0.161458,0.854167,0.822917,0.000000,0.000000,0.000000,0.000000,0.490867,0.848958,0.000000,-0.436525,0.158292,0.641042
2,novel_obstacle_shift,action_clipping_filter,0.114583,0.598958,0.890625,0.958333,0.235554,0.761010,0.837920,0.167539,0.911458,0.317708,-0.543562,-0.243143,0.703271
2,novel_obstacle_shift,adversarial_safety_critic,0.156250,0.640625,0.854167,0.703125,0.109071,0.288062,0.748201,0.236165,0.828125,0.234375,-0.391898,0.016706,0.602350
2,novel_obstacle_shift,boundary_learning_filter_v4,0.234375,0.546875,0.869792,0.906250,0.128432,0.294219,0.832808,0.098381,0.708333,0.338542,-0.257316,0.036519,0.550949
2,novel_obstacle_shift,cbf_safety_filter,0.526042,0.276042,0.885417,0.984375,0.251856,0.854812,0.849398,0.189663,0.901042,0.609375,0.062455,-0.252831,0.525837
2,novel_obstacle_shift,conformal_uncertainty_shield,0.385417,0.369792,0.859375,0.984375,0.304987,0.880578,0.843373,0.235985,0.880208,0.489583,-0.161554,-0.245719,0.591817
2,novel_obstacle_shift,counterfactual_boundary_learning_filter_v5,0.343750,0.406250,0.843750,0.979167,0.149138,0.253167,0.845921,0.084973,0.713542,0.437500,-0.052265,0.079207,0.475275
2,novel_obstacle_shift,geometric_projection_filter,0.265625,0.541667,0.880208,0.812500,0.166586,0.612437,0.762542,0.187066,0.947917,0.343750,-0.301499,-0.171051,0.621286
2,novel_obstacle_shift,lagrangian_safe_rl,0.161458,0.687500,0.838542,0.703125,0.091377,0.276281,0.762590,0.185378,0.828125,0.171875,-0.409166,0.038384,0.614910
2,novel_obstacle_shift,oracle_boundary_teacher,0.515625,0.197917,0.875000,1.000000,0.089019,0.166219,0.853731,0.047373,0.604167,0.677083,0.295645,0.136972,0.325778
2,novel_obstacle_shift,recovery_policy_shield,0.458333,0.380208,0.859375,0.937500,0.185521,0.640562,0.829721,0.133957,0.864583,0.489583,-0.007046,-0.127167,0.508261
2,novel_obstacle_shift,robust_mpc_shield,0.531250,0.270833,0.869792,0.994792,0.239077,0.826406,0.850299,0.145539,0.901042,0.598958,0.081939,-0.223202,0.508219
2,novel_obstacle_shift,safety_filter_distillation,0.307292,0.479167,0.864583,0.953125,0.133761,0.317812,0.846626,0.098627,0.817708,0.406250,-0.146527,0.002344,0.524489
2,novel_obstacle_shift,shielded_behavior_cloning,0.218750,0.625000,0.864583,0.750000,0.112066,0.318406,0.745645,0.169513,0.843750,0.229167,-0.325405,-0.008826,0.595031
2,novel_obstacle_shift,unfiltered_policy,0.052083,0.880208,0.911458,0.000000,0.000000,0.000000,0.000000,0.569597,0.921875,0.000000,-0.565837,0.044854,0.671250
3,actuator_lag_shift,action_clipping_filter,0.135417,0.578125,0.901042,0.927083,0.238096,0.739510,0.835913,0.168498,0.895833,0.348958,-0.505363,-0.240509,0.690315
3,actuator_lag_shift,adversarial_safety_critic,0.177083,0.671875,0.848958,0.692708,0.112402,0.285542,0.755396,0.268757,0.807292,0.208333,-0.390583,0.027834,0.608481
3,actuator_lag_shift,boundary_learning_filter_v4,0.182292,0.593750,0.875000,0.927083,0.142217,0.302057,0.848297,0.137825,0.723958,0.307292,-0.346196,0.018515,0.579788
3,actuator_lag_shift,cbf_safety_filter,0.427083,0.343750,0.906250,0.989583,0.265969,0.861177,0.853731,0.181315,0.885417,0.562500,-0.087751,-0.278221,0.570599
3,actuator_lag_shift,conformal_uncertainty_shield,0.354167,0.421875,0.885417,0.963542,0.300603,0.870979,0.866667,0.281185,0.916667,0.473958,-0.223501,-0.280647,0.612793
3,actuator_lag_shift,counterfactual_boundary_learning_filter_v5,0.296875,0.510417,0.864583,0.921875,0.148490,0.241063,0.857143,0.116129,0.708333,0.364583,-0.163792,0.060175,0.516414
3,actuator_lag_shift,geometric_projection_filter,0.239583,0.562500,0.880208,0.750000,0.160315,0.577844,0.795848,0.234168,0.901042,0.333333,-0.332822,-0.144411,0.627881
3,actuator_lag_shift,lagrangian_safe_rl,0.187500,0.708333,0.854167,0.750000,0.103742,0.292031,0.754325,0.204577,0.828125,0.203125,-0.402149,0.014463,0.620484
3,actuator_lag_shift,oracle_boundary_teacher,0.468750,0.244792,0.786458,1.000000,0.097769,0.166781,0.860534,0.055460,0.625000,0.546875,0.215043,0.214890,0.351796
3,actuator_lag_shift,recovery_policy_shield,0.510417,0.385417,0.895833,0.927083,0.192294,0.637479,0.842105,0.131142,0.802083,0.515625,0.042075,-0.144225,0.500360
3,actuator_lag_shift,robust_mpc_shield,0.526042,0.265625,0.875000,0.973958,0.246998,0.813281,0.855422,0.121410,0.869792,0.609375,0.080178,-0.215790,0.507445
3,actuator_lag_shift,safety_filter_distillation,0.250000,0.604167,0.864583,0.947917,0.142472,0.316500,0.844037,0.114739,0.796875,0.296875,-0.286807,0.002198,0.577358
3,actuator_lag_shift,shielded_behavior_cloning,0.130208,0.697917,0.859375,0.744792,0.117139,0.322479,0.798611,0.164539,0.796875,0.171875,-0.465082,0.003862,0.637474
3,actuator_lag_shift,unfiltered_policy,0.062500,0.911458,0.854167,0.000000,0.000000,0.000000,0.000000,0.579926,0.901042,0.000000,-0.574812,0.107604,0.679167
3,combined_safety_stress,action_clipping_filter,0.078125,0.703125,0.937500,0.979167,0.253837,0.803115,0.908571,0.180700,0.942708,0.260417,-0.660604,-0.322317,0.752239
3,combined_safety_stress,adversarial_safety_critic,0.114583,0.682292,0.942708,0.864583,0.144531,0.362542,0.853659,0.259388,0.911458,0.281250,-0.486275,-0.132985,0.639337
3,combined_safety_stress,boundary_learning_filter_v4,0.145833,0.640625,0.906250,0.958333,0.149953,0.319010,0.890173,0.123583,0.859375,0.302083,-0.419020,-0.063258,0.605506
3,combined_safety_stress,cbf_safety_filter,0.333333,0.364583,0.921875,1.000000,0.277949,0.895937,0.915254,0.185528,0.963542,0.557292,-0.208036,-0.334781,0.602343
3,combined_safety_stress,conformal_uncertainty_shield,0.281250,0.406250,0.932292,1.000000,0.334349,0.924531,0.915254,0.256300,0.942708,0.536458,-0.309302,-0.362361,0.634877
3,combined_safety_stress,counterfactual_boundary_learning_filter_v5,0.218750,0.526042,0.895833,1.000000,0.166583,0.266875,0.915254,0.107197,0.781250,0.375000,-0.264646,-0.007939,0.543393
3,combined_safety_stress,geometric_projection_filter,0.161458,0.546875,0.932292,0.911458,0.199276,0.715365,0.890208,0.251418,0.958333,0.411458,-0.442230,-0.272241,0.662022
3,combined_safety_stress,lagrangian_safe_rl,0.125000,0.640625,0.942708,0.901042,0.127649,0.362031,0.883582,0.205216,0.906250,0.312500,-0.444760,-0.126673,0.624021
3,combined_safety_stress,oracle_boundary_teacher,0.354167,0.244792,0.906250,1.000000,0.101545,0.171562,0.915254,0.029881,0.708333,0.661458,0.094750,0.065328,0.375966
3,combined_safety_stress,recovery_policy_shield,0.286458,0.437500,0.958333,1.000000,0.215232,0.705312,0.915254,0.125571,0.875000,0.526042,-0.242062,-0.263843,0.574088
3,combined_safety_stress,robust_mpc_shield,0.421875,0.312500,0.916667,1.000000,0.263190,0.857813,0.915254,0.132576,0.947917,0.604167,-0.070457,-0.303804,0.551537
3,combined_safety_stress,safety_filter_distillation,0.213542,0.578125,0.916667,0.989583,0.152470,0.339375,0.909091,0.120248,0.843750,0.354167,-0.315438,-0.074104,0.580861
3,combined_safety_stress,shielded_behavior_cloning,0.104167,0.677083,0.921875,0.916667,0.148068,0.400823,0.869822,0.156499,0.906250,0.270833,-0.503345,-0.125789,0.650984
3,combined_safety_stress,unfiltered_policy,0.015625,0.942708,0.927083,0.000000,0.000000,0.000000,0.000000,0.650806,0.953125,0.000000,-0.642912,0.017125,0.698542
3,constraint_shift,action_clipping_filter,0.140625,0.557292,0.880208,0.927083,0.227021,0.744885,0.842424,0.175709,0.921875,0.343750,-0.484710,-0.226470,0.681258
3,constraint_shift,adversarial_safety_critic,0.156250,0.682292,0.869792,0.640625,0.098094,0.262625,0.690909,0.311787,0.838542,0.197917,-0.409961,0.008005,0.610655
3,constraint_shift,boundary_learning_filter_v4,0.197917,0.588542,0.875000,0.901042,0.127982,0.297865,0.867692,0.140152,0.770833,0.307292,-0.321837,0.009268,0.571930
3,constraint_shift,cbf_safety_filter,0.453125,0.322917,0.885417,0.984375,0.250025,0.868031,0.879765,0.224365,0.921875,0.562500,-0.044487,-0.266462,0.556677
3,constraint_shift,conformal_uncertainty_shield,0.380208,0.338542,0.911458,0.968750,0.295208,0.882094,0.875740,0.305678,0.911458,0.578125,-0.144682,-0.304894,0.581280
3,constraint_shift,counterfactual_boundary_learning_filter_v5,0.317708,0.484375,0.875000,0.937500,0.141710,0.246750,0.867470,0.118542,0.713542,0.401042,-0.125029,0.048729,0.503376
3,constraint_shift,geometric_projection_filter,0.239583,0.531250,0.895833,0.791667,0.164270,0.604323,0.769737,0.248583,0.880208,0.364583,-0.319513,-0.163154,0.621771
3,constraint_shift,lagrangian_safe_rl,0.187500,0.656250,0.885417,0.718750,0.092540,0.284156,0.765517,0.236002,0.802083,0.244792,-0.364470,-0.002239,0.600856
3,constraint_shift,oracle_boundary_teacher,0.546875,0.135417,0.822917,1.000000,0.088137,0.168750,0.883721,0.048958,0.598958,0.692708,0.367095,0.192501,0.299673
3,constraint_shift,recovery_policy_shield,0.458333,0.432292,0.869792,0.901042,0.178372,0.628615,0.861538,0.162023,0.817708,0.453125,-0.035476,-0.119447,0.522207
3,constraint_shift,robust_mpc_shield,0.520833,0.244792,0.885417,0.958333,0.230320,0.807656,0.863095,0.188132,0.880208,0.635417,0.093890,-0.223431,0.498143
3,constraint_shift,safety_filter_distillation,0.250000,0.562500,0.875000,0.911458,0.125705,0.306750,0.837920,0.191480,0.791667,0.317708,-0.253722,0.001527,0.559837
3,constraint_shift,shielded_behavior_cloning,0.192708,0.661458,0.880208,0.760417,0.112859,0.328229,0.778523,0.207146,0.859375,0.218750,-0.377478,-0.034538,0.613227
3,constraint_shift,unfiltered_policy,0.083333,0.880208,0.869792,0.000000,0.000000,0.000000,0.000000,0.608334,0.916667,0.000000,-0.533587,0.088708,0.665000
3,contact_mode_shift,action_clipping_filter,0.161458,0.520833,0.916667,0.963542,0.237782,0.769521,0.846847,0.132023,0.901042,0.395833,-0.448213,-0.266144,0.670318
3,contact_mode_shift,adversarial_safety_critic,0.130208,0.666667,0.869792,0.666667,0.103114,0.276146,0.746377,0.276569,0.791667,0.203125,-0.431117,0.016158,0.613390
3,contact_mode_shift,boundary_learning_filter_v4,0.218750,0.562500,0.869792,0.937500,0.137633,0.305703,0.847561,0.101553,0.750000,0.328125,-0.288249,0.017227,0.562108
3,contact_mode_shift,cbf_safety_filter,0.427083,0.265625,0.895833,0.989583,0.260034,0.867052,0.869822,0.177544,0.937500,0.630208,-0.037895,-0.281881,0.545236
3,contact_mode_shift,conformal_uncertainty_shield,0.416667,0.307292,0.901042,0.989583,0.304998,0.893208,0.863905,0.270303,0.895833,0.593750,-0.092373,-0.294023,0.567085
3,contact_mode_shift,counterfactual_boundary_learning_filter_v5,0.270833,0.526042,0.890625,0.968750,0.150259,0.253750,0.874251,0.123556,0.781250,0.385417,-0.203567,0.006295,0.528463
3,contact_mode_shift,geometric_projection_filter,0.234375,0.526042,0.921875,0.812500,0.170076,0.617562,0.776316,0.208010,0.885417,0.390625,-0.325915,-0.196639,0.623780
3,contact_mode_shift,lagrangian_safe_rl,0.234375,0.630208,0.869792,0.791667,0.103643,0.311500,0.800000,0.202254,0.854167,0.265625,-0.308311,-0.012565,0.588427
3,contact_mode_shift,oracle_boundary_teacher,0.463542,0.234375,0.822917,1.000000,0.090798,0.167625,0.870588,0.031553,0.604167,0.588542,0.218088,0.185986,0.348350
3,contact_mode_shift,recovery_policy_shield,0.395833,0.390625,0.895833,0.947917,0.192419,0.651740,0.842424,0.117100,0.822917,0.505208,-0.082340,-0.158120,0.526678
3,contact_mode_shift,robust_mpc_shield,0.541667,0.234375,0.906250,0.994792,0.244437,0.834844,0.873156,0.138585,0.916667,0.666667,0.112472,-0.267089,0.496447
3,contact_mode_shift,safety_filter_distillation,0.260417,0.552083,0.906250,0.958333,0.136366,0.321375,0.855422,0.112571,0.786458,0.348958,-0.242389,-0.035024,0.558094
3,contact_mode_shift,shielded_behavior_cloning,0.171875,0.697917,0.869792,0.828125,0.124430,0.353625,0.788274,0.160243,0.859375,0.197917,-0.430392,-0.037189,0.634191
3,contact_mode_shift,unfiltered_policy,0.046875,0.895833,0.869792,0.000000,0.000000,0.000000,0.000000,0.582353,0.921875,0.000000,-0.581075,0.085917,0.677292
3,human_motion_shift,action_clipping_filter,0.177083,0.609375,0.864583,0.942708,0.235424,0.744885,0.822430,0.139966,0.911458,0.296875,-0.482387,-0.210322,0.692146
3,human_motion_shift,adversarial_safety_critic,0.192708,0.640625,0.869792,0.677083,0.105337,0.275917,0.725926,0.255778,0.786458,0.223958,-0.350775,0.019446,0.592929
3,human_motion_shift,boundary_learning_filter_v4,0.250000,0.489583,0.833333,0.885417,0.127119,0.285833,0.812903,0.119553,0.687500,0.354167,-0.202979,0.084669,0.528248
3,human_motion_shift,cbf_safety_filter,0.515625,0.333333,0.854167,0.968750,0.246141,0.837187,0.834356,0.185587,0.854167,0.520833,0.020704,-0.202049,0.543110
3,human_motion_shift,conformal_uncertainty_shield,0.416667,0.348958,0.869792,0.989583,0.304013,0.882599,0.842424,0.238903,0.848958,0.520833,-0.116275,-0.246008,0.578967
3,human_motion_shift,counterfactual_boundary_learning_filter_v5,0.427083,0.427083,0.812500,0.927083,0.141055,0.238146,0.811321,0.067511,0.682292,0.390625,0.025912,0.127870,0.462017
3,human_motion_shift,geometric_projection_filter,0.307292,0.546875,0.864583,0.723958,0.148292,0.547521,0.738351,0.218969,0.901042,0.302083,-0.243571,-0.113574,0.603537
3,human_motion_shift,lagrangian_safe_rl,0.255208,0.703125,0.864583,0.692708,0.090265,0.266656,0.703297,0.188824,0.822917,0.192708,-0.320040,0.018984,0.599805
3,human_motion_shift,oracle_boundary_teacher,0.557292,0.140625,0.796875,1.000000,0.089192,0.165375,0.843373,0.029114,0.552083,0.656250,0.374925,0.233660,0.299041
3,human_motion_shift,recovery_policy_shield,0.531250,0.364583,0.848958,0.895833,0.177866,0.610885,0.814103,0.182124,0.822917,0.473958,0.086189,-0.090033,0.483739
3,human_motion_shift,robust_mpc_shield,0.520833,0.244792,0.880208,0.973958,0.233999,0.807656,0.844037,0.155056,0.875000,0.651042,0.092828,-0.217388,0.498805
3,human_motion_shift,safety_filter_distillation,0.291667,0.546875,0.843750,0.932292,0.130895,0.309187,0.827586,0.116840,0.713542,0.317708,-0.202844,0.055638,0.547730
3,human_motion_shift,shielded_behavior_cloning,0.213542,0.687500,0.833333,0.708333,0.105343,0.299240,0.717391,0.159190,0.854167,0.166667,-0.364471,0.025465,0.612562
3,human_motion_shift,unfiltered_policy,0.088542,0.885417,0.885417,0.000000,0.000000,0.000000,0.000000,0.555340,0.875000,0.000000,-0.531500,0.085521,0.665625
3,low_signal_high_risk_shift,action_clipping_filter,0.088542,0.619792,0.963542,0.989583,0.255414,0.824167,0.939227,0.221161,0.973958,0.354167,-0.601903,-0.362792,0.726299
3,low_signal_high_risk_shift,adversarial_safety_critic,0.057292,0.765625,0.958333,0.833333,0.138804,0.357042,0.879518,0.307859,0.932292,0.213542,-0.595251,-0.155547,0.675771
3,low_signal_high_risk_shift,boundary_learning_filter_v4,0.135417,0.692708,0.942708,0.989583,0.153114,0.335417,0.939227,0.140033,0.833333,0.265625,-0.466826,-0.100344,0.626794
3,low_signal_high_risk_shift,cbf_safety_filter,0.250000,0.348958,0.963542,1.000000,0.274847,0.910625,0.945055,0.239485,0.968750,0.614583,-0.286203,-0.383879,0.615214
3,low_signal_high_risk_shift,conformal_uncertainty_shield,0.281250,0.447917,0.953125,1.000000,0.335877,0.939687,0.945055,0.291259,0.953125,0.505208,-0.339062,-0.393441,0.650304
3,low_signal_high_risk_shift,counterfactual_boundary_learning_filter_v5,0.161458,0.546875,0.937500,0.994792,0.163216,0.269792,0.942149,0.131206,0.838542,0.395833,-0.336530,-0.068995,0.561262
3,low_signal_high_risk_shift,geometric_projection_filter,0.177083,0.567708,0.973958,0.875000,0.188830,0.697000,0.894118,0.287383,0.958333,0.406250,-0.432580,-0.305546,0.661479
3,low_signal_high_risk_shift,lagrangian_safe_rl,0.078125,0.739583,0.958333,0.901042,0.125322,0.367938,0.910145,0.243183,0.906250,0.223958,-0.556102,-0.148080,0.665352
3,low_signal_high_risk_shift,oracle_boundary_teacher,0.364583,0.270833,0.921875,1.000000,0.099219,0.174375,0.945055,0.055710,0.713542,0.651042,0.089174,0.046958,0.382134
3,low_signal_high_risk_shift,recovery_policy_shield,0.286458,0.427083,0.968750,0.963542,0.204685,0.692208,0.935574,0.173065,0.906250,0.541667,-0.229831,-0.276470,0.567283
3,low_signal_high_risk_shift,robust_mpc_shield,0.317708,0.348958,0.973958,1.000000,0.257960,0.871875,0.945055,0.198929,0.973958,0.625000,-0.202260,-0.376213,0.584783
3,low_signal_high_risk_shift,safety_filter_distillation,0.166667,0.593750,0.937500,0.989583,0.151105,0.345000,0.939227,0.161265,0.901042,0.354167,-0.374402,-0.115328,0.595666
3,low_signal_high_risk_shift,shielded_behavior_cloning,0.114583,0.703125,0.947917,0.911458,0.145263,0.407052,0.910663,0.206270,0.958333,0.265625,-0.509463,-0.169780,0.657477
3,low_signal_high_risk_shift,unfiltered_policy,0.015625,0.968750,0.937500,0.000000,0.000000,0.000000,0.000000,0.699301,0.953125,0.000000,-0.659350,0.005875,0.706875
3,nominal_safety,action_clipping_filter,0.270833,0.531250,0.833333,0.875000,0.206979,0.667844,0.719178,0.110745,0.817708,0.328125,-0.312763,-0.113050,0.634031
3,nominal_safety,adversarial_safety_critic,0.255208,0.619792,0.765625,0.458333,0.068092,0.182417,0.566038,0.232215,0.677083,0.145833,-0.243744,0.199564,0.555838
3,nominal_safety,boundary_learning_filter_v4,0.307292,0.562500,0.760417,0.697917,0.094857,0.221302,0.713178,0.101990,0.677083,0.239583,-0.167707,0.189271,0.526572
3,nominal_safety,cbf_safety_filter,0.593750,0.322917,0.833333,0.890625,0.218255,0.746125,0.738983,0.158343,0.807292,0.505208,0.134097,-0.126771,0.508204
3,nominal_safety,conformal_uncertainty_shield,0.489583,0.359375,0.781250,0.880208,0.252601,0.770443,0.778157,0.243979,0.859375,0.432292,-0.010411,-0.108686,0.545005
3,nominal_safety,counterfactual_boundary_learning_filter_v5,0.411458,0.453125,0.734375,0.776042,0.112062,0.196292,0.739927,0.069491,0.562500,0.317708,0.010060,0.261678,0.463234
3,nominal_safety,geometric_projection_filter,0.312500,0.567708,0.822917,0.567708,0.112484,0.411708,0.575107,0.217742,0.796875,0.255208,-0.213951,0.015034,0.586419
3,nominal_safety,lagrangian_safe_rl,0.296875,0.651042,0.770833,0.541667,0.067829,0.202563,0.578947,0.196799,0.739583,0.145833,-0.224918,0.167878,0.563075
3,nominal_safety,oracle_boundary_teacher,0.635417,0.104167,0.703125,0.947917,0.077172,0.153469,0.790850,0.063316,0.484375,0.614583,0.484406,0.357142,0.268157
3,nominal_safety,recovery_policy_shield,0.536458,0.359375,0.812500,0.786458,0.150611,0.527635,0.756364,0.133884,0.713542,0.427083,0.119306,0.015042,0.466134
3,nominal_safety,robust_mpc_shield,0.635417,0.223958,0.796875,0.932292,0.214295,0.749063,0.759076,0.101303,0.807292,0.572917,0.241590,-0.085672,0.458644
3,nominal_safety,safety_filter_distillation,0.390625,0.473958,0.744792,0.781250,0.104248,0.250875,0.700730,0.107299,0.697917,0.276042,-0.035383,0.189981,0.492811
3,nominal_safety,shielded_behavior_cloning,0.244792,0.656250,0.817708,0.526042,0.075080,0.218260,0.604444,0.176597,0.770833,0.140625,-0.287625,0.103021,0.581147
3,nominal_safety,unfiltered_policy,0.213542,0.828125,0.854167,0.000000,0.000000,0.000000,0.000000,0.466846,0.817708,0.000000,-0.366337,0.138292,0.622292
3,novel_obstacle_shift,action_clipping_filter,0.156250,0.536458,0.901042,0.942708,0.233837,0.754292,0.850153,0.173254,0.901042,0.364583,-0.459278,-0.244829,0.673822
3,novel_obstacle_shift,adversarial_safety_critic,0.208333,0.614583,0.838542,0.781250,0.121178,0.319000,0.770270,0.244857,0.807292,0.239583,-0.331370,0.026860,0.589492
3,novel_obstacle_shift,boundary_learning_filter_v4,0.182292,0.536458,0.833333,0.932292,0.134220,0.302240,0.830769,0.085840,0.786458,0.307292,-0.307760,0.044782,0.560037
