seed,split,method,task_success,deployed_violation,unshielded_violation,intervention_rate,intervention_severity,filter_dependence,boundary_f1,boundary_ece,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret
0,actuator_lag_shift,shielded_behavior_cloning,0.151042,0.750000,0.890625,0.765625,0.121215,0.326313,0.755102,0.187269,0.843750,0.171875,-0.478397,-0.044895,0.651168
0,actuator_lag_shift,unfiltered_policy,0.067708,0.906250,0.916667,0.000000,0.000000,0.000000,0.000000,0.602495,0.906250,0.000000,-0.566150,0.043812,0.676458
0,combined_safety_stress,action_clipping_filter,0.078125,0.588542,0.958333,0.973958,0.253194,0.809385,0.929972,0.224968,0.963542,0.364583,-0.589343,-0.347877,0.716210
0,combined_safety_stress,adversarial_safety_critic,0.093750,0.723958,0.942708,0.901042,0.150778,0.382708,0.892128,0.293353,0.906250,0.234375,-0.539897,-0.141710,0.660382
0,combined_safety_stress,boundary_learning_filter_v4,0.114583,0.682292,0.942708,0.979167,0.153850,0.330677,0.927374,0.134297,0.828125,0.276042,-0.481019,-0.097295,0.627191
0,combined_safety_stress,cbf_safety_filter,0.276042,0.390625,0.958333,0.994792,0.279595,0.902792,0.936288,0.210596,0.963542,0.567708,-0.285439,-0.376025,0.623254
0,combined_safety_stress,conformal_uncertainty_shield,0.281250,0.411458,0.979167,1.000000,0.332873,0.936656,0.939227,0.304606,0.979167,0.567708,-0.314578,-0.424437,0.637733
0,combined_safety_stress,counterfactual_boundary_learning_filter_v5,0.166667,0.562500,0.953125,0.989583,0.165652,0.267896,0.938889,0.118714,0.812500,0.401042,-0.341343,-0.076999,0.565432
0,combined_safety_stress,geometric_projection_filter,0.135417,0.593750,0.963542,0.901042,0.197760,0.711948,0.886297,0.270415,0.958333,0.375000,-0.497574,-0.303975,0.681547
0,combined_safety_stress,lagrangian_safe_rl,0.093750,0.734375,0.942708,0.916667,0.129053,0.370563,0.890173,0.243969,0.927083,0.223958,-0.538290,-0.139915,0.661547
0,combined_safety_stress,oracle_boundary_teacher,0.276042,0.239583,0.927083,1.000000,0.101929,0.173812,0.939227,0.026809,0.630208,0.687500,0.016854,0.065646,0.390263
0,combined_safety_stress,recovery_policy_shield,0.364583,0.375000,0.963542,0.994792,0.215527,0.710708,0.936288,0.137302,0.947917,0.588542,-0.123147,-0.289376,0.539163
0,combined_safety_stress,robust_mpc_shield,0.401042,0.401042,0.958333,0.994792,0.261735,0.864375,0.936288,0.179015,0.947917,0.557292,-0.148731,-0.350808,0.584562
0,combined_safety_stress,safety_filter_distillation,0.119792,0.645833,0.937500,0.989583,0.154286,0.343875,0.933333,0.143546,0.911458,0.291667,-0.456347,-0.121280,0.622145
0,combined_safety_stress,shielded_behavior_cloning,0.057292,0.781250,0.958333,0.932292,0.150197,0.413760,0.905444,0.219555,0.927083,0.197917,-0.620662,-0.177873,0.695628
0,combined_safety_stress,unfiltered_policy,0.000000,0.968750,0.958333,0.000000,0.000000,0.000000,0.000000,0.694817,0.958333,0.000000,-0.675475,-0.016833,0.710000
0,constraint_shift,action_clipping_filter,0.192708,0.520833,0.869792,0.921875,0.223240,0.720250,0.790997,0.098163,0.843750,0.375000,-0.401949,-0.180741,0.655538
0,constraint_shift,adversarial_safety_critic,0.135417,0.713542,0.776042,0.593750,0.091100,0.236500,0.629032,0.238346,0.750000,0.088542,-0.443962,0.137743,0.620428
0,constraint_shift,boundary_learning_filter_v4,0.260417,0.515625,0.859375,0.875000,0.123276,0.278906,0.781457,0.109777,0.697917,0.364583,-0.206177,0.058146,0.532975
0,constraint_shift,cbf_safety_filter,0.468750,0.265625,0.843750,0.947917,0.241914,0.813198,0.816456,0.146446,0.854167,0.578125,0.021066,-0.180882,0.527178
0,constraint_shift,conformal_uncertainty_shield,0.395833,0.270833,0.869792,0.984375,0.297679,0.869969,0.823529,0.224420,0.833333,0.598958,-0.084117,-0.233411,0.555478
0,constraint_shift,counterfactual_boundary_learning_filter_v5,0.260417,0.473958,0.807292,0.895833,0.133337,0.226771,0.764706,0.117829,0.635417,0.348958,-0.171181,0.147953,0.507597
0,constraint_shift,geometric_projection_filter,0.260417,0.505208,0.859375,0.802083,0.166775,0.596208,0.736111,0.166588,0.838542,0.369792,-0.280683,-0.110505,0.608748
0,constraint_shift,lagrangian_safe_rl,0.208333,0.614583,0.812500,0.703125,0.089998,0.270375,0.721190,0.179438,0.786458,0.197917,-0.313191,0.082607,0.581245
0,constraint_shift,oracle_boundary_teacher,0.536458,0.093750,0.744792,1.000000,0.087620,0.163688,0.822086,0.073010,0.479167,0.656250,0.383803,0.309624,0.287722
0,constraint_shift,recovery_policy_shield,0.453125,0.317708,0.817708,0.890625,0.175500,0.601250,0.793443,0.096658,0.765625,0.489583,0.037754,-0.037701,0.482782
0,constraint_shift,robust_mpc_shield,0.609375,0.203125,0.828125,0.973958,0.231686,0.797813,0.816199,0.106755,0.802083,0.630208,0.213131,-0.136304,0.466166
0,constraint_shift,safety_filter_distillation,0.302083,0.489583,0.812500,0.895833,0.123619,0.293250,0.784314,0.131370,0.750000,0.317708,-0.150655,0.085202,0.524091
0,constraint_shift,shielded_behavior_cloning,0.166667,0.671875,0.822917,0.744792,0.110036,0.310260,0.707581,0.140434,0.796875,0.192708,-0.406534,0.047713,0.619104
0,constraint_shift,unfiltered_policy,0.083333,0.843750,0.843750,0.000000,0.000000,0.000000,0.000000,0.533649,0.875000,0.000000,-0.510575,0.128417,0.653333
0,contact_mode_shift,action_clipping_filter,0.182292,0.562500,0.906250,0.932292,0.232177,0.741302,0.827160,0.144268,0.937500,0.364583,-0.445773,-0.256257,0.675090
0,contact_mode_shift,adversarial_safety_critic,0.135417,0.630208,0.869792,0.708333,0.109822,0.288292,0.725979,0.265031,0.828125,0.260417,-0.407086,0.000766,0.603346
0,contact_mode_shift,boundary_learning_filter_v4,0.192708,0.572917,0.859375,0.927083,0.133420,0.300964,0.835913,0.117938,0.765625,0.302083,-0.319538,0.024652,0.569323
0,contact_mode_shift,cbf_safety_filter,0.401042,0.333333,0.901042,0.963542,0.253784,0.839635,0.848485,0.167459,0.932292,0.562500,-0.100241,-0.277052,0.567696
0,contact_mode_shift,conformal_uncertainty_shield,0.421875,0.296875,0.833333,1.000000,0.309386,0.898766,0.860534,0.247435,0.911458,0.536458,-0.082797,-0.233445,0.564166
0,contact_mode_shift,counterfactual_boundary_learning_filter_v5,0.302083,0.432292,0.895833,0.984375,0.153092,0.255500,0.856287,0.069555,0.708333,0.468750,-0.113309,0.025392,0.492933
0,contact_mode_shift,geometric_projection_filter,0.244792,0.557292,0.932292,0.802083,0.166907,0.610302,0.782609,0.216569,0.895833,0.354167,-0.332528,-0.207716,0.630254
0,contact_mode_shift,lagrangian_safe_rl,0.166667,0.651042,0.880208,0.750000,0.099532,0.292688,0.761246,0.219034,0.854167,0.239583,-0.386402,-0.017379,0.605638
0,contact_mode_shift,oracle_boundary_teacher,0.515625,0.182292,0.833333,1.000000,0.091210,0.166781,0.860534,0.047039,0.619792,0.651042,0.304762,0.173814,0.321240
0,contact_mode_shift,recovery_policy_shield,0.447917,0.343750,0.880208,0.979167,0.195829,0.671396,0.852853,0.107188,0.848958,0.541667,-0.003902,-0.155557,0.504233
0,contact_mode_shift,robust_mpc_shield,0.546875,0.239583,0.901042,0.958333,0.236801,0.800625,0.851064,0.130838,0.890625,0.661458,0.123581,-0.240231,0.491591
0,contact_mode_shift,safety_filter_distillation,0.260417,0.468750,0.869792,0.968750,0.138919,0.324000,0.858006,0.091891,0.807292,0.395833,-0.191050,-0.003605,0.532202
0,contact_mode_shift,shielded_behavior_cloning,0.156250,0.677083,0.843750,0.822917,0.125319,0.349792,0.778878,0.180095,0.885417,0.213542,-0.432860,-0.017394,0.630349
0,contact_mode_shift,unfiltered_policy,0.046875,0.906250,0.895833,0.000000,0.000000,0.000000,0.000000,0.581352,0.875000,0.000000,-0.587650,0.073604,0.680625
0,human_motion_shift,action_clipping_filter,0.197917,0.578125,0.875000,0.921875,0.224211,0.737719,0.844720,0.149442,0.921875,0.328125,-0.436496,-0.217632,0.675101
0,human_motion_shift,adversarial_safety_critic,0.197917,0.630208,0.854167,0.661458,0.103240,0.271792,0.727941,0.261156,0.812500,0.223958,-0.337398,0.029605,0.587682
0,human_motion_shift,boundary_learning_filter_v4,0.223958,0.552083,0.828125,0.895833,0.128714,0.292214,0.839117,0.123920,0.692708,0.296875,-0.271036,0.083168,0.554509
0,human_motion_shift,cbf_safety_filter,0.458333,0.307292,0.880208,0.958333,0.244911,0.833271,0.838906,0.193200,0.895833,0.572917,-0.020848,-0.239241,0.545543
0,human_motion_shift,conformal_uncertainty_shield,0.427083,0.359375,0.890625,0.973958,0.301524,0.878052,0.861446,0.258789,0.869792,0.531250,-0.110476,-0.271077,0.579224
0,human_motion_shift,counterfactual_boundary_learning_filter_v5,0.338542,0.505208,0.843750,0.895833,0.137145,0.233771,0.839117,0.094317,0.718750,0.348958,-0.112775,0.083769,0.503497
0,human_motion_shift,geometric_projection_filter,0.218750,0.614583,0.875000,0.682292,0.137358,0.522323,0.739130,0.257619,0.890625,0.286458,-0.369507,-0.113517,0.637920
0,human_motion_shift,lagrangian_safe_rl,0.244792,0.671875,0.885417,0.635417,0.082879,0.250469,0.726592,0.231386,0.817708,0.192708,-0.305707,0.007827,0.588616
0,human_motion_shift,oracle_boundary_teacher,0.531250,0.156250,0.817708,0.994792,0.089005,0.166125,0.863095,0.066874,0.557292,0.666667,0.338092,0.210009,0.309306
0,human_motion_shift,recovery_policy_shield,0.473958,0.364583,0.864583,0.901042,0.179453,0.619365,0.830189,0.112997,0.817708,0.494792,0.024917,-0.108625,0.496500
0,human_motion_shift,robust_mpc_shield,0.619792,0.276042,0.906250,0.973958,0.233399,0.813281,0.855422,0.174546,0.885417,0.630208,0.174280,-0.247493,0.489581
0,human_motion_shift,safety_filter_distillation,0.312500,0.494792,0.864583,0.932292,0.130518,0.311437,0.839506,0.137345,0.796875,0.369792,-0.148808,0.011148,0.527099
0,human_motion_shift,shielded_behavior_cloning,0.192708,0.692708,0.864583,0.692708,0.103614,0.296365,0.733813,0.188269,0.833333,0.182292,-0.388186,0.001265,0.617739
0,human_motion_shift,unfiltered_policy,0.072917,0.927083,0.880208,0.000000,0.000000,0.000000,0.000000,0.598756,0.890625,0.000000,-0.573925,0.084396,0.682083
0,low_signal_high_risk_shift,action_clipping_filter,0.098958,0.614583,0.932292,0.984375,0.254912,0.811625,0.923513,0.195007,0.942708,0.333333,-0.585222,-0.317152,0.720954
0,low_signal_high_risk_shift,adversarial_safety_critic,0.135417,0.687500,0.932292,0.817708,0.134751,0.345354,0.847352,0.280535,0.901042,0.265625,-0.461815,-0.111035,0.633014
0,low_signal_high_risk_shift,boundary_learning_filter_v4,0.114583,0.656250,0.911458,0.994792,0.152959,0.332865,0.918310,0.123083,0.848958,0.270833,-0.464760,-0.072077,0.618960
0,low_signal_high_risk_shift,cbf_safety_filter,0.296875,0.359375,0.927083,1.000000,0.273795,0.898875,0.921348,0.211490,0.937500,0.567708,-0.241758,-0.332980,0.607573
0,low_signal_high_risk_shift,conformal_uncertainty_shield,0.260417,0.427083,0.932292,1.000000,0.335704,0.927562,0.921348,0.249849,0.953125,0.510417,-0.344947,-0.367934,0.646318
0,low_signal_high_risk_shift,counterfactual_boundary_learning_filter_v5,0.182292,0.510417,0.921875,0.984375,0.163183,0.263375,0.912181,0.100181,0.822917,0.416667,-0.290730,-0.044769,0.544653
0,low_signal_high_risk_shift,geometric_projection_filter,0.114583,0.588542,0.953125,0.885417,0.193201,0.692729,0.862275,0.229146,0.963542,0.375000,-0.510642,-0.287511,0.680920
0,low_signal_high_risk_shift,lagrangian_safe_rl,0.130208,0.651042,0.937500,0.911458,0.125276,0.365094,0.873156,0.230953,0.906250,0.296875,-0.445885,-0.122333,0.626253
0,low_signal_high_risk_shift,oracle_boundary_teacher,0.411458,0.171875,0.932292,1.000000,0.099203,0.172125,0.921348,0.022150,0.677083,0.760417,0.200464,0.052401,0.340820
0,low_signal_high_risk_shift,recovery_policy_shield,0.312500,0.401042,0.942708,0.984375,0.207537,0.696062,0.912181,0.161337,0.916667,0.541667,-0.188110,-0.254159,0.554718
0,low_signal_high_risk_shift,robust_mpc_shield,0.380208,0.333333,0.932292,1.000000,0.259381,0.860625,0.921348,0.151255,0.942708,0.598958,-0.126067,-0.319630,0.566189
0,low_signal_high_risk_shift,safety_filter_distillation,0.130208,0.630208,0.937500,0.989583,0.149641,0.340500,0.915254,0.149242,0.911458,0.322917,-0.433721,-0.118430,0.613820
0,low_signal_high_risk_shift,shielded_behavior_cloning,0.093750,0.734375,0.927083,0.932292,0.148817,0.409448,0.886297,0.171095,0.916667,0.229167,-0.552192,-0.139434,0.672571
0,low_signal_high_risk_shift,unfiltered_policy,0.015625,0.942708,0.953125,0.000000,0.000000,0.000000,0.000000,0.657420,0.968750,0.000000,-0.642912,-0.013604,0.698542
0,nominal_safety,action_clipping_filter,0.255208,0.531250,0.812500,0.869792,0.207233,0.664708,0.731707,0.142447,0.781250,0.302083,-0.328337,-0.080507,0.636825
0,nominal_safety,adversarial_safety_critic,0.260417,0.625000,0.796875,0.453125,0.067519,0.177375,0.531401,0.206341,0.687500,0.145833,-0.240487,0.167065,0.555755
0,nominal_safety,boundary_learning_filter_v4,0.375000,0.520833,0.744792,0.713542,0.096563,0.223490,0.692607,0.117104,0.630208,0.244792,-0.072460,0.220517,0.500267
0,nominal_safety,cbf_safety_filter,0.598958,0.296875,0.812500,0.880208,0.216658,0.734865,0.733564,0.130929,0.833333,0.515625,0.158614,-0.108420,0.497191
0,nominal_safety,conformal_uncertainty_shield,0.572917,0.286458,0.781250,0.848958,0.242306,0.735583,0.742049,0.232851,0.812500,0.484375,0.131531,-0.075966,0.498968
0,nominal_safety,counterfactual_boundary_learning_filter_v5,0.385417,0.484375,0.723958,0.750000,0.108425,0.189875,0.742424,0.092242,0.598958,0.281250,-0.034212,0.262680,0.477018
0,nominal_safety,geometric_projection_filter,0.348958,0.562500,0.802083,0.567708,0.112663,0.414271,0.602620,0.154782,0.812500,0.223958,-0.173601,0.031113,0.577800
0,nominal_safety,lagrangian_safe_rl,0.354167,0.578125,0.802083,0.526042,0.065723,0.193375,0.533937,0.152253,0.729167,0.203125,-0.117330,0.146975,0.526802
0,nominal_safety,oracle_boundary_teacher,0.651042,0.098958,0.718750,0.942708,0.076333,0.150562,0.750831,0.034729,0.421875,0.630208,0.504639,0.361964,0.262866
0,nominal_safety,recovery_policy_shield,0.588542,0.296875,0.807292,0.755208,0.144907,0.497573,0.694340,0.129973,0.651042,0.458333,0.220142,0.054054,0.431084
0,nominal_safety,robust_mpc_shield,0.682292,0.187500,0.812500,0.953125,0.217545,0.759375,0.745875,0.101494,0.734375,0.614583,0.309984,-0.081694,0.439425
0,nominal_safety,safety_filter_distillation,0.380208,0.484375,0.750000,0.723958,0.097149,0.230250,0.656371,0.128457,0.687500,0.255208,-0.046549,0.196228,0.494475
0,nominal_safety,shielded_behavior_cloning,0.265625,0.682292,0.796875,0.520833,0.073867,0.210115,0.536364,0.211453,0.760417,0.140625,-0.280589,0.129752,0.584118
0,nominal_safety,unfiltered_policy,0.208333,0.812500,0.755208,0.000000,0.000000,0.000000,0.000000,0.456958,0.843750,0.000000,-0.361850,0.229833,0.618333
0,novel_obstacle_shift,action_clipping_filter,0.223958,0.552083,0.901042,0.979167,0.241811,0.786990,0.869822,0.121295,0.916667,0.359375,-0.408081,-0.262078,0.670640
0,novel_obstacle_shift,adversarial_safety_critic,0.151042,0.645833,0.890625,0.723958,0.112370,0.301354,0.788927,0.272854,0.822917,0.234375,-0.404161,-0.023925,0.607248
0,novel_obstacle_shift,boundary_learning_filter_v4,0.187500,0.578125,0.895833,0.932292,0.131975,0.306615,0.869301,0.135919,0.791667,0.333333,-0.328908,-0.021649,0.572449
0,novel_obstacle_shift,cbf_safety_filter,0.447917,0.338542,0.921875,0.942708,0.242575,0.827396,0.851964,0.209193,0.885417,0.583333,-0.049478,-0.276402,0.556501
0,novel_obstacle_shift,conformal_uncertainty_shield,0.385417,0.348958,0.890625,0.989583,0.307780,0.897755,0.876471,0.267167,0.921875,0.541667,-0.152632,-0.295574,0.587714
0,novel_obstacle_shift,counterfactual_boundary_learning_filter_v5,0.322917,0.411458,0.859375,0.968750,0.148250,0.253313,0.863095,0.101425,0.734375,0.453125,-0.076825,0.056872,0.480966
0,novel_obstacle_shift,geometric_projection_filter,0.260417,0.494792,0.906250,0.781250,0.162233,0.599625,0.786667,0.245337,0.937500,0.416667,-0.273477,-0.187071,0.605007
0,novel_obstacle_shift,lagrangian_safe_rl,0.161458,0.640625,0.911458,0.734375,0.094652,0.290719,0.783505,0.220830,0.885417,0.281250,-0.383400,-0.056095,0.602232
0,novel_obstacle_shift,oracle_boundary_teacher,0.510417,0.177083,0.828125,1.000000,0.088995,0.168187,0.877193,0.035522,0.630208,0.651042,0.303034,0.175889,0.320385
0,novel_obstacle_shift,recovery_policy_shield,0.489583,0.312500,0.906250,0.942708,0.186814,0.651354,0.851964,0.164677,0.843750,0.593750,0.065419,-0.169163,0.481872
0,novel_obstacle_shift,robust_mpc_shield,0.588542,0.255208,0.921875,0.984375,0.238944,0.826875,0.867257,0.188031,0.906250,0.666667,0.150871,-0.275345,0.491793
0,novel_obstacle_shift,safety_filter_distillation,0.229167,0.541667,0.885417,0.947917,0.132946,0.319312,0.861446,0.136831,0.828125,0.354167,-0.266666,-0.025559,0.560148
0,novel_obstacle_shift,shielded_behavior_cloning,0.135417,0.713542,0.901042,0.791667,0.118148,0.339729,0.781457,0.171793,0.864583,0.229167,-0.473297,-0.064957,0.643684
0,novel_obstacle_shift,unfiltered_policy,0.036458,0.895833,0.921875,0.000000,0.000000,0.000000,0.000000,0.604168,0.921875,0.000000,-0.591825,0.033625,0.679375
1,actuator_lag_shift,action_clipping_filter,0.161458,0.635417,0.859375,0.968750,0.247193,0.774000,0.855422,0.171400,0.901042,0.265625,-0.524148,-0.216004,0.709216
1,actuator_lag_shift,adversarial_safety_critic,0.135417,0.661458,0.864583,0.776042,0.126797,0.316708,0.766102,0.250338,0.802083,0.223958,-0.437374,-0.000861,0.619812
1,actuator_lag_shift,boundary_learning_filter_v4,0.270833,0.526042,0.822917,0.927083,0.141964,0.301510,0.839506,0.084729,0.744792,0.322917,-0.211902,0.068534,0.540301
1,actuator_lag_shift,cbf_safety_filter,0.479167,0.286458,0.885417,0.984375,0.263220,0.859219,0.859701,0.201276,0.895833,0.593750,0.003345,-0.256385,0.541119
1,actuator_lag_shift,conformal_uncertainty_shield,0.416667,0.338542,0.890625,0.984375,0.306710,0.885125,0.853731,0.281901,0.880208,0.552083,-0.110982,-0.277331,0.576423
1,actuator_lag_shift,counterfactual_boundary_learning_filter_v5,0.322917,0.458333,0.864583,0.942708,0.152057,0.245146,0.844037,0.085846,0.677083,0.416667,-0.105885,0.069553,0.495671
1,actuator_lag_shift,geometric_projection_filter,0.213542,0.640625,0.906250,0.677083,0.145064,0.514208,0.710145,0.273161,0.932292,0.270833,-0.391928,-0.156793,0.647708
1,actuator_lag_shift,lagrangian_safe_rl,0.182292,0.708333,0.880208,0.729167,0.101892,0.284594,0.748252,0.195945,0.822917,0.218750,-0.405508,-0.007062,0.620300
1,actuator_lag_shift,oracle_boundary_teacher,0.520833,0.213542,0.828125,1.000000,0.098198,0.167062,0.863905,0.099585,0.552083,0.614583,0.288338,0.196954,0.331490
1,actuator_lag_shift,recovery_policy_shield,0.416667,0.463542,0.890625,0.921875,0.192781,0.634781,0.842105,0.126256,0.807292,0.416667,-0.103591,-0.144074,0.543874
1,actuator_lag_shift,robust_mpc_shield,0.437500,0.307292,0.880208,0.973958,0.243719,0.811875,0.846847,0.147426,0.869792,0.572917,-0.036270,-0.222944,0.537728
1,actuator_lag_shift,safety_filter_distillation,0.244792,0.552083,0.864583,0.973958,0.146125,0.324750,0.846847,0.113928,0.760417,0.328125,-0.262005,0.010989,0.563381
1,actuator_lag_shift,shielded_behavior_cloning,0.156250,0.713542,0.875000,0.739583,0.116615,0.318646,0.777778,0.173339,0.843750,0.192708,-0.447154,-0.024313,0.636711
1,actuator_lag_shift,unfiltered_policy,0.052083,0.895833,0.895833,0.000000,0.000000,0.000000,0.000000,0.562797,0.942708,0.000000,-0.575700,0.053729,0.676250
1,combined_safety_stress,action_clipping_filter,0.083333,0.656250,0.973958,0.979167,0.251203,0.811177,0.926966,0.208840,0.973958,0.322917,-0.626487,-0.368943,0.736691
1,combined_safety_stress,adversarial_safety_critic,0.114583,0.666667,0.947917,0.869792,0.145431,0.368271,0.871642,0.291923,0.906250,0.276042,-0.477814,-0.138383,0.635187
1,combined_safety_stress,boundary_learning_filter_v4,0.109375,0.583333,0.932292,0.989583,0.155023,0.333229,0.927374,0.133143,0.864583,0.348958,-0.424779,-0.095909,0.597083
1,combined_safety_stress,cbf_safety_filter,0.359375,0.369792,0.932292,0.989583,0.276613,0.894958,0.927374,0.215388,0.937500,0.562500,-0.183867,-0.336412,0.598444
1,combined_safety_stress,conformal_uncertainty_shield,0.213542,0.390625,0.953125,1.000000,0.336545,0.933625,0.933333,0.277691,0.968750,0.562500,-0.371760,-0.395587,0.644905
1,combined_safety_stress,counterfactual_boundary_learning_filter_v5,0.197917,0.526042,0.916667,0.994792,0.165473,0.268479,0.935933,0.111002,0.833333,0.401042,-0.286145,-0.045175,0.547553
1,combined_safety_stress,geometric_projection_filter,0.098958,0.609375,0.953125,0.854167,0.189596,0.673510,0.861446,0.248353,0.958333,0.348958,-0.535047,-0.279257,0.687757
1,combined_safety_stress,lagrangian_safe_rl,0.119792,0.713542,0.968750,0.880208,0.122620,0.355250,0.872404,0.256966,0.906250,0.265625,-0.493357,-0.151702,0.646677
1,combined_safety_stress,oracle_boundary_teacher,0.375000,0.260417,0.947917,1.000000,0.101619,0.173250,0.933333,0.056819,0.640625,0.687500,0.106030,0.043266,0.377015
1,combined_safety_stress,recovery_policy_shield,0.312500,0.421875,0.953125,0.979167,0.209264,0.696833,0.921348,0.165558,0.911458,0.536458,-0.201912,-0.264300,0.561787
1,combined_safety_stress,robust_mpc_shield,0.390625,0.359375,0.947917,1.000000,0.262379,0.866250,0.933333,0.160986,0.958333,0.588542,-0.133741,-0.343198,0.573653
1,combined_safety_stress,safety_filter_distillation,0.140625,0.640625,0.937500,1.000000,0.155372,0.346500,0.933333,0.148079,0.906250,0.307292,-0.432396,-0.120299,0.616822
1,combined_safety_stress,shielded_behavior_cloning,0.078125,0.703125,0.953125,0.937500,0.150829,0.415437,0.908046,0.183826,0.916667,0.260417,-0.550366,-0.167355,0.666777
1,combined_safety_stress,unfiltered_policy,0.010417,0.973958,0.953125,0.000000,0.000000,0.000000,0.000000,0.682132,0.963542,0.000000,-0.668012,-0.013146,0.709583
1,constraint_shift,action_clipping_filter,0.177083,0.609375,0.864583,0.927083,0.226749,0.740854,0.836923,0.154162,0.927083,0.265625,-0.479079,-0.211832,0.690101
1,constraint_shift,adversarial_safety_critic,0.177083,0.640625,0.875000,0.578125,0.088932,0.236500,0.658915,0.301146,0.817708,0.239583,-0.354311,0.022068,0.588371
1,constraint_shift,boundary_learning_filter_v4,0.213542,0.578125,0.854167,0.890625,0.125617,0.290938,0.836478,0.136855,0.718750,0.286458,-0.297074,0.049348,0.564215
1,constraint_shift,cbf_safety_filter,0.421875,0.348958,0.880208,0.942708,0.238240,0.824458,0.847561,0.236087,0.880208,0.541667,-0.081091,-0.232105,0.563910
1,constraint_shift,conformal_uncertainty_shield,0.427083,0.322917,0.864583,0.979167,0.295889,0.884620,0.865672,0.294051,0.890625,0.536458,-0.087144,-0.251381,0.567331
1,constraint_shift,counterfactual_boundary_learning_filter_v5,0.354167,0.432292,0.843750,0.911458,0.136765,0.236833,0.826087,0.130153,0.682292,0.416667,-0.051125,0.096319,0.477338
1,constraint_shift,geometric_projection_filter,0.171875,0.677083,0.875000,0.713542,0.146797,0.545385,0.746479,0.229003,0.895833,0.218750,-0.464652,-0.128234,0.671761
1,constraint_shift,lagrangian_safe_rl,0.182292,0.682292,0.869792,0.630208,0.081157,0.246313,0.694030,0.226911,0.781250,0.203125,-0.375457,0.034652,0.603641
1,constraint_shift,oracle_boundary_teacher,0.531250,0.151042,0.807292,1.000000,0.088216,0.167344,0.867257,0.025384,0.598958,0.656250,0.341365,0.207807,0.307644
1,constraint_shift,recovery_policy_shield,0.427083,0.411458,0.864583,0.895833,0.174715,0.618979,0.840125,0.167446,0.812500,0.442708,-0.051601,-0.108422,0.519976
1,constraint_shift,robust_mpc_shield,0.510417,0.296875,0.890625,0.968750,0.229862,0.814219,0.870871,0.183183,0.880208,0.604167,0.049090,-0.232799,0.517598
1,constraint_shift,safety_filter_distillation,0.255208,0.552083,0.864583,0.916667,0.126027,0.309187,0.860681,0.153447,0.744792,0.317708,-0.242351,0.025497,0.555812
1,constraint_shift,shielded_behavior_cloning,0.171875,0.703125,0.864583,0.760417,0.112417,0.325354,0.764505,0.188267,0.822917,0.208333,-0.424578,-0.008598,0.630303
1,constraint_shift,unfiltered_policy,0.052083,0.885417,0.895833,0.000000,0.000000,0.000000,0.000000,0.596705,0.937500,0.000000,-0.569125,0.055625,0.672917
1,contact_mode_shift,action_clipping_filter,0.130208,0.619792,0.895833,0.947917,0.234873,0.782958,0.913295,0.222575,0.927083,0.312500,-0.544762,-0.261203,0.709324
