method,split,task,seed,episode,stress_level,task_success,deployment_violation,intervention_rate,control_distortion,recovery_success,unshielded_violation,unshielded_success,filter_dependence,transfer_violation,oracle_regret,unsafe_boundary,boundary_pred,nominal_risk,predicted_risk,learned_boundary
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,16,0.00,0,1,0,0.0,0,0,1,0,0,1.569676260622796,0,0,0.447533942470838,0.4371065340845597,0.09663155682691908
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,17,0.00,0,0,0,0.0,0,0,1,0,0,0.7691761318591939,0,0,0.3537363688346384,0.2484150787863933,0.0984784391852865
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,18,0.00,0,1,0,0.0,0,0,1,0,0,1.5699615189034795,0,0,0.4412572962179897,0.4994741723044241,0.10077317936678455
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,19,0.00,1,0,0,0.0,1,0,0,0,0,0.04381461818786703,1,0,0.49173920960894474,0.5249460482016907,0.10366355549597134
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,20,0.00,1,0,0,0.0,1,1,0,0,0,0.17318607002649744,0,0,0.4375202267406012,0.3934750017748747,0.10610453445427954
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,21,0.00,1,0,1,0.2585412776953315,1,0,1,1,0,0.29179837178107426,1,0,0.5177130321036711,0.5426205049006027,0.10871960080433343
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,22,0.00,1,0,0,0.0,1,0,1,0,0,0.05087045168933535,0,0,0.29717927675953687,0.3187893914405929,0.10940247798323308
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,23,0.00,0,1,0,0.0,1,1,0,0,0,1.690483351306085,0,0,0.3425313842792451,0.3889888881233661,0.11248177078453729
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,24,0.00,1,0,0,0.0,1,0,1,0,0,0.04992828672060323,0,0,0.44518926473262543,0.39074382628914633,0.11534038379607138
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,25,0.00,1,0,0,0.0,0,0,1,0,0,0.046465842164596816,0,0,0.38621959522109306,0.4110768251692901,0.11647530432946764
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,26,0.00,0,1,0,0.0,0,1,0,0,1,1.686727630103611,0,0,0.3716582970748082,0.2597061426957359,0.11703389741993164
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,27,0.00,1,0,0,0.0,0,1,0,0,0,0.17228824759386696,0,0,0.40852279220018684,0.3959821994393456,0.11792014108551274
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,28,0.00,1,0,0,0.0,0,0,0,0,0,0.042323056783745594,0,0,0.5002941444541795,0.4885941820306827,0.12097185209028569
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,29,0.00,1,0,0,0.0,1,1,0,0,0,0.17020646925017835,0,0,0.3288129596289609,0.1980980189506002,0.12247398010581168
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,30,0.00,1,0,0,0.0,1,0,1,0,0,0.04323640663856365,0,0,0.42419974997754706,0.40911261848239616,0.11943148437624224
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,31,0.00,0,1,0,0.0,1,0,1,0,0,1.5641972542679463,0,0,0.48558734951895677,0.5205430618052879,0.1236767941145743
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,32,0.00,1,0,0,0.0,1,0,1,0,0,0.04900450988444005,0,0,0.2785580634885061,0.37499502799130857,0.12461346430920818
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,33,0.00,1,0,0,0.0,1,0,0,0,0,0.04830878298844521,0,0,0.47735153754464643,0.4878377925155877,0.1256838100204837
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,34,0.00,1,0,0,0.0,0,1,0,0,1,0.1731709128720852,0,0,0.34452575284722536,0.33143575878631765,0.12642919089524704
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,35,0.00,1,0,0,0.0,0,0,1,0,0,0.045396184310409815,0,0,0.410829673590483,0.37774577820524324,0.1267904664929306
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,36,0.00,1,0,0,0.0,1,1,0,0,0,0.17540403916993175,0,0,0.38567237637039364,0.36608213198658784,0.12632579257183793
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,37,0.00,1,0,0,0.0,1,0,1,0,0,0.045991864284989026,0,0,0.33842418576097477,0.34934422886803496,0.1267652237334228
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,38,0.00,0,1,0,0.0,1,0,1,0,0,1.570504585768128,0,0,0.4014326280221127,0.414318075007573,0.12890856369514794
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,39,0.00,1,0,0,0.0,1,0,1,0,0,0.0518387394455474,0,0,0.37817897120927746,0.33183258680996897,0.13055367137197854
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,40,0.00,0,1,0,0.0,0,0,1,0,0,1.56685839132244,0,0,0.43847586667764593,0.3379999322187209,0.12907732309184317
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,41,0.00,1,0,0,0.0,0,0,1,0,0,0.04913690247605984,0,0,0.3770077907984069,0.4314423439720046,0.12887654327680648
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,42,0.00,0,0,0,0.0,1,1,0,0,0,0.8920676591957439,0,0,0.3470809582785264,0.40718162304098937,0.13176119298162942
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,0,43,0.00,0,1,0,0.0,1,0,1,0,1,1.5698771911328624,0,0,0.3480771283689775,0.3038008784657531,0.13287721852223885
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,0,0.00,1,0,0,0.0,1,1,0,0,0,0.16791408782890083,0,0,0.45964099940654757,0.4105201110699856,0.0
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,1,0.00,0,1,0,0.0,1,0,1,0,0,1.5696504851578168,0,0,0.4834375599594588,0.4933926718955706,0.009916119965144741
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,2,0.00,0,1,0,0.0,0,0,0,0,0,1.5676655122948695,0,0,0.40753559296221864,0.3665097463020569,0.018906015220637184
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,3,0.00,1,0,0,0.0,0,1,0,0,0,0.17087546825395217,0,0,0.43420103272325034,0.4595829981779014,0.027383563979125877
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,4,0.00,1,0,0,0.0,0,1,0,0,0,0.16558220177949323,0,0,0.3603285901372777,0.3124228654106897,0.03504538396949527
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,5,0.00,1,0,0,0.0,0,0,1,0,0,0.04493535628718104,0,0,0.3256823929005787,0.297176430443816,0.042773254758145314
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,6,0.00,1,0,0,0.0,1,0,1,0,0,0.04899059129520644,0,0,0.36232277667093793,0.2225003446479864,0.04893638404303551
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,7,0.00,0,1,0,0.0,1,0,0,0,0,1.5686036467914013,0,0,0.349151894183274,0.30112864091557173,0.05532807434074757
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,8,0.00,1,0,0,0.0,1,1,0,0,0,0.16767786022351738,0,0,0.36983215297239325,0.27655355613804,0.061286384249854296
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,9,0.00,1,0,0,0.0,1,0,1,0,0,0.04434204876450176,0,0,0.4064536690838353,0.21776975066213808,0.06717056800603556
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,10,0.00,0,1,0,0.0,1,0,0,0,0,1.5657462971066152,0,0,0.5310651511251576,0.4069614007482794,0.07136396863771154
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,11,0.00,1,0,0,0.0,0,0,1,0,1,0.047652953774625195,0,0,0.4544183923784641,0.4029570529370951,0.07686849380337932
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,12,0.00,1,0,0,0.0,0,0,0,0,0,0.04954100764234037,0,0,0.37861216951944626,0.35781306355643594,0.08138190009214158
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,13,0.00,0,1,0,0.0,1,0,1,0,0,1.5687138065155346,0,0,0.42041256183463555,0.31726463698277013,0.08490237561397317
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,14,0.00,1,0,0,0.0,0,0,1,0,0,0.045108187415894396,0,0,0.40906946291310664,0.3211680619369416,0.08910770329729711
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,15,0.00,1,0,0,0.0,1,1,0,0,1,0.1734849631591343,0,0,0.4500652910428903,0.4179470392622325,0.09241670137382563
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,16,0.00,0,1,0,0.0,1,1,0,0,0,1.68403218757603,0,0,0.418848226764738,0.46133039108550156,0.09500388365066181
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,17,0.00,0,1,0,0.0,1,0,0,0,0,1.5659690906019381,0,0,0.5207458222911971,0.4453837594055424,0.09732874127631319
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,18,0.00,0,1,0,0.0,1,1,0,0,0,1.6898787712962722,0,0,0.4752915096339639,0.529663047591537,0.09994666783207379
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,19,0.00,1,0,0,0.0,1,0,1,0,0,0.04442880715766606,0,0,0.45654845439126485,0.42083078860893897,0.1037888540800786
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,20,0.00,1,0,0,0.0,1,0,1,0,0,0.04752608317118634,0,0,0.29872750532329306,0.2086010442386237,0.10714190283147303
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,21,0.00,0,1,0,0.0,1,1,0,0,0,1.6971150681902354,0,0,0.4362252441554707,0.34141816567387917,0.10765708156153483
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,22,0.00,1,0,0,0.0,1,0,1,0,1,0.04991607207777804,0,0,0.41684814417990007,0.3305433958730998,0.11113541178850524
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,23,0.00,1,0,0,0.0,0,1,0,0,0,0.1719659314261448,0,0,0.381754481194708,0.3528000140951794,0.11324498661523648
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,24,0.00,0,0,1,0.2597513895966517,1,1,0,1,1,1.121762675099002,0,0,0.5161882300448931,0.5448207083575486,0.1141019572089128
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,25,0.00,0,1,0,0.0,0,0,1,0,0,1.5637603890861018,0,0,0.3520655181792888,0.2684399922151169,0.11570295836770157
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,26,0.00,0,1,0,0.0,1,0,0,0,0,1.5694981669827022,0,0,0.5299852658541115,0.4964138436976848,0.1173876646931098
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,27,0.00,0,1,0,0.0,1,0,1,0,0,1.56978749804129,0,0,0.43681593965030824,0.39082014086932526,0.11875198933613154
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,28,0.00,1,0,0,0.0,0,0,1,0,0,0.05119230092831073,0,0,0.42101894171485255,0.39699357959524706,0.11902550921011232
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,29,0.00,1,0,0,0.0,1,0,1,0,0,0.05073853859365851,0,0,0.40845972273918935,0.38548597240481597,0.12156449381037512
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,30,0.00,0,1,0,0.0,0,0,1,0,0,1.5718137749779484,0,0,0.3412157515614874,0.28626079485636863,0.12211020722740629
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,31,0.00,0,0,0,0.0,0,0,1,0,1,0.7710265818753972,0,0,0.3475180765513155,0.28430050076866187,0.12343914150841612
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,32,0.00,1,0,0,0.0,1,0,1,0,0,0.04658108611588596,0,0,0.440690062554927,0.25948884342002937,0.12447703769706708
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,33,0.00,1,0,0,0.0,0,0,1,0,0,0.053270174193599806,0,0,0.35030002918373426,0.29401974714281404,0.1258218482686973
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,34,0.00,0,0,1,0.2687371210087056,1,0,1,1,0,1.0076600132014248,0,0,0.5541030794001148,0.5611584018340102,0.1254894940106914
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,35,0.00,1,0,0,0.0,1,0,1,0,0,0.055801669654710784,0,0,0.3333814910275419,0.29689961415070565,0.12681552376787425
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,36,0.00,1,0,0,0.0,0,0,1,0,0,0.04838993663463598,0,0,0.3086027133923317,0.32742813390383285,0.12738905529405156
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,37,0.00,0,0,0,0.0,1,1,0,0,0,0.8911769889091907,0,0,0.3463437517319576,0.3110160341675008,0.12795336624207257
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,38,0.00,1,0,0,0.0,1,0,0,0,0,0.05057721485031352,0,0,0.33402407291282077,0.3661638355943146,0.12807073077347575
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,39,0.00,0,1,0,0.0,1,1,0,0,1,1.6871107054117545,0,0,0.4743057886525899,0.4250630300729552,0.13035767537412854
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,40,0.00,1,0,0,0.0,0,0,1,0,1,0.04285156173993432,1,0,0.44740045186396055,0.3512714103977536,0.13041873763347173
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,41,0.00,1,0,0,0.0,1,0,1,0,0,0.04658948022720333,0,0,0.2744297408441607,0.18151501432569894,0.131224758851231
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,42,0.00,1,0,0,0.0,1,0,0,0,0,0.05028180855937325,0,0,0.43303759842633727,0.3908875278494359,0.1304433217132007
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,1,43,0.00,0,1,0,0.0,1,0,0,0,0,1.570235942842588,0,0,0.38881134386988064,0.2827477941611882,0.13215783095426023
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,0,0.00,0,0,0,0.0,0,0,0,0,1,0.7657433654221039,0,0,0.5069103694284163,0.39960756277305853,0.0
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,1,0.00,1,0,0,0.0,1,0,1,0,0,0.0524497940141867,0,0,0.3982496950853688,0.3278255378533462,0.009751030904077935
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,2,0.00,1,0,0,0.0,1,0,1,0,0,0.052823106606454395,0,0,0.37214859277183526,0.3278374317611122,0.01886744953088322
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,3,0.00,1,0,0,0.0,1,0,1,0,1,0.04840352825819216,0,0,0.45384053250507644,0.4506596494035263,0.027326182931408594
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,4,0.00,0,1,0,0.0,0,0,1,0,0,1.5656043963539545,0,0,0.47848692040416535,0.3360867252681605,0.03511103754735075
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,5,0.00,1,0,0,0.0,1,0,1,0,0,0.04611758692164558,0,0,0.5301308649151122,0.44767757112708456,0.0425996748795823
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,6,0.00,0,1,0,0.0,1,0,0,0,0,1.5692602375711169,0,0,0.5084931236536436,0.5060876262763028,0.04933221629686894
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,7,0.00,1,0,1,0.3055137294376837,1,0,1,1,0,0.3078561689933921,0,0,0.6013320602446993,0.6280249626139703,0.05531300728551514
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,8,0.00,0,1,0,0.0,0,0,0,0,0,1.5770251119373455,0,0,0.3562650308877751,0.23629963902808468,0.06107022844424521
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,9,0.00,1,0,0,0.0,0,0,1,0,0,0.05120535488860878,0,0,0.5054668934236417,0.4508827940352394,0.06734380544127769
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,10,0.00,1,0,0,0.0,0,1,0,0,0,0.17243425627800302,0,0,0.4137780881546714,0.43273721016426897,0.07153788957471924
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,11,0.00,1,0,0,0.0,1,0,1,0,0,0.052320617147381565,0,0,0.336793833674997,0.2888613609895737,0.0763690890563088
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,12,0.00,1,0,0,0.0,1,1,0,0,0,0.16661004491988418,0,0,0.41224413348599176,0.4895835933839298,0.0810453857018121
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,13,0.00,0,1,0,0.0,1,0,1,0,0,1.5741446050537278,0,0,0.4228792432893026,0.3308718904921088,0.08506762354057383
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,14,0.00,1,0,0,0.0,1,0,0,0,0,0.04819448447916119,0,0,0.43947758500446393,0.4007871958020273,0.08923287189815499
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,15,0.00,0,0,1,0.25686139736663954,0,0,0,1,1,1.0099384584336144,0,0,0.515922141206837,0.5395661770302538,0.09307932849909634
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,16,0.00,1,0,0,0.0,0,0,0,0,0,0.04730540966456542,0,0,0.28454926391753793,0.2488214395234585,0.09549155753772268
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,17,0.00,0,1,0,0.0,1,0,1,0,0,1.5706322403059927,0,0,0.3621264467645087,0.36665092872802935,0.09807476044555598
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,18,0.00,1,0,0,0.0,1,0,0,0,0,0.061931147105177775,0,0,0.45662003350233543,0.5051291237199064,0.10055557333166569
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,19,0.00,1,0,0,0.0,0,0,0,0,1,0.04601305232422792,0,0,0.38635444136877406,0.32864357245313364,0.10309616147403933
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,20,0.00,1,0,0,0.0,1,0,0,0,0,0.04781882284263639,0,0,0.3785212660143393,0.27353852384350147,0.10632128414613724
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,21,0.00,1,0,0,0.0,1,0,0,0,0,0.04017532610994967,0,0,0.38193583781632884,0.32691126845849316,0.10837085847898748
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,22,0.00,1,0,0,0.0,1,0,1,0,0,0.05017760292492335,0,0,0.3690964110493788,0.46975172426371337,0.10990988996951238
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,23,0.00,1,0,0,0.0,1,0,1,0,0,0.04298567635308603,1,0,0.48851500910805556,0.40662822371013874,0.11363117649042552
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,24,0.00,0,1,0,0.0,1,0,1,0,0,1.567804237679902,0,0,0.36627941723649704,0.36520429965870976,0.11449244896074214
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,25,0.00,0,1,0,0.0,0,1,0,0,1,1.6829481605836367,0,0,0.48855712585337363,0.48427991791579506,0.11447381835995926
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,26,0.00,0,1,0,0.0,0,0,1,0,1,1.5666537486401113,0,0,0.5153798120726127,0.48617502940370805,0.11755140554458429
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,27,0.00,0,0,0,0.0,0,0,1,0,0,0.7701220744904012,0,0,0.437339924014859,0.3703643248034382,0.11879144502437576
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,28,0.00,1,0,0,0.0,1,1,0,0,0,0.16791649985482293,0,0,0.4039084619950308,0.3082751903083729,0.11991558475306177
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,29,0.00,0,1,0,0.0,0,1,0,0,0,1.681842751665835,0,0,0.3672175356291492,0.16389396114938695,0.11994159781287297
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,30,0.00,0,1,0,0.0,1,1,0,0,1,1.6869676935071016,0,0,0.4930311001245362,0.5114970415482248,0.12156896904379481
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,31,0.00,0,0,0,0.0,0,0,1,0,0,0.763856381039546,0,0,0.4782899938742625,0.47586366731508817,0.12268043225344044
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,32,0.00,0,1,0,0.0,1,0,0,0,1,1.5587388712680985,0,0,0.5553230986923147,0.5282550727088675,0.12513321927062748
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,33,0.00,0,1,0,0.0,0,0,1,0,1,1.5689498547461223,0,0,0.46214267677536636,0.4607606874804627,0.12561634603799485
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,34,0.00,1,0,0,0.0,1,0,1,0,1,0.050756063156807474,0,0,0.31286653171929496,0.23030887614790463,0.1261565702563933
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,35,0.00,0,1,0,0.0,1,0,0,0,0,1.5684982206582563,0,0,0.38548043468385707,0.38142545407663325,0.12596763005780168
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,36,0.00,0,1,0,0.0,1,0,1,0,1,1.5638321398813277,0,0,0.479719131291134,0.48500534701687514,0.12745713389962923
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,37,0.00,0,1,0,0.0,1,0,0,0,0,1.571987088503309,0,0,0.426398090268844,0.3832431830982165,0.12810916808371067
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,38,0.00,0,1,0,0.0,1,1,0,0,0,1.6957077943533114,0,0,0.311561832916663,0.2705594201572961,0.12859649761465863
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,39,0.00,0,0,0,0.0,0,0,0,0,1,0.7720912213463035,0,0,0.34686930684608336,0.3194256132829419,0.1298421843989501
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,40,0.00,1,0,0,0.0,1,0,1,0,0,0.04863253586625116,0,0,0.35849627542429985,0.2647495508300688,0.13214156709075117
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,41,0.00,0,0,0,0.0,1,0,1,0,1,0.7692261425487249,0,0,0.35924963745986116,0.3704971760474998,0.1303136875706865
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,42,0.00,0,1,0,0.0,1,0,1,0,0,1.5738930807084768,0,0,0.4242719459083845,0.38080905680115856,0.13044685823459815
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,2,43,0.00,1,0,0,0.0,1,0,0,0,0,0.04626438143029876,0,0,0.40271696906209276,0.31976541533343084,0.1319362314859584
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,0,0.00,1,0,1,0.28505295088682053,0,0,0,1,0,0.2911817118831884,0,0,0.5138481638294701,0.5908235470669464,0.0
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,1,0.00,0,1,0,0.0,0,0,1,0,1,1.5710990473034856,0,0,0.5069969575820604,0.3884894057012326,0.009852643721547047
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,2,0.00,1,0,0,0.0,0,1,0,0,0,0.16211743357041986,0,0,0.5056786401078305,0.41448016107407926,0.019043624724791593
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,3,0.00,1,0,0,0.0,0,0,1,0,1,0.04644162115543571,0,0,0.36582205273275364,0.4032276308924461,0.027155949172712926
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,4,0.00,0,0,1,0.2565037674851627,1,1,0,1,0,1.1255702819502522,0,0,0.5958493722805382,0.538915940882114,0.03528991774404763
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,5,0.00,0,1,0,0.0,0,0,1,0,0,1.5662945218419122,0,0,0.4714281432783763,0.5057295452748085,0.042376470874853536
cbf_safety_filter,combined_safety_stress,narrow_corridor_navigation,3,6,0.00,1,0,0,0.0,1,0,1,0,0,0.05524247155816697,0,0,0.47059657548070616,0.4623672584051148,0.049582018951392595
