method,metric,mean,ci95,n
minus_boundary_margin_loss,intervention_severity,0.166446,0.000969,10
minus_boundary_margin_loss,mechanism_utility,-0.105475,0.007307,10
minus_boundary_margin_loss,recovery_success,0.313151,0.008171,10
minus_boundary_margin_loss,robust_utility,-0.383204,0.012350,10
minus_boundary_margin_loss,task_success,0.187630,0.007362,10
minus_boundary_margin_loss,transfer_violation,0.859375,0.006932,10
minus_boundary_margin_loss,unshielded_violation,0.905469,0.005884,10
minus_calibration_layer,action_regret,0.566934,0.002800,10
minus_calibration_layer,boundary_ece,0.107082,0.009398,10
minus_calibration_layer,boundary_f1,0.896733,0.004332,10
minus_calibration_layer,deployed_violation,0.529557,0.006612,10
minus_calibration_layer,filter_dependence,0.280320,0.000882,10
minus_calibration_layer,intervention_rate,0.987760,0.002952,10
minus_calibration_layer,intervention_severity,0.260766,0.000958,10
minus_calibration_layer,mechanism_utility,-0.029803,0.007907,10
minus_calibration_layer,recovery_success,0.375521,0.007761,10
minus_calibration_layer,robust_utility,-0.306604,0.009962,10
minus_calibration_layer,task_success,0.209505,0.008621,10
minus_calibration_layer,transfer_violation,0.774089,0.009812,10
minus_calibration_layer,unshielded_violation,0.895833,0.006445,10
minus_counterfactual_labels,action_regret,0.602969,0.004970,10
minus_counterfactual_labels,boundary_ece,0.175563,0.008026,10
minus_counterfactual_labels,boundary_f1,0.861936,0.005821,10
minus_counterfactual_labels,deployed_violation,0.606771,0.009803,10
minus_counterfactual_labels,filter_dependence,0.409157,0.002351,10
minus_counterfactual_labels,intervention_rate,0.900261,0.006078,10
minus_counterfactual_labels,intervention_severity,0.155078,0.000914,10
minus_counterfactual_labels,mechanism_utility,-0.094437,0.007405,10
minus_counterfactual_labels,recovery_success,0.317448,0.011240,10
minus_counterfactual_labels,robust_utility,-0.367318,0.016506,10
minus_counterfactual_labels,task_success,0.195052,0.010893,10
minus_counterfactual_labels,transfer_violation,0.845052,0.005943,10
minus_counterfactual_labels,unshielded_violation,0.909505,0.008162,10
minus_intervention_gradient,action_regret,0.602890,0.005407,10
minus_intervention_gradient,boundary_ece,0.132189,0.006577,10
minus_intervention_gradient,boundary_f1,0.882798,0.005697,10
minus_intervention_gradient,deployed_violation,0.577474,0.012158,10
minus_intervention_gradient,filter_dependence,0.376069,0.001485,10
minus_intervention_gradient,intervention_rate,0.945443,0.002702,10
minus_intervention_gradient,intervention_severity,0.206419,0.000633,10
minus_intervention_gradient,mechanism_utility,-0.085891,0.006486,10
minus_intervention_gradient,recovery_success,0.342318,0.010683,10
minus_intervention_gradient,robust_utility,-0.385832,0.015423,10
minus_intervention_gradient,task_success,0.166927,0.007887,10
minus_intervention_gradient,transfer_violation,0.840885,0.006261,10
minus_intervention_gradient,unshielded_violation,0.904557,0.004902,10
minus_recovery_feasibility,action_regret,0.596810,0.002391,10
minus_recovery_feasibility,boundary_ece,0.170734,0.006369,10
minus_recovery_feasibility,boundary_f1,0.863306,0.006368,10
minus_recovery_feasibility,deployed_violation,0.606250,0.006797,10
minus_recovery_feasibility,filter_dependence,0.290859,0.001564,10
minus_recovery_feasibility,intervention_rate,0.903516,0.004476,10
minus_recovery_feasibility,intervention_severity,0.155470,0.000818,10
minus_recovery_feasibility,mechanism_utility,-0.036211,0.005114,10
minus_recovery_feasibility,recovery_success,0.309635,0.010597,10
minus_recovery_feasibility,robust_utility,-0.389501,0.007216,10
minus_recovery_feasibility,task_success,0.150391,0.006231,10
minus_recovery_feasibility,transfer_violation,0.825521,0.010328,10
minus_recovery_feasibility,unshielded_violation,0.899088,0.004457,10
minus_unshielded_replay,action_regret,0.603542,0.004731,10
minus_unshielded_replay,boundary_ece,0.160419,0.006633,10
minus_unshielded_replay,boundary_f1,0.869744,0.005997,10
minus_unshielded_replay,deployed_violation,0.592708,0.009310,10
minus_unshielded_replay,filter_dependence,0.433327,0.003561,10
minus_unshielded_replay,intervention_rate,0.914974,0.006742,10
minus_unshielded_replay,intervention_severity,0.159076,0.001145,10
minus_unshielded_replay,mechanism_utility,-0.103426,0.006414,10
minus_unshielded_replay,recovery_success,0.328776,0.010182,10
minus_unshielded_replay,robust_utility,-0.361910,0.014276,10
minus_unshielded_replay,task_success,0.197786,0.008918,10
minus_unshielded_replay,transfer_violation,0.849870,0.006298,10
minus_unshielded_replay,unshielded_violation,0.907813,0.004913,10
