seed,task,split,episode,stress_level,method,threshold,boundary_score,boundary_label,predicted_boundary,accepted,task_success,deployed_violation,unshielded_violation,intervention,intervention_severity,filter_dependence,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret,hazard_probability
2,slippery_payload_transfer,contact_mode_shift,29,,full_counterfactual_boundary_v5,0.520000,0.903309,1,1,1,0,1,1,1,0.173637,0.280000,1,0,-0.794210,-0.203420,0.741655,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_counterfactual_labels,0.480000,0.666468,1,1,1,0,0,1,1,0.166521,0.480000,1,1,-0.203035,-0.243811,0.458374,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_unshielded_replay,0.480000,0.792992,1,1,1,0,1,1,1,0.180438,0.500000,1,0,-0.842559,-0.286007,0.785279,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_intervention_gradient,0.500000,0.730297,1,1,1,1,0,1,1,0.216125,0.420000,1,1,0.826847,-0.211753,0.258503,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_boundary_margin_loss,0.480000,0.858281,1,1,1,1,0,1,1,0.196841,0.500000,1,1,0.815840,-0.237294,0.268631,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_recovery_feasibility,0.500000,0.658876,1,1,1,0,0,1,1,0.165686,0.340000,1,1,-0.174778,-0.192886,0.440623,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,minus_calibration_layer,0.430000,0.851147,1,1,1,0,1,1,1,0.269467,0.300000,1,0,-0.826190,-0.229835,0.763304,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,distill_only_boundary,0.480000,0.692760,1,1,1,0,0,1,1,0.144482,0.360000,1,1,-0.172702,-0.195968,0.439607,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,cbf_feedback_only,0.380000,0.750151,1,1,1,0,0,1,1,0.287862,0.940000,1,1,-0.333550,-0.436757,0.559415,0.858493
2,slippery_payload_transfer,contact_mode_shift,29,,clipping_feedback_only,0.430000,0.596062,1,1,1,0,0,1,1,0.236559,0.860000,1,1,-0.303758,-0.398239,0.546581,0.858493
2,slippery_payload_transfer,contact_mode_shift,30,,full_counterfactual_boundary_v5,0.520000,0.542465,1,1,1,0,1,1,1,0.139299,0.280000,1,0,-0.784293,-0.196621,0.735474,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_counterfactual_labels,0.480000,0.420503,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690528,-0.069080,0.690800,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_unshielded_replay,0.480000,0.588891,1,1,1,0,1,1,1,0.159373,0.500000,1,0,-0.836475,-0.281836,0.781487,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_intervention_gradient,0.500000,0.545270,1,1,1,0,1,1,1,0.192069,0.420000,1,0,-0.829406,-0.258990,0.774172,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_boundary_margin_loss,0.480000,0.775116,1,1,1,0,0,1,1,0.188621,0.500000,1,1,-0.213786,-0.255667,0.467152,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_recovery_feasibility,0.500000,0.509409,1,1,1,0,1,1,1,0.150630,0.340000,1,0,-0.801630,-0.221905,0.757913,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,minus_calibration_layer,0.430000,0.989378,1,1,1,0,0,1,1,0.292900,0.300000,1,1,-0.201758,-0.202474,0.447522,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,distill_only_boundary,0.480000,0.790757,1,1,1,0,1,1,1,0.155030,0.360000,1,0,-0.806949,-0.230056,0.761505,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,cbf_feedback_only,0.380000,0.509417,1,1,1,1,0,1,1,0.245554,0.940000,1,1,0.710668,-0.408380,0.351800,0.801992
2,slippery_payload_transfer,contact_mode_shift,30,,clipping_feedback_only,0.430000,0.659742,1,1,1,0,1,1,1,0.248452,0.860000,1,0,-0.938393,-0.432594,0.868721,0.801992
2,slippery_payload_transfer,contact_mode_shift,31,,full_counterfactual_boundary_v5,0.520000,0.745732,1,1,1,0,1,1,1,0.160254,0.280000,1,0,-0.790345,-0.200770,0.739246,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_counterfactual_labels,0.480000,0.640752,1,1,1,0,1,1,1,0.165909,0.480000,1,0,-0.834059,-0.275690,0.778264,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_unshielded_replay,0.480000,0.762992,1,1,1,1,0,1,1,0.179356,0.500000,1,1,0.820954,-0.233792,0.265084,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_intervention_gradient,0.500000,0.617521,1,1,1,0,1,1,1,0.202836,0.420000,1,0,-0.832515,-0.261121,0.776110,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_boundary_margin_loss,0.480000,0.603667,1,1,1,0,1,1,1,0.169650,0.500000,1,0,-0.839507,-0.283911,0.783737,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_recovery_feasibility,0.500000,0.634334,1,1,1,0,1,1,1,0.165204,0.340000,0,0,-0.805839,0.075210,0.760537,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,minus_calibration_layer,0.430000,0.864663,1,1,1,0,1,1,1,0.273840,0.300000,1,0,-0.827453,-0.230700,0.764091,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,distill_only_boundary,0.480000,0.653191,1,1,1,0,1,1,1,0.143000,0.360000,1,0,-0.803474,-0.227674,0.759340,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,cbf_feedback_only,0.380000,0.684672,1,1,1,0,1,1,1,0.278195,0.940000,1,0,-0.961959,-0.466843,0.877675,0.815006
2,slippery_payload_transfer,contact_mode_shift,31,,clipping_feedback_only,0.430000,0.687808,1,1,1,0,1,1,1,0.253915,0.860000,1,0,-0.939971,-0.433675,0.869705,0.815006
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,full_counterfactual_boundary_v5,0.520000,0.556941,1,1,1,0,1,1,1,0.142456,0.280000,1,0,-0.785205,-0.197246,0.736042,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_counterfactual_labels,0.480000,0.634122,1,1,1,0,1,1,1,0.166073,0.480000,1,0,-0.834106,-0.275722,0.778293,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_unshielded_replay,0.480000,0.828971,1,1,1,1,0,1,1,0.187506,0.500000,1,1,0.818600,-0.235406,0.266551,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_intervention_gradient,0.500000,0.785671,1,1,1,0,1,1,1,0.226849,0.420000,1,0,-0.839450,-0.265876,0.780433,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_boundary_margin_loss,0.480000,0.703022,1,1,1,0,1,1,1,0.182018,0.500000,1,0,-0.843079,-0.286360,0.785963,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_recovery_feasibility,0.500000,0.868767,1,1,1,1,0,1,1,0.191883,0.340000,1,1,0.849656,-0.178073,0.245339,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,minus_calibration_layer,0.430000,0.900575,1,1,1,0,1,1,1,0.280461,0.300000,1,0,-0.829365,-0.232011,0.765283,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,distill_only_boundary,0.480000,0.620867,1,1,1,0,0,1,1,0.140870,0.360000,1,1,-0.171659,-0.195252,0.438957,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,cbf_feedback_only,0.380000,0.410937,1,1,1,0,1,1,1,0.229404,0.940000,1,0,-0.947868,-0.457182,0.868893,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,0,,clipping_feedback_only,0.430000,0.717181,1,1,1,0,1,1,1,0.259654,0.860000,1,0,-0.941628,-0.434811,0.870738,0.920810
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,full_counterfactual_boundary_v5,0.520000,0.770802,1,1,1,1,0,1,1,0.163536,0.280000,1,1,0.871907,-0.149420,0.219836,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_counterfactual_labels,0.480000,0.812645,1,1,1,0,1,1,1,0.185617,0.480000,1,0,-0.839750,-0.279592,0.781811,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_unshielded_replay,0.480000,0.658573,1,1,1,0,1,1,1,0.168669,0.500000,1,0,-0.839160,-0.283677,0.783160,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_intervention_gradient,0.500000,0.606614,1,1,1,0,1,1,1,0.202136,0.420000,1,0,-0.832313,-0.260983,0.775984,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_boundary_margin_loss,0.480000,0.647831,1,1,1,0,1,1,1,0.175551,0.500000,1,0,-0.841211,-0.285079,0.784799,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_recovery_feasibility,0.500000,0.849292,1,1,1,0,0,1,1,0.189648,0.340000,1,1,-0.181698,-0.197630,0.444937,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,minus_calibration_layer,0.430000,0.496656,1,1,1,0,1,1,1,0.215943,0.300000,0,0,-0.810732,0.080763,0.753670,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,distill_only_boundary,0.480000,0.769251,1,1,1,0,1,1,1,0.154651,0.360000,1,0,-0.806839,-0.229981,0.761437,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,cbf_feedback_only,0.380000,0.599004,1,1,1,0,1,1,1,0.263446,0.940000,1,0,-0.957699,-0.463922,0.875020,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,1,,clipping_feedback_only,0.430000,0.633619,1,1,1,1,0,1,1,0.245774,0.860000,1,1,0.725581,-0.380063,0.348239,0.913255
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,full_counterfactual_boundary_v5,0.520000,0.868740,1,1,1,0,1,1,1,0.174114,0.280000,1,0,-0.794348,-0.203515,0.741741,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_counterfactual_labels,0.480000,1.000000,1,1,1,1,0,1,1,0.207109,0.480000,1,1,0.817243,-0.231848,0.265680,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_unshielded_replay,0.480000,0.584758,1,1,1,0,1,1,1,0.161432,0.500000,1,0,-0.837070,-0.282244,0.781858,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_intervention_gradient,0.500000,0.652212,1,1,1,0,1,1,1,0.209288,0.420000,1,0,-0.834378,-0.262399,0.777272,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_boundary_margin_loss,0.480000,0.770724,1,1,1,0,1,1,1,0.190627,0.500000,1,0,-0.845565,-0.288064,0.787513,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_recovery_feasibility,0.500000,0.890315,1,1,1,0,1,1,1,0.195044,0.340000,1,0,-0.814457,-0.230699,0.765908,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,minus_calibration_layer,0.430000,0.911536,1,1,1,0,1,1,1,0.282999,0.300000,1,0,-0.830098,-0.232514,0.765740,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,distill_only_boundary,0.480000,0.672565,1,1,1,0,1,1,1,0.146494,0.360000,1,0,-0.804483,-0.228366,0.759969,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,cbf_feedback_only,0.380000,0.590540,1,1,1,0,0,1,1,0.262792,0.940000,1,1,-0.326310,-0.431793,0.554903,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,2,,clipping_feedback_only,0.430000,0.625852,1,1,1,0,1,1,1,0.245374,0.860000,1,0,-0.937504,-0.431984,0.868167,0.901231
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,full_counterfactual_boundary_v5,0.520000,0.738055,1,1,1,0,0,1,1,0.162047,0.280000,1,1,-0.159663,-0.169125,0.419569,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_counterfactual_labels,0.480000,0.526354,1,1,1,0,1,1,1,0.155879,0.480000,1,0,-0.831162,-0.273704,0.776458,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_unshielded_replay,0.480000,0.612721,1,1,1,0,1,1,1,0.165379,0.500000,1,0,-0.838210,-0.283025,0.782568,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_intervention_gradient,0.500000,0.817782,1,1,1,0,1,1,1,0.232925,0.420000,1,0,-0.841205,-0.267079,0.781526,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_boundary_margin_loss,0.480000,0.904778,1,1,1,0,0,1,1,0.206982,0.500000,1,1,-0.219088,-0.259302,0.470457,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_recovery_feasibility,0.500000,0.574404,1,1,1,0,1,1,1,0.161164,0.340000,0,0,-0.804672,0.076009,0.759810,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,minus_calibration_layer,0.430000,0.788992,1,1,1,1,0,1,1,0.264324,0.300000,1,1,0.838495,-0.176816,0.242378,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,distill_only_boundary,0.480000,0.643229,1,1,1,0,1,1,1,0.144622,0.360000,1,0,-0.803943,-0.227995,0.759632,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,cbf_feedback_only,0.380000,0.624832,1,1,1,0,0,1,1,0.269887,0.940000,1,1,-0.328359,-0.433198,0.556180,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,3,,clipping_feedback_only,0.430000,0.588061,1,1,1,0,1,1,1,0.240010,0.860000,1,0,-0.935955,-0.430922,0.867202,0.894881
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,full_counterfactual_boundary_v5,0.520000,0.899529,1,1,1,0,0,1,1,0.178141,0.280000,0,1,-0.164311,0.127688,0.422465,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_counterfactual_labels,0.480000,0.757102,1,1,1,0,0,1,1,0.181369,0.480000,1,1,-0.207323,-0.246751,0.461046,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_unshielded_replay,0.480000,0.729853,1,1,1,0,1,1,1,0.178372,0.500000,1,0,-0.841962,-0.285598,0.784907,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_intervention_gradient,0.500000,0.674170,1,1,1,0,0,1,1,0.213286,0.420000,1,1,-0.204333,-0.231191,0.457992,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_boundary_margin_loss,0.480000,0.586465,1,1,1,1,0,1,1,0.170325,0.500000,1,1,0.823498,-0.232044,0.263858,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_recovery_feasibility,0.500000,0.708529,1,1,1,0,1,1,1,0.176026,0.340000,1,0,-0.808964,-0.226933,0.762485,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,minus_calibration_layer,0.430000,1.000000,1,1,1,0,1,1,1,0.298088,0.300000,1,0,-0.834456,-0.235501,0.768456,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,distill_only_boundary,0.480000,0.736242,1,1,1,0,0,1,1,0.153426,0.360000,1,1,-0.175286,-0.197738,0.441217,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,cbf_feedback_only,0.380000,0.665299,1,1,1,1,0,1,1,0.277340,0.940000,1,1,0.701488,-0.414673,0.357521,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,4,,clipping_feedback_only,0.430000,0.641143,1,1,1,0,0,1,1,0.248876,0.860000,1,1,-0.307316,-0.400678,0.548798,0.903893
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,full_counterfactual_boundary_v5,0.520000,0.885680,1,1,1,0,1,1,1,0.176465,0.280000,1,0,-0.795027,-0.203980,0.742164,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_counterfactual_labels,0.480000,0.768007,1,1,1,0,1,1,1,0.182263,0.480000,1,0,-0.838782,-0.278928,0.781207,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_unshielded_replay,0.480000,0.811068,1,1,1,0,0,1,1,0.187000,0.500000,1,1,-0.213254,-0.255306,0.466460,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_intervention_gradient,0.500000,0.876626,1,1,1,0,0,1,1,0.240819,0.420000,1,1,-0.212284,-0.236642,0.462947,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_boundary_margin_loss,0.480000,0.737641,1,1,1,0,0,1,1,0.187480,0.500000,1,1,-0.213456,-0.255441,0.466946,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_recovery_feasibility,0.500000,0.682212,1,1,1,0,1,1,1,0.172826,0.340000,1,0,-0.808040,-0.226300,0.761909,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,minus_calibration_layer,0.430000,0.450371,1,1,1,0,0,1,1,0.210117,0.300000,1,1,-0.177850,-0.186083,0.432621,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,distill_only_boundary,0.480000,0.782775,1,1,1,0,1,1,1,0.157472,0.360000,1,0,-0.807654,-0.230539,0.761945,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,cbf_feedback_only,0.380000,0.727121,1,1,1,0,1,1,1,0.288255,0.940000,1,0,-0.964864,-0.468835,0.879486,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,5,,clipping_feedback_only,0.430000,0.769999,1,1,1,0,0,1,1,0.269833,0.860000,1,1,-0.313368,-0.404827,0.552570,0.866416
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,full_counterfactual_boundary_v5,0.520000,0.872519,1,1,1,0,0,1,1,0.174795,0.280000,1,1,-0.163345,-0.171649,0.421863,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_counterfactual_labels,0.480000,0.823230,1,1,1,0,1,1,1,0.187971,0.480000,1,0,-0.840430,-0.280058,0.782235,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_unshielded_replay,0.480000,0.819141,1,1,1,0,1,1,1,0.187521,0.500000,1,0,-0.844604,-0.287409,0.786554,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_intervention_gradient,0.500000,0.891846,1,1,1,0,0,1,1,0.242544,0.420000,0,1,-0.212783,0.063016,0.463258,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_boundary_margin_loss,0.480000,0.836017,1,1,1,0,1,1,1,0.198475,0.500000,1,0,-0.847832,-0.289618,0.788926,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_recovery_feasibility,0.500000,0.780415,1,1,1,0,1,1,1,0.183261,0.340000,1,0,-0.811054,-0.228366,0.763787,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,minus_calibration_layer,0.430000,0.965207,1,1,1,0,0,1,1,0.291866,0.300000,1,1,-0.201459,-0.202269,0.447336,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,distill_only_boundary,0.480000,0.794119,1,1,1,0,1,1,1,0.158166,0.360000,1,0,-0.807854,-0.230677,0.762070,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,cbf_feedback_only,0.380000,0.688246,1,1,1,0,1,1,1,0.280832,0.940000,1,0,-0.962720,-0.467365,0.878150,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,6,,clipping_feedback_only,0.430000,0.581729,1,1,1,0,0,1,1,0.238401,0.860000,1,1,-0.304290,-0.398603,0.546912,0.903145
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,full_counterfactual_boundary_v5,0.520000,0.787098,1,1,1,0,1,1,1,0.166511,0.280000,1,0,-0.792152,-0.202009,0.740372,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_counterfactual_labels,0.480000,0.653530,1,1,1,1,0,1,1,0.169477,0.480000,1,1,0.828111,-0.224396,0.258906,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_unshielded_replay,0.480000,0.596699,1,1,1,0,0,1,1,0.163225,0.500000,1,1,-0.206388,-0.250599,0.462181,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_intervention_gradient,0.500000,0.745563,1,1,1,0,1,1,1,0.222603,0.420000,1,0,-0.838224,-0.265035,0.779669,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_boundary_margin_loss,0.480000,0.710522,1,1,1,0,1,1,1,0.184154,0.500000,1,0,-0.843696,-0.286782,0.786348,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_recovery_feasibility,0.500000,0.604635,1,1,1,0,1,1,1,0.164098,0.340000,1,0,-0.805520,-0.224571,0.760338,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,minus_calibration_layer,0.430000,0.763198,1,1,1,0,0,1,1,0.259819,0.300000,1,1,-0.192204,-0.195924,0.441567,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,distill_only_boundary,0.480000,0.448485,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690464,-0.069040,0.690400,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,cbf_feedback_only,0.380000,0.542550,1,1,1,0,0,1,1,0.254561,0.940000,1,1,-0.323933,-0.430163,0.553421,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,7,,clipping_feedback_only,0.430000,0.572303,1,1,1,0,1,1,1,0.237019,0.860000,1,0,-0.935091,-0.430330,0.866663,0.883542
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,full_counterfactual_boundary_v5,0.520000,0.573510,1,1,1,0,1,1,1,0.143256,0.280000,1,0,-0.785436,-0.197405,0.736186,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_counterfactual_labels,0.480000,0.715917,1,1,1,1,0,1,1,0.174229,0.480000,1,1,0.826739,-0.225337,0.259761,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_unshielded_replay,0.480000,0.639326,1,1,1,0,1,1,1,0.165804,0.500000,1,0,-0.838332,-0.283109,0.782645,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_intervention_gradient,0.500000,0.747427,1,1,1,0,0,1,1,0.220749,0.420000,1,1,-0.206488,-0.232668,0.459335,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_boundary_margin_loss,0.480000,0.881060,1,1,1,0,1,1,1,0.201741,0.500000,1,0,-0.848775,-0.290265,0.789513,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_recovery_feasibility,0.500000,0.611243,1,1,1,0,0,1,1,0.162715,0.340000,1,1,-0.173920,-0.192298,0.440089,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,minus_calibration_layer,0.430000,0.881210,1,1,1,0,0,1,1,0.276531,0.300000,1,1,-0.197030,-0.199233,0.444576,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,distill_only_boundary,0.480000,0.690141,1,1,1,0,0,1,1,0.146506,0.360000,1,1,-0.173287,-0.196368,0.439971,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,cbf_feedback_only,0.380000,0.551839,1,1,1,0,0,1,1,0.254137,0.940000,1,1,-0.323811,-0.430079,0.553345,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,8,,clipping_feedback_only,0.430000,0.877858,1,1,1,0,0,1,1,0.285325,0.860000,1,1,-0.317842,-0.407894,0.555358,0.806439
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,full_counterfactual_boundary_v5,0.520000,0.728248,1,1,1,0,0,1,1,0.161262,0.280000,1,1,-0.159436,-0.168970,0.419427,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_counterfactual_labels,0.480000,0.865220,1,1,1,0,1,1,1,0.193340,0.480000,1,0,-0.841980,-0.281121,0.783201,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_unshielded_replay,0.480000,0.651393,1,1,1,0,1,1,1,0.169819,0.500000,1,0,-0.839492,-0.283904,0.783367,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_intervention_gradient,0.500000,0.858474,1,1,1,0,1,1,1,0.238706,0.420000,1,0,-0.842874,-0.268224,0.782567,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_boundary_margin_loss,0.480000,0.859360,1,1,1,0,1,1,1,0.201921,0.500000,1,0,-0.848827,-0.290300,0.789546,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_recovery_feasibility,0.500000,0.888139,1,1,1,0,0,1,1,0.195861,0.340000,1,1,-0.183493,-0.198860,0.446055,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,minus_calibration_layer,0.430000,0.829513,1,1,1,0,1,1,1,0.270973,0.300000,1,0,-0.826625,-0.230133,0.763575,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,distill_only_boundary,0.480000,0.656323,1,1,1,0,1,1,1,0.146032,0.360000,1,0,-0.804350,-0.228274,0.759886,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,cbf_feedback_only,0.380000,0.678869,1,1,1,0,1,1,1,0.279880,0.940000,1,0,-0.962445,-0.467176,0.877978,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,9,,clipping_feedback_only,0.430000,0.713965,1,1,1,0,0,1,1,0.260970,0.860000,1,1,-0.310808,-0.403072,0.550975,0.739808
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,full_counterfactual_boundary_v5,0.520000,0.785150,1,1,1,0,1,1,1,0.164596,0.280000,1,0,-0.791599,-0.201630,0.740027,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_counterfactual_labels,0.480000,0.797460,1,1,1,0,0,1,1,0.183587,0.480000,1,1,-0.207964,-0.247190,0.461446,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_unshielded_replay,0.480000,0.706968,1,1,1,0,1,1,1,0.173633,0.500000,1,0,-0.840593,-0.284659,0.784054,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_intervention_gradient,0.500000,0.648646,1,1,1,0,1,1,1,0.207555,0.420000,1,0,-0.833878,-0.262056,0.776960,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_boundary_margin_loss,0.480000,0.774946,1,1,1,1,0,1,1,0.189873,0.500000,1,1,0.817853,-0.235915,0.267377,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_recovery_feasibility,0.500000,0.721277,1,1,1,0,1,1,1,0.175207,0.340000,1,0,-0.808728,-0.226771,0.762337,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,minus_calibration_layer,0.430000,0.553884,1,1,1,0,1,1,1,0.224711,0.300000,1,0,-0.813264,-0.220973,0.755248,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,distill_only_boundary,0.480000,0.689972,1,1,1,0,1,1,1,0.146879,0.360000,1,0,-0.804595,-0.228442,0.760038,0.862964
2,slippery_payload_transfer,low_signal_high_risk_shift,10,,cbf_feedback_only,0.380000,0.759207,1,1,1,0,1,1,1,0.292162,0.940000,1,0,-0.965993,-0.469608,0.880189,0.862964
