seed,task,split,episode,stress_level,method,threshold,boundary_score,boundary_label,predicted_boundary,accepted,task_success,deployed_violation,unshielded_violation,intervention,intervention_severity,filter_dependence,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret,hazard_probability
0,narrow_gap_navigation,actuator_lag_shift,2,,cbf_feedback_only,0.380000,0.585951,1,1,1,0,0,1,1,0.265555,0.940000,1,1,-0.327108,-0.432340,0.555400,0.719299
0,narrow_gap_navigation,actuator_lag_shift,2,,clipping_feedback_only,0.430000,0.381857,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.695328,-0.072080,0.720800,0.719299
0,narrow_gap_navigation,actuator_lag_shift,3,,full_counterfactual_boundary_v5,0.520000,0.614041,1,1,1,1,0,1,1,0.151657,0.280000,1,1,0.875338,-0.147068,0.217698,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_counterfactual_labels,0.480000,0.567989,1,1,1,1,1,1,1,0.162345,0.480000,1,0,0.198971,-0.254984,0.577622,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_unshielded_replay,0.480000,0.396091,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690848,-0.069280,0.692800,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_intervention_gradient,0.500000,0.609107,1,1,1,0,0,1,1,0.206119,0.420000,1,1,-0.202263,-0.229772,0.456701,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_boundary_margin_loss,0.480000,0.484509,1,1,1,0,0,1,1,0.160327,0.500000,1,1,-0.205615,-0.250065,0.462059,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_recovery_feasibility,0.500000,0.501542,1,1,1,0,1,1,1,0.155036,0.340000,1,0,-0.802902,-0.222777,0.758707,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,minus_calibration_layer,0.430000,0.730471,1,1,1,0,1,1,1,0.256877,0.300000,1,0,-0.822554,-0.227342,0.761038,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,distill_only_boundary,0.480000,0.624998,1,1,1,0,1,1,1,0.144804,0.360000,1,0,-0.803995,-0.228031,0.759665,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,cbf_feedback_only,0.380000,0.504236,1,1,1,0,1,1,1,0.249886,0.940000,1,0,-0.953783,-0.461237,0.872579,0.743296
0,narrow_gap_navigation,actuator_lag_shift,3,,clipping_feedback_only,0.430000,0.506252,1,1,1,0,1,1,1,0.228398,0.860000,1,0,-0.932601,-0.428623,0.865112,0.743296
0,narrow_gap_navigation,actuator_lag_shift,4,,full_counterfactual_boundary_v5,0.520000,0.686435,1,1,1,0,1,1,1,0.161486,0.280000,1,0,-0.790701,-0.201014,0.739468,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_counterfactual_labels,0.480000,0.618886,1,1,1,0,1,1,1,0.170607,0.480000,1,0,-0.835415,-0.276620,0.779109,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_unshielded_replay,0.480000,0.599272,1,1,1,0,1,1,1,0.168449,0.500000,1,0,-0.839096,-0.283633,0.783121,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_intervention_gradient,0.500000,0.553150,1,1,1,0,1,1,1,0.201088,0.420000,1,0,-0.832010,-0.260775,0.775796,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_boundary_margin_loss,0.480000,0.664282,1,1,1,0,0,1,1,0.183754,0.500000,1,1,-0.212380,-0.254703,0.466276,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_recovery_feasibility,0.500000,0.463163,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690400,-0.069000,0.690000,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,minus_calibration_layer,0.430000,0.597475,1,1,1,1,0,1,1,0.238327,0.300000,1,1,0.846003,-0.171669,0.237699,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,distill_only_boundary,0.480000,0.608561,1,1,1,0,0,1,1,0.145930,0.360000,1,1,-0.173121,-0.196254,0.439867,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,cbf_feedback_only,0.380000,0.570931,1,1,1,1,1,1,1,0.264653,0.940000,1,0,0.073952,-0.444161,0.675238,0.763611
0,narrow_gap_navigation,actuator_lag_shift,4,,clipping_feedback_only,0.430000,0.786166,1,1,1,0,0,1,1,0.277247,0.860000,1,1,-0.315509,-0.406295,0.553904,0.763611
0,narrow_gap_navigation,actuator_lag_shift,5,,full_counterfactual_boundary_v5,0.520000,0.644072,1,1,1,0,1,1,1,0.157737,0.280000,0,0,-0.789619,0.099728,0.738793,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_counterfactual_labels,0.480000,0.446506,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690528,-0.069080,0.690800,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_unshielded_replay,0.480000,0.584554,1,1,1,1,1,1,1,0.167275,0.500000,1,0,0.193243,-0.263400,0.582910,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_intervention_gradient,0.500000,0.539346,1,1,1,0,0,1,1,0.199634,0.420000,1,1,-0.200390,-0.228488,0.455534,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_boundary_margin_loss,0.480000,0.729955,1,1,1,0,0,1,1,0.191784,0.500000,1,1,-0.214699,-0.256293,0.467721,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_recovery_feasibility,0.500000,0.626113,1,1,1,0,0,1,1,0.171847,0.340000,1,1,-0.176557,-0.194106,0.441732,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,minus_calibration_layer,0.430000,0.864323,1,1,1,0,1,1,1,0.281334,0.300000,1,0,-0.829617,-0.232184,0.765440,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,distill_only_boundary,0.480000,0.646117,1,1,1,0,1,1,1,0.149886,0.360000,1,0,-0.805463,-0.229037,0.760580,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,cbf_feedback_only,0.380000,0.628709,1,1,1,0,0,1,1,0.275585,0.940000,1,1,-0.330005,-0.434326,0.557205,0.728161
0,narrow_gap_navigation,actuator_lag_shift,5,,clipping_feedback_only,0.430000,0.785064,1,1,1,0,0,1,1,0.277510,0.860000,1,1,-0.315585,-0.406347,0.553952,0.728161
0,narrow_gap_navigation,actuator_lag_shift,6,,full_counterfactual_boundary_v5,0.520000,0.450772,0,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.688288,0.232320,0.676800,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_counterfactual_labels,0.480000,0.713020,0,1,1,1,0,1,1,0.178493,0.336000,0,1,0.854192,0.125946,0.243249,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_unshielded_replay,0.480000,0.482339,0,1,1,1,0,0,1,0.153118,0.350000,0,0,0.858412,1.125703,0.242361,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_intervention_gradient,0.500000,0.464927,0,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.690272,0.231080,0.689200,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_boundary_margin_loss,0.480000,0.537244,0,1,1,1,0,0,1,0.166612,0.350000,1,0,0.854450,0.822991,0.245190,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_recovery_feasibility,0.500000,0.722374,0,1,1,0,0,0,1,0.179522,0.238000,0,0,-0.158455,1.141299,0.430874,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,minus_calibration_layer,0.430000,0.783492,0,1,1,1,0,0,1,0.265527,0.210000,0,0,0.856076,1.155526,0.231795,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,distill_only_boundary,0.480000,0.641201,0,1,1,1,0,0,1,0.146513,0.252000,0,0,0.880225,1.162726,0.227012,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,cbf_feedback_only,0.380000,0.688123,0,1,1,0,0,1,1,0.283455,0.658000,1,1,-0.276103,-0.333800,0.524782,0.727563
0,narrow_gap_navigation,actuator_lag_shift,6,,clipping_feedback_only,0.430000,0.359412,0,0,1,0,1,0,0,0.000000,0.000000,0,0,-0.695328,1.227920,0.720800,0.727563
0,narrow_gap_navigation,actuator_lag_shift,7,,full_counterfactual_boundary_v5,0.520000,0.585807,1,1,1,0,1,1,1,0.150515,0.280000,1,0,-0.787533,-0.198842,0.737493,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_counterfactual_labels,0.480000,0.702151,1,1,1,0,1,1,1,0.178756,0.480000,1,0,-0.837769,-0.278234,0.780576,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_unshielded_replay,0.480000,0.563371,1,1,1,0,1,1,1,0.163491,0.500000,1,0,-0.837664,-0.282651,0.782228,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_intervention_gradient,0.500000,0.467268,1,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.690272,0.231080,0.689200,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_boundary_margin_loss,0.480000,0.706663,1,1,1,0,0,1,1,0.187639,0.500000,1,1,-0.213502,-0.255473,0.466975,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_recovery_feasibility,0.500000,0.608543,1,1,1,1,0,1,1,0.168459,0.340000,1,1,0.856421,-0.173435,0.241123,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,minus_calibration_layer,0.430000,0.564532,1,1,1,0,1,1,1,0.232063,0.300000,1,0,-0.815388,-0.222428,0.756571,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,distill_only_boundary,0.480000,0.591254,1,1,1,0,1,1,1,0.143302,0.360000,1,0,-0.803562,-0.227734,0.759394,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,cbf_feedback_only,0.380000,0.539934,1,1,1,0,1,1,1,0.258018,0.940000,1,0,-0.956132,-0.462848,0.874043,0.550544
0,narrow_gap_navigation,actuator_lag_shift,7,,clipping_feedback_only,0.430000,0.722853,1,1,1,0,0,1,1,0.265791,0.860000,1,1,-0.312200,-0.404027,0.551842,0.550544
0,narrow_gap_navigation,actuator_lag_shift,8,,full_counterfactual_boundary_v5,0.520000,0.474696,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.688288,-0.067680,0.676800,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_counterfactual_labels,0.480000,0.528248,1,1,1,0,0,1,1,0.159332,0.480000,1,1,-0.200959,-0.242388,0.457080,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_unshielded_replay,0.480000,0.329973,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690848,-0.069280,0.692800,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_intervention_gradient,0.500000,0.266473,1,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.690272,0.231080,0.689200,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_boundary_margin_loss,0.480000,0.516671,1,1,1,0,1,1,1,0.165400,0.500000,0,0,-0.838280,0.016931,0.782972,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_recovery_feasibility,0.500000,0.468803,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690400,-0.069000,0.690000,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,minus_calibration_layer,0.430000,0.417988,1,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.688608,0.232120,0.678800,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,distill_only_boundary,0.480000,0.495022,1,1,1,0,1,1,1,0.134009,0.360000,1,0,-0.800878,-0.225894,0.757722,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,cbf_feedback_only,0.380000,0.554416,1,1,1,1,1,1,1,0.260351,0.940000,1,0,0.075195,-0.443309,0.674463,0.710694
0,narrow_gap_navigation,actuator_lag_shift,8,,clipping_feedback_only,0.430000,0.395137,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.695328,-0.072080,0.720800,0.710694
0,narrow_gap_navigation,actuator_lag_shift,9,,full_counterfactual_boundary_v5,0.520000,0.571102,0,1,1,1,0,0,1,0.150811,0.196000,0,0,0.892315,1.183507,0.207466,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_counterfactual_labels,0.480000,0.418980,0,0,1,0,1,1,0,0.000000,0.000000,0,0,-0.690528,0.230920,0.690800,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_unshielded_replay,0.480000,0.525055,0,1,1,1,0,1,1,0.161028,0.350000,0,1,0.856127,0.124136,0.243785,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_intervention_gradient,0.500000,0.618820,0,1,1,1,0,0,1,0.210860,0.294000,0,0,0.853467,1.134902,0.242435,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_boundary_margin_loss,0.480000,0.561199,0,1,1,1,0,1,1,0.172591,0.350000,1,1,0.852724,-0.178193,0.246266,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_recovery_feasibility,0.500000,0.577048,0,1,1,0,0,0,1,0.166747,0.238000,0,0,-0.154766,1.143828,0.428575,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,minus_calibration_layer,0.430000,0.587128,0,1,1,1,0,1,1,0.237419,0.210000,0,1,0.864193,0.161091,0.226735,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,distill_only_boundary,0.480000,0.524885,0,1,1,0,0,0,1,0.138849,0.252000,1,0,-0.149562,0.844244,0.425633,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,cbf_feedback_only,0.380000,0.590954,0,1,1,0,0,0,1,0.269030,0.658000,0,0,-0.271938,0.969056,0.522185,0.511221
0,narrow_gap_navigation,actuator_lag_shift,9,,clipping_feedback_only,0.430000,0.463871,0,1,1,1,0,1,1,0.224811,0.602000,1,1,0.783028,-0.282517,0.313506,0.511221
0,narrow_gap_navigation,actuator_lag_shift,10,,full_counterfactual_boundary_v5,0.520000,0.723590,0,1,1,0,0,0,1,0.161503,0.196000,0,0,-0.142773,1.161390,0.409391,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_counterfactual_labels,0.480000,0.627323,0,1,1,1,0,0,1,0.167873,0.336000,1,0,0.857259,0.828049,0.241337,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_unshielded_replay,0.480000,0.505245,0,1,1,1,0,0,1,0.154445,0.350000,0,0,0.858028,1.125440,0.242600,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_intervention_gradient,0.500000,0.626849,0,1,1,0,0,0,1,0.207560,0.294000,1,0,-0.177580,0.815555,0.441841,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_boundary_margin_loss,0.480000,0.535307,0,1,1,0,0,0,1,0.165196,0.350000,1,0,-0.177141,0.803271,0.444935,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_recovery_feasibility,0.500000,0.618543,0,1,1,0,1,1,1,0.166908,0.238000,1,0,-0.786013,-0.188204,0.748603,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,minus_calibration_layer,0.430000,0.496894,0,1,1,1,0,0,1,0.218622,0.210000,0,0,0.869622,1.164813,0.223352,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,distill_only_boundary,0.480000,0.701125,0,1,1,0,0,0,1,0.150923,0.252000,0,0,-0.153049,1.141853,0.427806,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,cbf_feedback_only,0.380000,0.644499,0,1,1,1,0,0,1,0.274344,0.658000,1,0,0.758528,0.688004,0.323142,0.602809
0,narrow_gap_navigation,actuator_lag_shift,10,,clipping_feedback_only,0.430000,0.574473,0,1,1,0,0,0,1,0.238656,0.602000,1,0,-0.252970,0.694742,0.515998,0.602809
0,narrow_gap_navigation,actuator_lag_shift,11,,full_counterfactual_boundary_v5,0.520000,0.575112,1,1,1,0,1,1,1,0.149385,0.280000,0,0,-0.787206,0.101382,0.737289,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_counterfactual_labels,0.480000,0.483898,1,1,1,1,0,1,1,0.154678,0.480000,1,1,0.832385,-0.221466,0.256242,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_unshielded_replay,0.480000,0.501613,1,1,1,1,0,1,1,0.156627,0.500000,1,1,0.827518,-0.229292,0.260993,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_intervention_gradient,0.500000,0.674178,1,1,1,0,0,1,1,0.216649,0.420000,1,1,-0.205304,-0.231856,0.458597,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_boundary_margin_loss,0.480000,0.189960,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690912,-0.069320,0.693200,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_recovery_feasibility,0.500000,0.498829,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690400,-0.069000,0.690000,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,minus_calibration_layer,0.430000,0.553309,1,1,1,0,1,1,1,0.230202,0.300000,1,0,-0.814850,-0.222060,0.756236,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,distill_only_boundary,0.480000,0.506478,1,1,1,1,0,1,1,0.135305,0.360000,1,1,0.861948,-0.174150,0.237955,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,cbf_feedback_only,0.380000,0.448889,1,1,1,0,1,1,1,0.241423,0.940000,1,0,-0.951339,-0.459562,0.871056,0.703697
0,narrow_gap_navigation,actuator_lag_shift,11,,clipping_feedback_only,0.430000,0.789232,1,1,1,0,1,1,1,0.276673,0.860000,1,0,-0.946543,-0.438181,0.873801,0.703697
0,narrow_gap_navigation,actuator_lag_shift,12,,full_counterfactual_boundary_v5,0.520000,0.761889,1,1,1,0,0,1,1,0.167305,0.280000,1,1,-0.161182,-0.170166,0.420515,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_counterfactual_labels,0.480000,0.694557,1,1,1,0,1,1,1,0.177279,0.480000,1,0,-0.837342,-0.277941,0.780310,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_unshielded_replay,0.480000,0.482931,1,1,1,0,1,1,1,0.154000,0.500000,1,0,-0.834923,-0.280772,0.780520,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_intervention_gradient,0.500000,0.513315,1,1,1,1,0,1,1,0.193959,0.420000,1,1,0.833249,-0.207364,0.254513,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_boundary_margin_loss,0.480000,0.639303,1,1,1,1,0,1,1,0.179217,0.500000,1,1,0.820930,-0.233805,0.265459,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_recovery_feasibility,0.500000,0.655188,1,1,1,0,1,1,1,0.172949,0.340000,1,0,-0.808076,-0.226324,0.761931,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,minus_calibration_layer,0.430000,0.472857,1,1,1,0,1,1,1,0.216799,0.300000,1,0,-0.810979,-0.219406,0.753824,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,distill_only_boundary,0.480000,0.518720,1,1,1,0,1,1,1,0.135878,0.360000,1,0,-0.801418,-0.226264,0.758058,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,cbf_feedback_only,0.380000,0.732293,1,1,1,0,1,1,1,0.292289,0.940000,1,0,-0.966029,-0.469633,0.880212,0.747048
0,narrow_gap_navigation,actuator_lag_shift,12,,clipping_feedback_only,0.430000,0.341244,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.695328,-0.072080,0.720800,0.747048
0,narrow_gap_navigation,actuator_lag_shift,13,,full_counterfactual_boundary_v5,0.520000,0.594463,1,1,1,0,1,1,1,0.151410,0.280000,1,0,-0.787791,-0.199019,0.737654,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_counterfactual_labels,0.480000,0.513676,1,1,1,0,1,1,1,0.158063,0.480000,1,0,-0.831792,-0.274136,0.776851,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_unshielded_replay,0.480000,0.643296,1,1,1,0,1,1,1,0.172321,0.500000,1,0,-0.840214,-0.284400,0.783818,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_intervention_gradient,0.500000,0.660097,1,1,1,0,1,1,1,0.214822,0.420000,1,0,-0.835976,-0.263495,0.778268,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_boundary_margin_loss,0.480000,0.484415,1,1,1,0,0,1,1,0.162008,0.500000,1,1,-0.206100,-0.250398,0.462361,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_recovery_feasibility,0.500000,0.621276,1,1,1,0,1,1,1,0.169899,0.340000,1,0,-0.807195,-0.225720,0.761382,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,minus_calibration_layer,0.430000,0.724262,1,1,1,0,1,1,1,0.257578,0.300000,1,0,-0.822757,-0.227480,0.761164,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,distill_only_boundary,0.480000,0.693518,1,1,1,1,1,1,1,0.152902,0.360000,0,0,0.225666,0.090365,0.561122,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,cbf_feedback_only,0.380000,0.699578,1,1,1,1,0,1,1,0.287032,0.940000,1,1,0.698689,-0.416592,0.359266,0.696670
0,narrow_gap_navigation,actuator_lag_shift,13,,clipping_feedback_only,0.430000,0.354415,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.695328,-0.072080,0.720800,0.696670
0,narrow_gap_navigation,actuator_lag_shift,14,,full_counterfactual_boundary_v5,0.520000,0.618092,1,1,1,0,1,1,1,0.154360,0.280000,1,0,-0.788643,-0.199603,0.738185,0.779732
0,narrow_gap_navigation,actuator_lag_shift,14,,minus_counterfactual_labels,0.480000,0.385696,1,0,1,0,1,1,0,0.000000,0.000000,1,0,-0.690528,-0.069080,0.690800,0.779732
