seed,method,task_success,deployed_violation,unshielded_violation,intervention_rate,intervention_severity,filter_dependence,boundary_f1,boundary_ece,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret
0,unfiltered_policy,0.032552,0.930990,0.930990,0.000000,0.000000,0.000000,0.000000,0.631352,0.927083,0.000000,-0.618047,0.021745,0.691406
1,action_clipping_filter,0.125000,0.640625,0.910156,0.963542,0.244821,0.789341,0.901592,0.181285,0.942708,0.302083,-0.567431,-0.285265,0.719589
1,adversarial_safety_critic,0.109375,0.704427,0.921875,0.808594,0.132243,0.339281,0.831354,0.285318,0.875000,0.227865,-0.497440,-0.091173,0.642459
1,boundary_learning_filter_v4,0.157552,0.592448,0.902344,0.955729,0.145589,0.318236,0.893895,0.125800,0.835938,0.320312,-0.375102,-0.049400,0.586867
1,cbf_safety_filter,0.385417,0.337240,0.924479,0.986979,0.267221,0.881862,0.904286,0.212514,0.932292,0.585938,-0.131124,-0.318874,0.579557
1,conformal_uncertainty_shield,0.321615,0.371094,0.930990,0.994792,0.322071,0.917206,0.907539,0.287820,0.920573,0.561198,-0.240450,-0.347403,0.612465
1,counterfactual_boundary_learning_filter_v5,0.250000,0.485677,0.904948,0.973958,0.157363,0.259693,0.905036,0.122653,0.772135,0.424479,-0.202825,-0.007977,0.521705
1,geometric_projection_filter,0.170573,0.597656,0.944010,0.811198,0.174286,0.632190,0.822134,0.256479,0.949219,0.351562,-0.441091,-0.247611,0.661970
1,lagrangian_safe_rl,0.134115,0.703125,0.933594,0.825521,0.113624,0.329656,0.830721,0.223718,0.873698,0.250000,-0.464304,-0.095114,0.635788
1,oracle_boundary_teacher,0.460938,0.223958,0.903646,1.000000,0.097566,0.171141,0.910638,0.043810,0.631510,0.679688,0.219321,0.094722,0.347178
1,recovery_policy_shield,0.388021,0.447917,0.928385,0.953125,0.199357,0.671203,0.893741,0.156919,0.876302,0.481771,-0.132445,-0.217097,0.550158
1,robust_mpc_shield,0.454427,0.320312,0.919271,0.988281,0.251316,0.845156,0.903640,0.169189,0.927083,0.598958,-0.035844,-0.292824,0.543870
1,safety_filter_distillation,0.190104,0.589844,0.911458,0.985677,0.147524,0.337406,0.904932,0.148424,0.850260,0.338542,-0.345202,-0.070000,0.588172
1,shielded_behavior_cloning,0.128906,0.720052,0.925781,0.852865,0.134319,0.374349,0.855821,0.187204,0.898438,0.223958,-0.495691,-0.115925,0.654135
1,unfiltered_policy,0.032552,0.940104,0.937500,0.000000,0.000000,0.000000,0.000000,0.643863,0.957031,0.000000,-0.623800,0.005958,0.694323
2,action_clipping_filter,0.140625,0.595052,0.942708,0.955729,0.245048,0.780607,0.891971,0.162503,0.949219,0.356771,-0.520867,-0.314882,0.700873
2,adversarial_safety_critic,0.114583,0.667969,0.895833,0.800781,0.130494,0.334125,0.813749,0.282775,0.864583,0.238281,-0.467520,-0.058523,0.628817
2,boundary_learning_filter_v4,0.174479,0.602865,0.906250,0.945312,0.143971,0.313496,0.879589,0.127310,0.812500,0.316406,-0.362797,-0.044234,0.585955
2,cbf_safety_filter,0.373698,0.320312,0.908854,0.988281,0.268264,0.881617,0.903226,0.201566,0.934896,0.588542,-0.132786,-0.303841,0.576642
2,conformal_uncertainty_shield,0.359375,0.355469,0.927083,0.990885,0.320537,0.911901,0.903364,0.282527,0.929688,0.572917,-0.190119,-0.342751,0.599000
2,counterfactual_boundary_learning_filter_v5,0.238281,0.516927,0.897135,0.979167,0.158584,0.259948,0.896254,0.098684,0.785156,0.393229,-0.235047,-0.005639,0.534299
2,geometric_projection_filter,0.186198,0.593750,0.937500,0.812500,0.174799,0.635820,0.839683,0.252869,0.947917,0.346354,-0.423372,-0.241688,0.658123
2,lagrangian_safe_rl,0.154948,0.664062,0.920573,0.812500,0.112027,0.324516,0.828571,0.223189,0.868490,0.270833,-0.416663,-0.076687,0.618217
2,oracle_boundary_teacher,0.420573,0.195312,0.885417,1.000000,0.097385,0.170719,0.905983,0.029658,0.662760,0.691406,0.195882,0.103874,0.346001
2,recovery_policy_shield,0.373698,0.406250,0.902344,0.945312,0.197988,0.665711,0.894273,0.139158,0.875000,0.500000,-0.119437,-0.187359,0.538784
2,robust_mpc_shield,0.471354,0.300781,0.925781,0.989583,0.251387,0.845977,0.906877,0.161205,0.916667,0.621094,-0.006231,-0.295557,0.534346
2,safety_filter_distillation,0.205729,0.558594,0.910156,0.977865,0.147028,0.334031,0.898342,0.128371,0.832031,0.368490,-0.308537,-0.060597,0.574553
2,shielded_behavior_cloning,0.102865,0.739583,0.917969,0.867188,0.136217,0.379320,0.855607,0.186088,0.897135,0.210938,-0.536433,-0.111044,0.666531
2,unfiltered_policy,0.029948,0.932292,0.929688,0.000000,0.000000,0.000000,0.000000,0.643610,0.933594,0.000000,-0.621556,0.021000,0.692344
3,action_clipping_filter,0.115885,0.605469,0.929688,0.964844,0.246282,0.784078,0.884503,0.161515,0.928385,0.339844,-0.554021,-0.297941,0.709793
3,adversarial_safety_critic,0.119792,0.696615,0.904948,0.764323,0.124713,0.320318,0.813839,0.275677,0.860677,0.226562,-0.475806,-0.061135,0.634245
3,boundary_learning_filter_v4,0.170573,0.622396,0.898438,0.953125,0.145729,0.315547,0.883002,0.111864,0.791667,0.300781,-0.380073,-0.031965,0.593549
3,cbf_safety_filter,0.359375,0.330729,0.921875,0.994792,0.269700,0.883698,0.897196,0.186562,0.938802,0.591146,-0.154971,-0.319691,0.583348
3,conformal_uncertainty_shield,0.333333,0.395833,0.917969,0.988281,0.318957,0.907102,0.898990,0.274762,0.927083,0.527344,-0.241059,-0.332618,0.616264
3,counterfactual_boundary_learning_filter_v5,0.236979,0.527344,0.897135,0.971354,0.157137,0.257870,0.898762,0.096979,0.777344,0.380208,-0.242134,-0.002616,0.537383
3,geometric_projection_filter,0.203125,0.550781,0.927083,0.837240,0.179624,0.651943,0.842520,0.238165,0.925781,0.385417,-0.383387,-0.229709,0.643790
3,lagrangian_safe_rl,0.156250,0.679688,0.906250,0.835938,0.115089,0.333375,0.841608,0.209429,0.873698,0.251302,-0.427831,-0.068214,0.624571
3,oracle_boundary_teacher,0.412760,0.248698,0.859375,1.000000,0.097333,0.170086,0.898925,0.030746,0.662760,0.611979,0.154264,0.128291,0.364561
3,recovery_policy_shield,0.369792,0.410156,0.929688,0.959635,0.201157,0.671685,0.885630,0.131026,0.851562,0.522135,-0.128040,-0.210665,0.542102
3,robust_mpc_shield,0.451823,0.290365,0.917969,0.992188,0.253146,0.844453,0.898488,0.143993,0.927083,0.626302,-0.020017,-0.290724,0.535053
3,safety_filter_distillation,0.222656,0.582031,0.906250,0.971354,0.145603,0.330563,0.888565,0.124995,0.832031,0.338542,-0.304759,-0.055564,0.577995
3,shielded_behavior_cloning,0.130208,0.694010,0.899740,0.850260,0.133725,0.370995,0.845313,0.166993,0.880208,0.226562,-0.477070,-0.082224,0.645032
3,unfiltered_policy,0.035156,0.929688,0.897135,0.000000,0.000000,0.000000,0.000000,0.626266,0.932292,0.000000,-0.614538,0.054130,0.690469
4,action_clipping_filter,0.115885,0.638021,0.927083,0.957031,0.245280,0.782063,0.892935,0.177729,0.942708,0.317708,-0.573877,-0.299747,0.719787
4,adversarial_safety_critic,0.144531,0.677083,0.908854,0.782552,0.128109,0.327479,0.811945,0.285743,0.863281,0.247396,-0.440354,-0.067968,0.624517
4,boundary_learning_filter_v4,0.166667,0.613281,0.889323,0.954427,0.144655,0.317096,0.888403,0.130848,0.820312,0.292969,-0.378349,-0.031579,0.591406
4,cbf_safety_filter,0.384115,0.350260,0.920573,0.989583,0.270321,0.883943,0.907010,0.191268,0.949219,0.570312,-0.141996,-0.321855,0.584791
4,conformal_uncertainty_shield,0.320312,0.382812,0.919271,0.984375,0.317910,0.907102,0.903874,0.288723,0.927083,0.540365,-0.245976,-0.333556,0.614513
4,counterfactual_boundary_learning_filter_v5,0.218750,0.567708,0.908854,0.966146,0.156721,0.257286,0.900000,0.106766,0.782552,0.352865,-0.286188,-0.017260,0.553801
4,geometric_projection_filter,0.191406,0.589844,0.920573,0.859375,0.185076,0.669773,0.848998,0.241997,0.944010,0.350260,-0.425263,-0.237686,0.661755
4,lagrangian_safe_rl,0.125000,0.701823,0.911458,0.830729,0.114838,0.332008,0.838558,0.215150,0.882812,0.226562,-0.473708,-0.076945,0.637695
4,oracle_boundary_teacher,0.441406,0.199219,0.885417,1.000000,0.097407,0.170859,0.907539,0.027012,0.660156,0.686198,0.214882,0.104892,0.343105
4,recovery_policy_shield,0.391927,0.417969,0.923177,0.951823,0.198362,0.669372,0.891161,0.152298,0.876302,0.505208,-0.108859,-0.209993,0.539394
4,robust_mpc_shield,0.486979,0.294271,0.937500,0.994792,0.253610,0.849609,0.904422,0.164750,0.932292,0.643229,0.012638,-0.313198,0.529974
4,safety_filter_distillation,0.166667,0.600260,0.917969,0.970052,0.145000,0.331359,0.893709,0.143378,0.859375,0.325521,-0.374031,-0.077358,0.595013
4,shielded_behavior_cloning,0.134115,0.725260,0.923177,0.850260,0.133004,0.372792,0.853602,0.206647,0.895833,0.220052,-0.492914,-0.111778,0.654336
4,unfiltered_policy,0.026042,0.932292,0.928385,0.000000,0.000000,0.000000,0.000000,0.644373,0.945312,0.000000,-0.625588,0.018708,0.693125
5,action_clipping_filter,0.135417,0.648438,0.925781,0.962240,0.246205,0.781167,0.881878,0.153994,0.954427,0.299479,-0.560384,-0.301762,0.719273
5,adversarial_safety_critic,0.144531,0.649740,0.894531,0.798177,0.130317,0.332120,0.811641,0.265825,0.851562,0.257812,-0.424657,-0.051371,0.616722
5,boundary_learning_filter_v4,0.179688,0.574219,0.888021,0.945312,0.144250,0.312539,0.877037,0.116201,0.802083,0.329427,-0.339231,-0.021568,0.575682
5,cbf_safety_filter,0.385417,0.361979,0.923177,0.986979,0.267220,0.875253,0.890014,0.191689,0.920573,0.563802,-0.145423,-0.312455,0.586680
5,conformal_uncertainty_shield,0.292969,0.381510,0.927083,0.990885,0.320228,0.907354,0.893863,0.267901,0.932292,0.549479,-0.274093,-0.343987,0.620013
5,counterfactual_boundary_learning_filter_v5,0.236979,0.514323,0.904948,0.976562,0.157792,0.258125,0.887918,0.107537,0.747396,0.391927,-0.234155,-0.001250,0.533365
5,geometric_projection_filter,0.187500,0.554688,0.930990,0.833333,0.179106,0.646818,0.832278,0.244990,0.930990,0.386719,-0.400807,-0.233657,0.647457
5,lagrangian_safe_rl,0.160156,0.687500,0.893229,0.838542,0.115167,0.333156,0.832808,0.204198,0.889323,0.226562,-0.428710,-0.059989,0.626278
5,oracle_boundary_teacher,0.451823,0.212240,0.882812,0.998698,0.097264,0.169641,0.895758,0.022756,0.627604,0.673177,0.217697,0.117523,0.345016
5,recovery_policy_shield,0.378906,0.378906,0.911458,0.959635,0.200107,0.671685,0.887583,0.139622,0.869792,0.533854,-0.098605,-0.196514,0.530090
5,robust_mpc_shield,0.472656,0.294271,0.912760,0.992188,0.251365,0.842344,0.891775,0.148866,0.917969,0.617188,-0.000048,-0.281373,0.531562
5,safety_filter_distillation,0.231771,0.567708,0.899740,0.976562,0.146101,0.331875,0.887918,0.124160,0.834635,0.346354,-0.286717,-0.049768,0.571836
5,shielded_behavior_cloning,0.125000,0.735677,0.901042,0.830729,0.130448,0.360393,0.819334,0.177188,0.907552,0.197917,-0.505687,-0.088680,0.657544
5,unfiltered_policy,0.023438,0.942708,0.937500,0.000000,0.000000,0.000000,0.000000,0.631063,0.942708,0.000000,-0.634850,0.009990,0.696979
6,action_clipping_filter,0.139323,0.625000,0.921875,0.955729,0.245043,0.774560,0.875923,0.166855,0.940104,0.320312,-0.539908,-0.290109,0.709990
6,adversarial_safety_critic,0.119792,0.690104,0.916667,0.782552,0.127709,0.324729,0.797707,0.266358,0.873698,0.230469,-0.473441,-0.078742,0.633230
6,boundary_learning_filter_v4,0.162760,0.608073,0.915365,0.955729,0.145374,0.315501,0.878877,0.099690,0.808594,0.328125,-0.378983,-0.053581,0.590459
6,cbf_safety_filter,0.369792,0.351562,0.917969,0.990885,0.269036,0.878557,0.893555,0.177867,0.946615,0.566406,-0.156155,-0.316594,0.587195
6,conformal_uncertainty_shield,0.325521,0.356771,0.919271,0.990885,0.320040,0.906217,0.892107,0.263431,0.923177,0.570312,-0.224602,-0.331549,0.605416
6,counterfactual_boundary_learning_filter_v5,0.209635,0.522135,0.882812,0.967448,0.156343,0.255354,0.881878,0.084455,0.747396,0.365885,-0.266335,0.021379,0.540741
6,geometric_projection_filter,0.196615,0.557292,0.925781,0.826823,0.177601,0.639237,0.819124,0.228801,0.942708,0.375000,-0.391099,-0.228824,0.645287
6,lagrangian_safe_rl,0.140625,0.696615,0.899740,0.822917,0.112495,0.327250,0.830671,0.212272,0.876302,0.223958,-0.452671,-0.060608,0.631911
6,oracle_boundary_teacher,0.438802,0.233073,0.875000,1.000000,0.097350,0.169594,0.893372,0.022377,0.665365,0.643229,0.191094,0.113080,0.354297
6,recovery_policy_shield,0.364583,0.423177,0.915365,0.960938,0.201194,0.669758,0.876289,0.127935,0.859375,0.494792,-0.141260,-0.198516,0.547086
6,robust_mpc_shield,0.485677,0.286458,0.917969,0.988281,0.251610,0.838828,0.891951,0.162696,0.921875,0.631510,0.018951,-0.286019,0.526080
6,safety_filter_distillation,0.197917,0.579427,0.906250,0.964844,0.144750,0.327234,0.878766,0.126593,0.835938,0.343750,-0.327737,-0.055774,0.581556
6,shielded_behavior_cloning,0.128906,0.716146,0.904948,0.816406,0.128193,0.353625,0.809944,0.183282,0.902344,0.210938,-0.487328,-0.087424,0.649295
6,unfiltered_policy,0.044271,0.928385,0.920573,0.000000,0.000000,0.000000,0.000000,0.626548,0.937500,0.000000,-0.604309,0.029354,0.688229
7,action_clipping_filter,0.115885,0.618490,0.921875,0.959635,0.244816,0.779263,0.883652,0.166923,0.936198,0.329427,-0.560857,-0.290855,0.713118
7,adversarial_safety_critic,0.143229,0.677083,0.915365,0.781250,0.128184,0.324844,0.802621,0.259870,0.847656,0.244792,-0.441195,-0.068877,0.624475
7,boundary_learning_filter_v4,0.153646,0.625000,0.902344,0.962240,0.146768,0.317917,0.883824,0.116076,0.800781,0.291667,-0.399957,-0.040091,0.598239
7,cbf_safety_filter,0.402344,0.329427,0.911458,0.985677,0.267759,0.873294,0.888244,0.178635,0.925781,0.580729,-0.107173,-0.300316,0.572740
7,conformal_uncertainty_shield,0.354167,0.343750,0.910156,0.990885,0.319614,0.905839,0.890014,0.267028,0.923177,0.567708,-0.186623,-0.321223,0.595398
7,counterfactual_boundary_learning_filter_v5,0.220052,0.526042,0.890625,0.959635,0.155742,0.253495,0.880707,0.111869,0.764323,0.372396,-0.257506,0.009364,0.539576
7,geometric_projection_filter,0.166667,0.591146,0.910156,0.825521,0.176945,0.639451,0.823904,0.234447,0.930990,0.332031,-0.443228,-0.211313,0.662018
7,lagrangian_safe_rl,0.166667,0.665365,0.904948,0.815104,0.112697,0.322820,0.813152,0.207089,0.876302,0.250000,-0.405247,-0.062732,0.616207
7,oracle_boundary_teacher,0.462240,0.213542,0.878906,0.998698,0.097383,0.169500,0.894813,0.032518,0.643229,0.665365,0.227619,0.116936,0.343354
7,recovery_policy_shield,0.395833,0.411458,0.912760,0.954427,0.199250,0.666964,0.881832,0.137988,0.855469,0.503906,-0.100495,-0.192343,0.536401
7,robust_mpc_shield,0.502604,0.290365,0.915365,0.989583,0.251657,0.839297,0.889211,0.144435,0.919271,0.625000,0.033847,-0.282599,0.524010
7,safety_filter_distillation,0.186198,0.583333,0.894531,0.971354,0.144954,0.330141,0.888076,0.135891,0.826823,0.320312,-0.342934,-0.042773,0.585536
7,shielded_behavior_cloning,0.141927,0.679688,0.911458,0.858073,0.135050,0.374948,0.857812,0.166536,0.881510,0.244792,-0.457106,-0.095334,0.638817
7,unfiltered_policy,0.035156,0.915365,0.928385,0.000000,0.000000,0.000000,0.000000,0.628417,0.940104,0.000000,-0.605497,0.020995,0.685885
8,action_clipping_filter,0.130208,0.643229,0.936198,0.963542,0.245808,0.786990,0.894699,0.173028,0.953125,0.321615,-0.563517,-0.313755,0.719276
8,adversarial_safety_critic,0.152344,0.660156,0.921875,0.782552,0.127506,0.326964,0.807754,0.290281,0.865885,0.263021,-0.421331,-0.080766,0.617368
8,boundary_learning_filter_v4,0.177083,0.614583,0.920573,0.954427,0.145789,0.316960,0.887591,0.128790,0.799479,0.320312,-0.368721,-0.056587,0.589927
8,cbf_safety_filter,0.361979,0.363281,0.929688,0.983073,0.267336,0.876354,0.897989,0.197716,0.932292,0.567708,-0.170685,-0.323413,0.591937
8,conformal_uncertainty_shield,0.322917,0.384115,0.929688,0.994792,0.321587,0.915690,0.905068,0.283437,0.929688,0.549479,-0.246883,-0.348581,0.616102
8,counterfactual_boundary_learning_filter_v5,0.221354,0.531250,0.898438,0.980469,0.158662,0.260859,0.903597,0.100699,0.759115,0.372396,-0.261760,-0.000271,0.542391
8,geometric_projection_filter,0.195312,0.565104,0.934896,0.850260,0.183175,0.661339,0.838760,0.241646,0.942708,0.380208,-0.403387,-0.247319,0.651703
8,lagrangian_safe_rl,0.152344,0.705729,0.915365,0.838542,0.115495,0.335125,0.843091,0.225643,0.881510,0.230469,-0.448765,-0.081297,0.633969
8,oracle_boundary_teacher,0.428385,0.229167,0.895833,0.998698,0.097328,0.170555,0.905983,0.020751,0.645833,0.666667,0.182625,0.097679,0.355242
8,recovery_policy_shield,0.397135,0.416667,0.920573,0.959635,0.201015,0.674286,0.892285,0.131396,0.869792,0.502604,-0.104407,-0.207594,0.539003
8,robust_mpc_shield,0.447917,0.295573,0.924479,0.993490,0.251867,0.849492,0.908571,0.166344,0.937500,0.627604,-0.027970,-0.302175,0.537875
8,safety_filter_distillation,0.196615,0.598958,0.911458,0.968750,0.144895,0.331172,0.896452,0.143683,0.841146,0.319010,-0.342235,-0.064650,0.588565
8,shielded_behavior_cloning,0.118490,0.720052,0.930990,0.859375,0.134972,0.376625,0.857363,0.191240,0.895833,0.220052,-0.507083,-0.121514,0.656609
8,unfiltered_policy,0.024740,0.924479,0.938802,0.000000,0.000000,0.000000,0.000000,0.644367,0.930990,0.000000,-0.622000,0.012813,0.690885
9,action_clipping_filter,0.108073,0.631510,0.927083,0.971354,0.248797,0.785982,0.880235,0.129679,0.924479,0.316406,-0.579626,-0.296341,0.720370
9,adversarial_safety_critic,0.149740,0.671875,0.878906,0.782552,0.127324,0.323354,0.787829,0.260737,0.864583,0.233073,-0.430644,-0.036491,0.621173
9,boundary_learning_filter_v4,0.161458,0.609375,0.899740,0.946615,0.144620,0.311628,0.868852,0.100033,0.816406,0.304688,-0.380159,-0.038816,0.590535
9,cbf_safety_filter,0.377604,0.337240,0.908854,0.990885,0.268588,0.875253,0.883721,0.178282,0.928385,0.575521,-0.138265,-0.300111,0.580572
9,conformal_uncertainty_shield,0.350260,0.359375,0.908854,0.996094,0.322875,0.908617,0.888406,0.250543,0.917969,0.550781,-0.202011,-0.320588,0.602099
9,counterfactual_boundary_learning_filter_v5,0.229167,0.501302,0.882812,0.973958,0.157301,0.256411,0.878944,0.082343,0.781250,0.388021,-0.233515,0.011708,0.530467
9,geometric_projection_filter,0.186198,0.566406,0.915365,0.822917,0.177143,0.634432,0.811548,0.219846,0.928385,0.351562,-0.406513,-0.212780,0.649628
9,lagrangian_safe_rl,0.148438,0.669271,0.895833,0.816406,0.113017,0.322711,0.811594,0.194925,0.868490,0.238281,-0.426596,-0.051787,0.621148
9,oracle_boundary_teacher,0.425781,0.214844,0.872396,0.998698,0.097371,0.169008,0.888567,0.019571,0.648438,0.657552,0.189274,0.121293,0.351001
9,recovery_policy_shield,0.391927,0.391927,0.906250,0.960938,0.201288,0.668602,0.873614,0.123308,0.871094,0.515625,-0.093113,-0.190970,0.531495
9,robust_mpc_shield,0.463542,0.294271,0.915365,0.989583,0.252417,0.837891,0.887273,0.128972,0.924479,0.619792,-0.008871,-0.284709,0.533040
9,safety_filter_distillation,0.200521,0.595052,0.893229,0.973958,0.144995,0.329391,0.876009,0.128196,0.854167,0.312500,-0.335413,-0.049499,0.586338
9,shielded_behavior_cloning,0.143229,0.692708,0.904948,0.846354,0.133332,0.365784,0.820553,0.158930,0.878906,0.227865,-0.461659,-0.084775,0.641315
9,unfiltered_policy,0.035156,0.927083,0.924479,0.000000,0.000000,0.000000,0.000000,0.608044,0.930990,0.000000,-0.612894,0.027260,0.689635
