seed,stress_level,method,task_success,deployed_violation,unshielded_violation,intervention_rate,intervention_severity,filter_dependence,boundary_f1,boundary_ece,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret
1,1.0,lagrangian_safe_rl,0.083333,0.719444,0.933333,0.863889,0.122427,0.346033,0.852512,0.214987,0.902778,0.225000,-0.532816,-0.112787,0.654716
1,1.0,oracle_boundary_teacher,0.394444,0.197222,0.925000,1.000000,0.102030,0.171900,0.918919,0.020453,0.655556,0.727778,0.166135,0.064521,0.352816
1,1.0,recovery_policy_shield,0.341667,0.419444,0.955556,0.977778,0.210488,0.690256,0.905775,0.130961,0.911111,0.544444,-0.169321,-0.263827,0.554607
1,1.0,robust_mpc_shield,0.419444,0.313889,0.930556,0.997222,0.262058,0.857750,0.920301,0.156717,0.950000,0.619444,-0.073502,-0.318164,0.552256
1,1.0,safety_filter_distillation,0.111111,0.633333,0.922222,0.988889,0.152930,0.339800,0.912387,0.120621,0.900000,0.297222,-0.456212,-0.100594,0.619148
1,1.0,shielded_behavior_cloning,0.094444,0.763889,0.947222,0.905556,0.146072,0.396239,0.863924,0.190727,0.930556,0.208333,-0.566680,-0.159345,0.679797
1,1.0,unfiltered_policy,0.025000,0.944444,0.950000,0.000000,0.000000,0.000000,0.000000,0.664833,0.941667,0.000000,-0.634333,-0.002222,0.697222
2,0.0,action_clipping_filter,0.305556,0.530556,0.811111,0.875000,0.206442,0.668650,0.737430,0.074455,0.827778,0.300000,-0.276497,-0.093318,0.626864
2,0.0,adversarial_safety_critic,0.247222,0.636111,0.758333,0.394444,0.058814,0.155956,0.516484,0.209790,0.697222,0.127778,-0.254336,0.211548,0.557812
2,0.0,boundary_learning_filter_v4,0.338889,0.505556,0.738889,0.713889,0.097610,0.220694,0.655532,0.099376,0.602778,0.263889,-0.099829,0.235220,0.502453
2,0.0,cbf_safety_filter,0.558333,0.294444,0.816667,0.863889,0.209312,0.724322,0.746717,0.149639,0.819444,0.522222,0.122444,-0.103884,0.501950
2,0.0,conformal_uncertainty_shield,0.519444,0.319444,0.783333,0.886111,0.253086,0.764144,0.743068,0.219186,0.813889,0.472222,0.046725,-0.093065,0.525586
2,0.0,counterfactual_boundary_learning_filter_v5,0.416667,0.430556,0.747222,0.730556,0.105400,0.182622,0.696907,0.060923,0.555556,0.341667,0.034328,0.258008,0.452131
2,0.0,geometric_projection_filter,0.341667,0.561111,0.752778,0.513889,0.102009,0.376289,0.584767,0.166267,0.822222,0.236111,-0.169606,0.093259,0.572339
2,0.0,lagrangian_safe_rl,0.341667,0.622222,0.775000,0.500000,0.062237,0.184800,0.537313,0.166412,0.711111,0.144444,-0.155349,0.181608,0.541756
2,0.0,oracle_boundary_teacher,0.638889,0.086111,0.677778,0.941667,0.076462,0.150600,0.759358,0.039610,0.427778,0.600000,0.500162,0.401295,0.261213
2,0.0,recovery_policy_shield,0.569444,0.350000,0.777778,0.758333,0.142886,0.504433,0.731313,0.112899,0.722222,0.425000,0.166118,0.058048,0.452363
2,0.0,robust_mpc_shield,0.625000,0.266667,0.780556,0.902778,0.206249,0.722500,0.749543,0.083903,0.797222,0.525000,0.211497,-0.056698,0.469758
2,0.0,safety_filter_distillation,0.375000,0.466667,0.769444,0.758333,0.100617,0.242400,0.690909,0.102722,0.655556,0.294444,-0.044168,0.181745,0.491932
2,0.0,shielded_behavior_cloning,0.294444,0.602778,0.772222,0.552778,0.078616,0.228211,0.622328,0.135522,0.719444,0.163889,-0.205635,0.162326,0.555936
2,0.0,unfiltered_policy,0.219444,0.811111,0.813889,0.000000,0.000000,0.000000,0.000000,0.453077,0.827778,0.000000,-0.349507,0.176211,0.615667
2,0.2,action_clipping_filter,0.247222,0.552778,0.855556,0.894444,0.215007,0.699706,0.785340,0.132754,0.844444,0.327778,-0.359383,-0.157578,0.650910
2,0.2,adversarial_safety_critic,0.261111,0.616667,0.838889,0.558333,0.084689,0.223667,0.623894,0.246876,0.775000,0.205556,-0.248690,0.078924,0.561595
2,0.2,boundary_learning_filter_v4,0.261111,0.555556,0.797222,0.861111,0.120564,0.273681,0.766488,0.104465,0.713889,0.275000,-0.228840,0.116672,0.544499
2,0.2,cbf_safety_filter,0.525000,0.283333,0.886111,0.927778,0.231948,0.792211,0.793162,0.174549,0.861111,0.605556,0.074997,-0.215197,0.517283
2,0.2,conformal_uncertainty_shield,0.477778,0.336111,0.852778,0.944444,0.279590,0.831236,0.795262,0.252680,0.830556,0.513889,-0.027814,-0.198411,0.552074
2,0.2,counterfactual_boundary_learning_filter_v5,0.363889,0.441667,0.805556,0.869444,0.128954,0.220811,0.765957,0.102490,0.666667,0.369444,-0.041562,0.146442,0.475065
2,0.2,geometric_projection_filter,0.294444,0.544444,0.830556,0.641667,0.129701,0.476967,0.659751,0.197599,0.866667,0.286111,-0.235872,-0.040192,0.593515
2,0.2,lagrangian_safe_rl,0.297222,0.633333,0.850000,0.633333,0.080460,0.241850,0.663883,0.194955,0.775000,0.222222,-0.224856,0.061937,0.564327
2,0.2,oracle_boundary_teacher,0.569444,0.141667,0.750000,0.986111,0.083968,0.161300,0.815182,0.020694,0.502778,0.613889,0.389130,0.298046,0.295515
2,0.2,recovery_policy_shield,0.550000,0.313889,0.833333,0.886111,0.172747,0.597139,0.785965,0.125113,0.788889,0.519444,0.141754,-0.056213,0.461196
2,0.2,robust_mpc_shield,0.594444,0.227778,0.830556,0.963889,0.226422,0.788750,0.809365,0.180790,0.833333,0.597222,0.185488,-0.144875,0.475006
2,0.2,safety_filter_distillation,0.311111,0.494444,0.800000,0.875000,0.119493,0.285900,0.770318,0.125171,0.719444,0.311111,-0.141752,0.110371,0.522217
2,0.2,shielded_behavior_cloning,0.236111,0.663889,0.805556,0.644444,0.094420,0.270761,0.683230,0.149656,0.733333,0.163889,-0.317448,0.103171,0.595109
2,0.2,unfiltered_policy,0.141667,0.847222,0.844444,0.000000,0.000000,0.000000,0.000000,0.527261,0.850000,0.000000,-0.452567,0.136278,0.642778
2,0.4,action_clipping_filter,0.202778,0.550000,0.866667,0.947222,0.233821,0.749394,0.826446,0.110833,0.913889,0.341667,-0.418828,-0.212035,0.668260
2,0.4,adversarial_safety_critic,0.177778,0.688889,0.852778,0.633333,0.098513,0.257767,0.695122,0.253914,0.755556,0.177778,-0.391062,0.051810,0.607953
2,0.4,boundary_learning_filter_v4,0.241667,0.536111,0.844444,0.913889,0.130937,0.295069,0.822934,0.091927,0.705556,0.322222,-0.243890,0.062386,0.546599
2,0.4,cbf_safety_filter,0.472222,0.294444,0.877778,0.966667,0.247071,0.837383,0.839869,0.175177,0.880556,0.583333,0.000151,-0.233455,0.539537
2,0.4,conformal_uncertainty_shield,0.458333,0.294444,0.872222,0.977778,0.296701,0.874078,0.844156,0.259454,0.875000,0.575000,-0.035057,-0.249141,0.550851
2,0.4,counterfactual_boundary_learning_filter_v5,0.311111,0.522222,0.847222,0.905556,0.138990,0.233489,0.813559,0.090095,0.683333,0.333333,-0.152299,0.089566,0.514726
2,0.4,geometric_projection_filter,0.250000,0.566667,0.877778,0.702778,0.144414,0.533228,0.735010,0.219350,0.902778,0.319444,-0.311222,-0.123127,0.618915
2,0.4,lagrangian_safe_rl,0.213889,0.677778,0.858333,0.711111,0.093185,0.278017,0.757692,0.189795,0.808333,0.205556,-0.349789,0.024903,0.601846
2,0.4,oracle_boundary_teacher,0.577778,0.141667,0.816667,0.997222,0.089431,0.165100,0.844302,0.048124,0.563889,0.677778,0.395395,0.210755,0.295287
2,0.4,recovery_policy_shield,0.458333,0.377778,0.850000,0.911111,0.181324,0.619956,0.810811,0.153557,0.797222,0.455556,-0.000195,-0.089215,0.504255
2,0.4,robust_mpc_shield,0.505556,0.263889,0.872222,0.983333,0.238342,0.814500,0.841424,0.127399,0.855556,0.611111,0.062389,-0.207823,0.509575
2,0.4,safety_filter_distillation,0.272222,0.516667,0.863889,0.938889,0.132544,0.311300,0.827243,0.101737,0.741667,0.344444,-0.204740,0.026548,0.542503
2,0.4,shielded_behavior_cloning,0.200000,0.694444,0.844444,0.766667,0.114303,0.324683,0.751852,0.163841,0.822222,0.188889,-0.390485,0.012459,0.622159
2,0.4,unfiltered_policy,0.066667,0.863889,0.880556,0.000000,0.000000,0.000000,0.000000,0.546890,0.902778,0.000000,-0.540487,0.082300,0.663111
2,0.6,action_clipping_filter,0.169444,0.605556,0.900000,0.961111,0.241564,0.772806,0.864434,0.148114,0.933333,0.313889,-0.495194,-0.263654,0.696907
2,0.6,adversarial_safety_critic,0.169444,0.658333,0.897222,0.736111,0.118040,0.301156,0.743590,0.258074,0.805556,0.247222,-0.394657,-0.026397,0.608564
2,0.6,boundary_learning_filter_v4,0.200000,0.605556,0.869444,0.944444,0.140242,0.308972,0.856683,0.110724,0.727778,0.288889,-0.336180,0.020789,0.580498
2,0.6,cbf_safety_filter,0.394444,0.352778,0.933333,0.983333,0.260487,0.863233,0.869291,0.190057,0.936111,0.580556,-0.125959,-0.321114,0.579276
2,0.6,conformal_uncertainty_shield,0.352778,0.333333,0.908333,0.991667,0.313826,0.898867,0.874608,0.255833,0.916667,0.572222,-0.178420,-0.313472,0.590464
2,0.6,counterfactual_boundary_learning_filter_v5,0.250000,0.472222,0.872222,0.961111,0.151606,0.251611,0.864434,0.128897,0.755556,0.405556,-0.191059,0.034219,0.515394
2,0.6,geometric_projection_filter,0.211111,0.552778,0.894444,0.797222,0.167632,0.614772,0.809859,0.224824,0.905556,0.341667,-0.365537,-0.175076,0.636213
2,0.6,lagrangian_safe_rl,0.158333,0.655556,0.888889,0.797222,0.106714,0.313833,0.799296,0.198816,0.852778,0.252778,-0.404137,-0.035030,0.612580
2,0.6,oracle_boundary_teacher,0.452778,0.177778,0.838889,1.000000,0.094148,0.168150,0.876755,0.021453,0.586111,0.661111,0.241632,0.176173,0.333058
2,0.6,recovery_policy_shield,0.400000,0.394444,0.891667,0.933333,0.190252,0.646267,0.855754,0.131007,0.844444,0.502778,-0.078734,-0.158041,0.526020
2,0.6,robust_mpc_shield,0.541667,0.250000,0.897222,0.991667,0.246465,0.833250,0.871473,0.147736,0.905556,0.647222,0.102342,-0.255052,0.501620
2,0.6,safety_filter_distillation,0.236111,0.558333,0.880556,0.966667,0.141249,0.324600,0.858506,0.113990,0.794444,0.336111,-0.273470,-0.014546,0.566221
2,0.6,shielded_behavior_cloning,0.163889,0.675000,0.900000,0.800000,0.122451,0.344617,0.797891,0.170605,0.875000,0.252778,-0.421802,-0.067859,0.627017
2,0.6,unfiltered_policy,0.025000,0.936111,0.894444,0.000000,0.000000,0.000000,0.000000,0.608407,0.900000,0.000000,-0.629073,0.066100,0.694556
2,0.8,action_clipping_filter,0.119444,0.647222,0.925000,0.969444,0.249773,0.793589,0.897397,0.180410,0.975000,0.291667,-0.579605,-0.312636,0.724212
2,0.8,adversarial_safety_critic,0.113889,0.686111,0.922222,0.813889,0.132924,0.340144,0.817420,0.290221,0.877778,0.247222,-0.481589,-0.092124,0.635921
2,0.8,boundary_learning_filter_v4,0.138889,0.611111,0.919444,0.972222,0.148923,0.325111,0.911315,0.116745,0.813889,0.327778,-0.408475,-0.064006,0.597997
2,0.8,cbf_safety_filter,0.352778,0.338889,0.947222,0.991667,0.268860,0.889083,0.913767,0.226899,0.961111,0.611111,-0.167760,-0.353907,0.587774
2,0.8,conformal_uncertainty_shield,0.322222,0.388889,0.925000,0.991667,0.322899,0.916650,0.910741,0.288663,0.938889,0.536111,-0.251183,-0.347428,0.618120
2,0.8,counterfactual_boundary_learning_filter_v5,0.172222,0.558333,0.902778,0.983333,0.160366,0.262733,0.911854,0.117072,0.772222,0.355556,-0.330425,-0.011409,0.561416
2,0.8,geometric_projection_filter,0.172222,0.611111,0.925000,0.830556,0.178556,0.653039,0.855721,0.255718,0.952778,0.336111,-0.453268,-0.238459,0.669216
2,0.8,lagrangian_safe_rl,0.125000,0.708333,0.927778,0.875000,0.121154,0.350350,0.859451,0.219143,0.911111,0.238889,-0.483295,-0.109853,0.643116
2,0.8,oracle_boundary_teacher,0.405556,0.219444,0.913889,1.000000,0.098139,0.171600,0.915663,0.027975,0.633333,0.694444,0.164759,0.082689,0.356968
2,0.8,recovery_policy_shield,0.380556,0.394444,0.930556,0.961111,0.201629,0.679156,0.904615,0.146427,0.902778,0.527778,-0.108638,-0.228977,0.535903
2,0.8,robust_mpc_shield,0.488889,0.258333,0.938889,0.994444,0.254692,0.853000,0.912387,0.158924,0.933333,0.680556,0.036305,-0.315153,0.518693
2,0.8,safety_filter_distillation,0.194444,0.600000,0.916667,0.983333,0.147967,0.337800,0.911854,0.141858,0.852778,0.327778,-0.347340,-0.076432,0.590681
2,0.8,shielded_behavior_cloning,0.111111,0.716667,0.913889,0.875000,0.137864,0.382183,0.846527,0.192086,0.891667,0.230556,-0.514503,-0.105787,0.658189
2,0.8,unfiltered_policy,0.011111,0.952778,0.941667,0.000000,0.000000,0.000000,0.000000,0.652134,0.963889,0.000000,-0.653927,-0.001100,0.702667
2,1.0,action_clipping_filter,0.083333,0.650000,0.944444,0.983333,0.256753,0.809117,0.915408,0.179847,0.966667,0.305556,-0.623734,-0.337395,0.735443
2,1.0,adversarial_safety_critic,0.158333,0.663889,0.936111,0.888889,0.148678,0.373511,0.866242,0.269021,0.900000,0.291667,-0.432892,-0.126278,0.626761
2,1.0,boundary_learning_filter_v4,0.130556,0.644444,0.897222,0.980556,0.155326,0.328319,0.913767,0.103913,0.827778,0.263889,-0.440603,-0.049613,0.611868
2,1.0,cbf_safety_filter,0.327778,0.352778,0.933333,0.994444,0.278426,0.894044,0.918919,0.187940,0.958333,0.580556,-0.206078,-0.343819,0.599535
2,1.0,conformal_uncertainty_shield,0.266667,0.438889,0.930556,0.997222,0.332691,0.925272,0.920540,0.272212,0.958333,0.500000,-0.344622,-0.366588,0.648028
2,1.0,counterfactual_boundary_learning_filter_v5,0.186111,0.552778,0.911111,1.000000,0.167534,0.267867,0.922156,0.079189,0.783333,0.372222,-0.315677,-0.025897,0.558767
2,1.0,geometric_projection_filter,0.138889,0.613889,0.952778,0.911111,0.200587,0.714311,0.880503,0.230285,0.963889,0.355556,-0.507990,-0.296868,0.688090
2,1.0,lagrangian_safe_rl,0.102778,0.727778,0.938889,0.900000,0.127353,0.361200,0.873418,0.205539,0.900000,0.225000,-0.522453,-0.123853,0.656201
2,1.0,oracle_boundary_teacher,0.333333,0.255556,0.930556,1.000000,0.102204,0.172200,0.922156,0.012319,0.647222,0.675000,0.066139,0.058234,0.383772
2,1.0,recovery_policy_shield,0.347222,0.408333,0.944444,0.977778,0.211143,0.691489,0.909091,0.117734,0.933333,0.536111,-0.157009,-0.259492,0.550207
2,1.0,robust_mpc_shield,0.430556,0.275000,0.950000,0.997222,0.260000,0.858500,0.920540,0.179494,0.950000,0.675000,-0.037044,-0.336006,0.537309
2,1.0,safety_filter_distillation,0.172222,0.563889,0.922222,0.983333,0.151848,0.338400,0.912387,0.137226,0.863889,0.369444,-0.348720,-0.085596,0.584341
2,1.0,shielded_behavior_cloning,0.088889,0.722222,0.936111,0.902778,0.144732,0.398794,0.890995,0.190629,0.925000,0.222222,-0.546236,-0.146005,0.667640
2,1.0,unfiltered_policy,0.011111,0.963889,0.941667,0.000000,0.000000,0.000000,0.000000,0.684431,0.958333,0.000000,-0.660940,0.000211,0.706222
3,0.0,action_clipping_filter,0.275000,0.500000,0.827778,0.863889,0.204487,0.671994,0.779412,0.138482,0.844444,0.347222,-0.288845,-0.115441,0.623247
3,0.0,adversarial_safety_critic,0.241667,0.622222,0.794444,0.419444,0.062634,0.165489,0.515625,0.236060,0.705556,0.161111,-0.254305,0.169063,0.556311
3,0.0,boundary_learning_filter_v4,0.375000,0.475000,0.766667,0.788889,0.107303,0.246653,0.707930,0.087869,0.616667,0.308333,-0.051246,0.193659,0.490313
3,0.0,cbf_safety_filter,0.558333,0.305556,0.819444,0.891667,0.218057,0.749650,0.750903,0.163143,0.827778,0.511111,0.107860,-0.120417,0.510119
3,0.0,conformal_uncertainty_shield,0.483333,0.358333,0.786111,0.863889,0.249250,0.747439,0.731618,0.242507,0.794444,0.419444,-0.010653,-0.085169,0.542558
3,0.0,counterfactual_boundary_learning_filter_v5,0.447222,0.444444,0.741667,0.738889,0.106499,0.186122,0.709419,0.096158,0.591667,0.319444,0.056079,0.251412,0.451082
3,0.0,geometric_projection_filter,0.369444,0.558333,0.794444,0.588889,0.117325,0.435739,0.642697,0.176032,0.811111,0.244444,-0.155452,0.031017,0.575785
3,0.0,lagrangian_safe_rl,0.313889,0.605556,0.763889,0.530556,0.066788,0.201483,0.613208,0.162241,0.736111,0.166667,-0.178133,0.178257,0.544800
3,0.0,oracle_boundary_teacher,0.658333,0.113889,0.705556,0.927778,0.075435,0.150050,0.779541,0.038259,0.447222,0.602778,0.503102,0.367586,0.265962
3,0.0,recovery_policy_shield,0.569444,0.369444,0.825000,0.786111,0.148693,0.520056,0.709302,0.131505,0.694444,0.452778,0.149056,0.011732,0.461505
3,0.0,robust_mpc_shield,0.675000,0.283333,0.808333,0.900000,0.206122,0.726750,0.764811,0.123288,0.808333,0.536111,0.251767,-0.088856,0.465579
3,0.0,safety_filter_distillation,0.397222,0.486111,0.769444,0.780556,0.103400,0.251600,0.712062,0.099986,0.666667,0.286111,-0.036145,0.174352,0.495315
3,0.0,shielded_behavior_cloning,0.297222,0.650000,0.788889,0.550000,0.078236,0.229233,0.631090,0.155572,0.727778,0.141667,-0.232668,0.141409,0.570546
3,0.0,unfiltered_policy,0.186111,0.811111,0.816667,0.000000,0.000000,0.000000,0.000000,0.487839,0.833333,0.000000,-0.383907,0.171100,0.622333
3,0.2,action_clipping_filter,0.236111,0.522222,0.852778,0.919444,0.220242,0.721206,0.797274,0.134043,0.875000,0.350000,-0.357358,-0.172031,0.646877
3,0.2,adversarial_safety_critic,0.247222,0.666667,0.844444,0.544444,0.082753,0.221589,0.650442,0.258033,0.791667,0.166667,-0.293610,0.067626,0.579775
3,0.2,boundary_learning_filter_v4,0.283333,0.530556,0.813889,0.811111,0.113599,0.261139,0.781022,0.115162,0.683333,0.305556,-0.185617,0.116335,0.529296
3,0.2,cbf_safety_filter,0.516667,0.316667,0.861111,0.922222,0.229181,0.790906,0.799320,0.199834,0.866667,0.538889,0.046416,-0.192077,0.528961
3,0.2,conformal_uncertainty_shield,0.450000,0.341667,0.847222,0.938889,0.277552,0.833931,0.818182,0.269134,0.850000,0.505556,-0.059936,-0.199994,0.559364
3,0.2,counterfactual_boundary_learning_filter_v5,0.347222,0.483333,0.816667,0.822222,0.121653,0.210156,0.760870,0.122091,0.688889,0.361111,-0.080831,0.132301,0.489138
3,0.2,geometric_projection_filter,0.269444,0.611111,0.872222,0.583333,0.118383,0.439383,0.656652,0.229870,0.869444,0.275000,-0.292997,-0.069479,0.613302
3,0.2,lagrangian_safe_rl,0.258333,0.677778,0.816667,0.594444,0.076260,0.226567,0.629787,0.219045,0.800000,0.177778,-0.288785,0.091935,0.583737
3,0.2,oracle_boundary_teacher,0.611111,0.130556,0.758333,0.963889,0.082008,0.159550,0.842454,0.054963,0.530556,0.636111,0.440058,0.283590,0.283063
3,0.2,recovery_policy_shield,0.500000,0.375000,0.836111,0.808333,0.157349,0.550683,0.782450,0.124598,0.763889,0.452778,0.065282,-0.034580,0.482405
3,0.2,robust_mpc_shield,0.613889,0.241667,0.872222,0.947222,0.221187,0.777500,0.807370,0.155547,0.841667,0.630556,0.200541,-0.183988,0.473269
3,0.2,safety_filter_distillation,0.338889,0.513889,0.825000,0.872222,0.118509,0.288200,0.800000,0.125994,0.736111,0.330556,-0.125532,0.079667,0.522982
3,0.2,shielded_behavior_cloning,0.227778,0.661111,0.847222,0.669444,0.097234,0.283028,0.708249,0.163864,0.811111,0.213889,-0.327551,0.033096,0.597865
3,0.2,unfiltered_policy,0.144444,0.836111,0.847222,0.000000,0.000000,0.000000,0.000000,0.541315,0.861111,0.000000,-0.442687,0.130578,0.638667
3,0.4,action_clipping_filter,0.177778,0.580556,0.900000,0.947222,0.232739,0.758711,0.851133,0.154893,0.911111,0.341667,-0.465458,-0.249171,0.683961
3,0.4,adversarial_safety_critic,0.163889,0.669444,0.861111,0.625000,0.097545,0.257767,0.709163,0.286563,0.797222,0.191667,-0.392842,0.031512,0.604335
3,0.4,boundary_learning_filter_v4,0.272222,0.547222,0.861111,0.922222,0.132859,0.300611,0.840722,0.117730,0.761111,0.319444,-0.221029,0.026922,0.545055
3,0.4,cbf_safety_filter,0.425000,0.330556,0.872222,0.969444,0.248394,0.847828,0.856230,0.212047,0.897222,0.541667,-0.073838,-0.239042,0.562028
3,0.4,conformal_uncertainty_shield,0.444444,0.325000,0.897222,0.986111,0.299482,0.891053,0.867089,0.296405,0.900000,0.569444,-0.072862,-0.289592,0.565944
3,0.4,counterfactual_boundary_learning_filter_v5,0.277778,0.505556,0.875000,0.908333,0.138757,0.237533,0.844371,0.109167,0.688889,0.375000,-0.176918,0.058570,0.516503
3,0.4,geometric_projection_filter,0.222222,0.600000,0.891667,0.691667,0.143524,0.531633,0.749049,0.254687,0.900000,0.302778,-0.360354,-0.137051,0.634786
3,0.4,lagrangian_safe_rl,0.188889,0.708333,0.877778,0.716667,0.093451,0.281050,0.751402,0.216182,0.836111,0.175000,-0.395557,-0.005503,0.617036
3,0.4,oracle_boundary_teacher,0.547222,0.136111,0.830556,0.997222,0.089218,0.167200,0.871069,0.052343,0.588889,0.694444,0.367012,0.188215,0.299834
3,0.4,recovery_policy_shield,0.513889,0.394444,0.875000,0.927778,0.183869,0.635989,0.824877,0.139719,0.844444,0.480556,0.042690,-0.134112,0.500860
3,0.4,robust_mpc_shield,0.591667,0.252778,0.875000,0.983333,0.236758,0.823500,0.862124,0.159536,0.891667,0.625000,0.156934,-0.222301,0.489592
3,0.4,safety_filter_distillation,0.288889,0.575000,0.858333,0.927778,0.131138,0.312400,0.857610,0.135022,0.822222,0.300000,-0.224173,0.006284,0.557715
3,0.4,shielded_behavior_cloning,0.188889,0.711111,0.883333,0.708333,0.105795,0.303983,0.744361,0.190477,0.861111,0.188889,-0.405891,-0.029674,0.625699
3,0.4,unfiltered_policy,0.077778,0.872222,0.886111,0.000000,0.000000,0.000000,0.000000,0.577733,0.900000,0.000000,-0.534280,0.077533,0.663556
3,0.6,action_clipping_filter,0.147222,0.625000,0.877778,0.952778,0.239712,0.759189,0.839546,0.152612,0.905556,0.283333,-0.527154,-0.228869,0.705606
3,0.6,adversarial_safety_critic,0.166667,0.666667,0.863889,0.738889,0.118339,0.301278,0.744444,0.233903,0.836111,0.225000,-0.402895,-0.002656,0.611854
3,0.6,boundary_learning_filter_v4,0.216667,0.544444,0.861111,0.950000,0.140654,0.308000,0.837662,0.088272,0.788889,0.325000,-0.280332,0.013348,0.557567
3,0.6,cbf_safety_filter,0.391667,0.294444,0.883333,0.988889,0.261647,0.862972,0.860317,0.172097,0.927778,0.591667,-0.092289,-0.266938,0.561342
3,0.6,conformal_uncertainty_shield,0.355556,0.302778,0.883333,0.986111,0.310941,0.887819,0.858506,0.247535,0.880556,0.580556,-0.153233,-0.272035,0.578286
3,0.6,counterfactual_boundary_learning_filter_v5,0.266667,0.455556,0.852778,0.972222,0.152823,0.252622,0.852564,0.111386,0.719444,0.402778,-0.163892,0.064756,0.507067
3,0.6,geometric_projection_filter,0.205556,0.569444,0.869444,0.772222,0.161682,0.588806,0.771739,0.224637,0.922222,0.322222,-0.374900,-0.145143,0.638471
3,0.6,lagrangian_safe_rl,0.138889,0.700000,0.866667,0.791667,0.105967,0.308700,0.776386,0.182478,0.808333,0.205556,-0.451019,0.000720,0.629940
3,0.6,oracle_boundary_teacher,0.452778,0.200000,0.850000,1.000000,0.093908,0.167100,0.864353,0.072805,0.630556,0.650000,0.227884,0.151445,0.340000
3,0.6,recovery_policy_shield,0.411111,0.411111,0.883333,0.930556,0.190403,0.638661,0.834154,0.143799,0.833333,0.466667,-0.076316,-0.143962,0.528245
3,0.6,robust_mpc_shield,0.530556,0.255556,0.905556,0.983333,0.245866,0.822000,0.859873,0.156190,0.888889,0.650000,0.089782,-0.254594,0.504163
3,0.6,safety_filter_distillation,0.225000,0.550000,0.883333,0.972222,0.142102,0.324800,0.852564,0.094795,0.827778,0.347222,-0.279963,-0.027520,0.565954
3,0.6,shielded_behavior_cloning,0.130556,0.700000,0.883333,0.822222,0.125968,0.351389,0.792982,0.186478,0.869444,0.216667,-0.474347,-0.054140,0.643130
3,0.6,unfiltered_policy,0.050000,0.897222,0.880556,0.000000,0.000000,0.000000,0.000000,0.569030,0.919444,0.000000,-0.578727,0.075900,0.677111
3,0.8,action_clipping_filter,0.105556,0.616667,0.925000,0.966667,0.247180,0.789767,0.897833,0.163359,0.941667,0.333333,-0.573142,-0.300039,0.716287
3,0.8,adversarial_safety_critic,0.108333,0.697222,0.908333,0.805556,0.130842,0.337211,0.826531,0.281164,0.886111,0.241667,-0.493150,-0.079728,0.639861
3,0.8,boundary_learning_filter_v4,0.144444,0.613889,0.913889,0.944444,0.143231,0.313347,0.880878,0.140575,0.783333,0.308333,-0.400508,-0.043876,0.595339
3,0.8,cbf_safety_filter,0.372222,0.325000,0.936111,0.994444,0.271823,0.886994,0.905488,0.194479,0.958333,0.616667,-0.139366,-0.340960,0.579723
3,0.8,conformal_uncertainty_shield,0.338889,0.341667,0.944444,1.000000,0.323848,0.919883,0.905775,0.277448,0.941667,0.608333,-0.205095,-0.367220,0.600234
3,0.8,counterfactual_boundary_learning_filter_v5,0.219444,0.536111,0.916667,0.988889,0.161273,0.262889,0.905199,0.101981,0.805556,0.386111,-0.267958,-0.033878,0.545043
3,0.8,geometric_projection_filter,0.197222,0.588889,0.927778,0.875000,0.188021,0.681967,0.858075,0.232516,0.955556,0.363889,-0.421938,-0.253205,0.662280
3,0.8,lagrangian_safe_rl,0.111111,0.697222,0.925000,0.838889,0.115265,0.331683,0.810000,0.238696,0.886111,0.233333,-0.485196,-0.091574,0.639039
3,0.8,oracle_boundary_teacher,0.411111,0.227778,0.894444,1.000000,0.098122,0.170700,0.905775,0.023656,0.644444,0.666667,0.165416,0.098974,0.358413
3,0.8,recovery_policy_shield,0.383333,0.383333,0.922222,0.972222,0.204967,0.681828,0.891975,0.162405,0.877778,0.536111,-0.100255,-0.214361,0.532713
3,0.8,robust_mpc_shield,0.436111,0.305556,0.950000,1.000000,0.254853,0.853500,0.905775,0.149144,0.944444,0.644444,-0.048115,-0.332377,0.544449
3,0.8,safety_filter_distillation,0.158333,0.600000,0.913889,0.988889,0.149120,0.338000,0.905199,0.142476,0.875000,0.322222,-0.384979,-0.081344,0.598135
3,0.8,shielded_behavior_cloning,0.108333,0.705556,0.927778,0.886111,0.138497,0.387294,0.862237,0.196677,0.913889,0.233333,-0.511558,-0.128019,0.655916
3,0.8,unfiltered_policy,0.025000,0.922222,0.944444,0.000000,0.000000,0.000000,0.000000,0.648388,0.955556,0.000000,-0.620307,-0.000122,0.690111
3,1.0,action_clipping_filter,0.086111,0.647222,0.969444,0.975000,0.253069,0.809833,0.928358,0.222295,0.961111,0.327778,-0.618193,-0.360114,0.733421
3,1.0,adversarial_safety_critic,0.091667,0.730556,0.941667,0.880556,0.147482,0.374244,0.883648,0.297106,0.894444,0.222222,-0.543573,-0.133662,0.661301
3,1.0,boundary_learning_filter_v4,0.141667,0.625000,0.952778,0.991667,0.155652,0.335125,0.934911,0.161443,0.869444,0.336111,-0.418313,-0.119352,0.604299
3,1.0,cbf_safety_filter,0.272222,0.358333,0.980556,1.000000,0.279308,0.907883,0.939617,0.220650,0.986111,0.622222,-0.269929,-0.405848,0.614244
