seed,stress_level,method,task_success,deployed_violation,unshielded_violation,intervention_rate,intervention_severity,filter_dependence,boundary_f1,boundary_ece,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret
3,1.0,conformal_uncertainty_shield,0.238889,0.400000,0.950000,1.000000,0.333976,0.936858,0.939617,0.300074,0.947222,0.552778,-0.351421,-0.386459,0.642761
3,1.0,counterfactual_boundary_learning_filter_v5,0.194444,0.580556,0.958333,0.986111,0.164957,0.266544,0.931751,0.126265,0.830556,0.380556,-0.323603,-0.087019,0.565366
3,1.0,geometric_projection_filter,0.108333,0.616667,0.961111,0.891667,0.195604,0.706567,0.890625,0.267188,0.972222,0.355556,-0.538294,-0.304611,0.693263
3,1.0,lagrangian_safe_rl,0.111111,0.722222,0.941667,0.886111,0.125327,0.358517,0.877743,0.248678,0.925000,0.233333,-0.509227,-0.132413,0.652070
3,1.0,oracle_boundary_teacher,0.325000,0.255556,0.933333,1.000000,0.101639,0.173850,0.939617,0.057585,0.694444,0.677778,0.057373,0.040637,0.385535
3,1.0,recovery_policy_shield,0.319444,0.416667,0.961111,0.980556,0.210288,0.700944,0.931548,0.158363,0.925000,0.552778,-0.192573,-0.277734,0.559410
3,1.0,robust_mpc_shield,0.366667,0.327778,0.961111,0.994444,0.260107,0.864250,0.936484,0.179203,0.966667,0.636111,-0.137467,-0.357186,0.567685
3,1.0,safety_filter_distillation,0.152778,0.619444,0.952778,0.994444,0.153415,0.345700,0.936484,0.163703,0.897222,0.344444,-0.405760,-0.131271,0.607165
3,1.0,shielded_behavior_cloning,0.097222,0.752778,0.958333,0.919444,0.148790,0.407994,0.898462,0.205465,0.947222,0.211111,-0.559927,-0.179839,0.677586
3,1.0,unfiltered_policy,0.013889,0.972222,0.947222,0.000000,0.000000,0.000000,0.000000,0.688215,0.972222,0.000000,-0.663333,-0.009722,0.708333
4,0.0,action_clipping_filter,0.263889,0.525000,0.825000,0.866667,0.203952,0.675817,0.780399,0.133831,0.825000,0.308333,-0.316699,-0.109130,0.633832
4,0.0,adversarial_safety_critic,0.277778,0.641667,0.788889,0.455556,0.068144,0.178444,0.516129,0.244632,0.722222,0.166667,-0.233483,0.163937,0.557857
4,0.0,boundary_learning_filter_v4,0.330556,0.530556,0.766667,0.794444,0.107866,0.250347,0.727619,0.128990,0.658333,0.252778,-0.133078,0.177044,0.517524
4,0.0,cbf_safety_filter,0.563889,0.294444,0.827778,0.883333,0.215063,0.747300,0.761221,0.187860,0.819444,0.530556,0.121940,-0.124341,0.504632
4,0.0,conformal_uncertainty_shield,0.541667,0.316667,0.791667,0.902778,0.259259,0.788394,0.769504,0.257494,0.791667,0.472222,0.064798,-0.104199,0.524274
4,0.0,counterfactual_boundary_learning_filter_v5,0.402778,0.450000,0.794444,0.738889,0.106318,0.187056,0.716832,0.080329,0.616667,0.369444,0.006573,0.189766,0.461828
4,0.0,geometric_projection_filter,0.350000,0.558333,0.850000,0.536111,0.107132,0.403394,0.648148,0.204075,0.836111,0.263889,-0.166132,-0.018701,0.573958
4,0.0,lagrangian_safe_rl,0.322222,0.627778,0.794444,0.508333,0.063786,0.191450,0.568720,0.181386,0.766667,0.200000,-0.180694,0.142217,0.548500
4,0.0,oracle_boundary_teacher,0.613889,0.116667,0.702778,0.941667,0.076678,0.152700,0.785467,0.049246,0.436111,0.600000,0.454595,0.371514,0.276282
4,0.0,recovery_policy_shield,0.580556,0.377778,0.805556,0.761111,0.144628,0.509572,0.729045,0.136970,0.697222,0.425000,0.158525,0.034898,0.459960
4,0.0,robust_mpc_shield,0.658333,0.205556,0.802778,0.911111,0.207290,0.739000,0.776014,0.150939,0.794444,0.597222,0.280883,-0.081644,0.445703
4,0.0,safety_filter_distillation,0.355556,0.500000,0.786111,0.783333,0.104252,0.252000,0.698656,0.143906,0.661111,0.269444,-0.088237,0.157761,0.508294
4,0.0,shielded_behavior_cloning,0.283333,0.638889,0.805556,0.563889,0.080699,0.232172,0.597285,0.183371,0.755556,0.188889,-0.241285,0.114935,0.570564
4,0.0,unfiltered_policy,0.197222,0.830556,0.827778,0.000000,0.000000,0.000000,0.000000,0.499044,0.825000,0.000000,-0.384713,0.162089,0.626333
4,0.2,action_clipping_filter,0.252778,0.472222,0.827778,0.863889,0.208187,0.664828,0.744015,0.094052,0.855556,0.358333,-0.293886,-0.116469,0.618609
4,0.2,adversarial_safety_critic,0.258333,0.611111,0.783333,0.544444,0.082247,0.212789,0.574766,0.199824,0.713889,0.177778,-0.245178,0.157357,0.558628
4,0.2,boundary_learning_filter_v4,0.333333,0.472222,0.763889,0.858333,0.120294,0.268042,0.731978,0.066094,0.641667,0.313889,-0.100505,0.177877,0.502662
4,0.2,cbf_safety_filter,0.577778,0.261111,0.822222,0.966667,0.241125,0.813100,0.779310,0.128008,0.850000,0.569444,0.136679,-0.155587,0.503775
4,0.2,conformal_uncertainty_shield,0.525000,0.322222,0.827778,0.947222,0.278927,0.822614,0.774869,0.207258,0.844444,0.505556,0.031595,-0.172936,0.537032
4,0.2,counterfactual_boundary_learning_filter_v5,0.369444,0.450000,0.741667,0.847222,0.126094,0.212489,0.741155,0.078915,0.611111,0.311111,-0.038605,0.230421,0.475107
4,0.2,geometric_projection_filter,0.294444,0.569444,0.811111,0.619444,0.125415,0.458744,0.663736,0.165236,0.841667,0.230556,-0.246784,-0.006602,0.598557
4,0.2,lagrangian_safe_rl,0.297222,0.602778,0.805556,0.597222,0.076579,0.225983,0.644295,0.142819,0.716667,0.205556,-0.201288,0.131371,0.551947
4,0.2,oracle_boundary_teacher,0.563889,0.130556,0.727778,0.975000,0.083237,0.157200,0.785592,0.049534,0.480556,0.602778,0.391437,0.328808,0.292447
4,0.2,recovery_policy_shield,0.525000,0.352778,0.794444,0.841667,0.163533,0.558700,0.743925,0.088147,0.761111,0.433333,0.101725,0.005004,0.472369
4,0.2,robust_mpc_shield,0.602778,0.244444,0.833333,0.938889,0.220287,0.755750,0.768421,0.078111,0.797222,0.594444,0.191913,-0.124025,0.473608
4,0.2,safety_filter_distillation,0.388889,0.486111,0.802778,0.852778,0.116312,0.274600,0.738404,0.106386,0.697222,0.325000,-0.053055,0.120803,0.502066
4,0.2,shielded_behavior_cloning,0.272222,0.622222,0.822222,0.650000,0.094522,0.267567,0.652361,0.128540,0.775000,0.202778,-0.253275,0.077197,0.574189
4,0.2,unfiltered_policy,0.133333,0.822222,0.827778,0.000000,0.000000,0.000000,0.000000,0.473192,0.847222,0.000000,-0.445387,0.154411,0.636444
4,0.4,action_clipping_filter,0.141667,0.616667,0.869444,0.950000,0.234839,0.750350,0.821782,0.133560,0.902778,0.283333,-0.524459,-0.215383,0.702113
4,0.4,adversarial_safety_critic,0.166667,0.652778,0.852778,0.602778,0.093266,0.244322,0.665281,0.264686,0.783333,0.205556,-0.375542,0.050315,0.596062
4,0.4,boundary_learning_filter_v4,0.269444,0.575000,0.841667,0.891667,0.128826,0.286417,0.796581,0.116453,0.752778,0.277778,-0.237436,0.053859,0.552070
4,0.4,cbf_safety_filter,0.461111,0.311111,0.905556,0.958333,0.247299,0.828767,0.830870,0.162564,0.894444,0.594444,-0.020185,-0.263081,0.546099
4,0.4,conformal_uncertainty_shield,0.419444,0.302778,0.866667,0.986111,0.299397,0.881353,0.846527,0.256905,0.872222,0.572222,-0.082678,-0.246964,0.562654
4,0.4,counterfactual_boundary_learning_filter_v5,0.333333,0.469444,0.850000,0.919444,0.140552,0.237378,0.823529,0.097881,0.702778,0.388889,-0.097279,0.081371,0.494140
4,0.4,geometric_projection_filter,0.272222,0.552778,0.872222,0.691667,0.143197,0.522750,0.717349,0.206944,0.888889,0.313889,-0.277083,-0.108482,0.608550
4,0.4,lagrangian_safe_rl,0.244444,0.663889,0.858333,0.702778,0.091549,0.271017,0.711799,0.206291,0.805556,0.219444,-0.307622,0.029650,0.590156
4,0.4,oracle_boundary_teacher,0.536111,0.183333,0.805556,1.000000,0.089758,0.165600,0.846154,0.025045,0.572222,0.622222,0.325901,0.216954,0.317073
4,0.4,recovery_policy_shield,0.461111,0.380556,0.861111,0.902778,0.180122,0.616872,0.821732,0.102960,0.841667,0.483333,0.001880,-0.112339,0.504002
4,0.4,robust_mpc_shield,0.575000,0.250000,0.866667,0.969444,0.234050,0.802000,0.831974,0.170086,0.872222,0.619444,0.146552,-0.200059,0.488969
4,0.4,safety_filter_distillation,0.280556,0.502778,0.838889,0.922222,0.130264,0.305300,0.815436,0.146959,0.769444,0.352778,-0.185520,0.046449,0.535261
4,0.4,shielded_behavior_cloning,0.238889,0.658333,0.858333,0.747222,0.112143,0.316506,0.742964,0.162661,0.836111,0.230556,-0.325306,-0.000275,0.601455
4,0.4,unfiltered_policy,0.058333,0.902778,0.855556,0.000000,0.000000,0.000000,0.000000,0.552140,0.911111,0.000000,-0.573633,0.103389,0.677222
4,0.6,action_clipping_filter,0.172222,0.608333,0.894444,0.950000,0.238515,0.761817,0.854839,0.135562,0.916667,0.302778,-0.491012,-0.248550,0.695373
4,0.6,adversarial_safety_critic,0.161111,0.650000,0.872222,0.736111,0.118828,0.300422,0.740331,0.249592,0.844444,0.236111,-0.398079,-0.012854,0.607617
4,0.6,boundary_learning_filter_v4,0.205556,0.547222,0.883333,0.947222,0.140691,0.308778,0.849758,0.108206,0.783333,0.347222,-0.293717,-0.007808,0.560778
4,0.6,cbf_safety_filter,0.436111,0.325000,0.908333,0.988889,0.261011,0.866106,0.867508,0.199955,0.908333,0.583333,-0.066150,-0.287202,0.562492
4,0.6,conformal_uncertainty_shield,0.330556,0.377778,0.891667,0.991667,0.311680,0.896442,0.869291,0.256900,0.894444,0.516667,-0.228304,-0.290702,0.608453
4,0.6,counterfactual_boundary_learning_filter_v5,0.244444,0.502778,0.866667,0.950000,0.149652,0.247800,0.851613,0.087243,0.752778,0.366667,-0.214756,0.041285,0.525473
4,0.6,geometric_projection_filter,0.230556,0.530556,0.900000,0.786111,0.166369,0.598828,0.770053,0.215463,0.913889,0.386111,-0.327903,-0.176010,0.623072
4,0.6,lagrangian_safe_rl,0.172222,0.658333,0.872222,0.780556,0.104460,0.304383,0.765653,0.213925,0.869444,0.247222,-0.389024,-0.019308,0.609151
4,0.6,oracle_boundary_teacher,0.438889,0.188889,0.847222,1.000000,0.094007,0.167700,0.871473,0.018312,0.622222,0.658333,0.220416,0.156564,0.339312
4,0.6,recovery_policy_shield,0.413889,0.350000,0.886111,0.936111,0.191430,0.645239,0.845528,0.138766,0.783333,0.536111,-0.036483,-0.132313,0.509108
4,0.6,robust_mpc_shield,0.533333,0.291667,0.900000,0.986111,0.245145,0.826750,0.865719,0.141537,0.902778,0.602778,0.069117,-0.255882,0.515603
4,0.6,safety_filter_distillation,0.208333,0.519444,0.908333,0.958333,0.139824,0.322200,0.863563,0.140352,0.800000,0.405556,-0.276701,-0.042150,0.558788
4,0.6,shielded_behavior_cloning,0.133333,0.686111,0.900000,0.827778,0.126624,0.353944,0.791667,0.178696,0.861111,0.230556,-0.463412,-0.068862,0.638555
4,0.6,unfiltered_policy,0.044444,0.911111,0.922222,0.000000,0.000000,0.000000,0.000000,0.593021,0.930556,0.000000,-0.593227,0.030344,0.682667
4,0.8,action_clipping_filter,0.122222,0.658333,0.927778,0.966667,0.246830,0.786183,0.887850,0.178882,0.933333,0.294444,-0.581427,-0.299951,0.725794
4,0.8,adversarial_safety_critic,0.127778,0.661111,0.911111,0.813889,0.132760,0.337944,0.810903,0.266362,0.852778,0.263889,-0.450990,-0.071607,0.624850
4,0.8,boundary_learning_filter_v4,0.163889,0.625000,0.902778,0.958333,0.147022,0.317625,0.888889,0.107917,0.786111,0.294444,-0.389401,-0.035864,0.596201
4,0.8,cbf_safety_filter,0.400000,0.330556,0.913889,0.997222,0.270857,0.885689,0.897397,0.186949,0.933333,0.586111,-0.113667,-0.310196,0.575615
4,0.8,conformal_uncertainty_shield,0.344444,0.375000,0.919444,1.000000,0.323983,0.916650,0.899083,0.265876,0.927778,0.547222,-0.219796,-0.337865,0.609426
4,0.8,counterfactual_boundary_learning_filter_v5,0.200000,0.544444,0.880556,0.980556,0.158959,0.259389,0.890263,0.110804,0.738889,0.352778,-0.291919,0.023303,0.550762
4,0.8,geometric_projection_filter,0.177778,0.569444,0.933333,0.855556,0.185125,0.661239,0.827243,0.225013,0.938889,0.375000,-0.424765,-0.245450,0.656938
4,0.8,lagrangian_safe_rl,0.113889,0.686111,0.908333,0.863889,0.120002,0.344283,0.852893,0.189304,0.875000,0.236111,-0.479194,-0.076662,0.637292
4,0.8,oracle_boundary_teacher,0.419444,0.219444,0.888889,1.000000,0.097819,0.170100,0.899083,0.010576,0.611111,0.669444,0.179483,0.115240,0.353953
4,0.8,recovery_policy_shield,0.341667,0.430556,0.938889,0.966667,0.203008,0.675867,0.884735,0.125996,0.863889,0.502778,-0.171308,-0.226659,0.555090
4,0.8,robust_mpc_shield,0.480556,0.247222,0.911111,1.000000,0.255395,0.850500,0.899083,0.137807,0.919444,0.663889,0.035013,-0.282254,0.516631
4,0.8,safety_filter_distillation,0.161111,0.611111,0.894444,0.983333,0.147998,0.334500,0.891975,0.119918,0.855556,0.311111,-0.388105,-0.054877,0.600513
4,0.8,shielded_behavior_cloning,0.119444,0.686111,0.905556,0.880556,0.138130,0.385506,0.870704,0.172077,0.900000,0.236111,-0.487355,-0.100065,0.647191
4,0.8,unfiltered_policy,0.013889,0.938889,0.919444,0.000000,0.000000,0.000000,0.000000,0.617517,0.941667,0.000000,-0.642293,0.028289,0.697667
4,1.0,action_clipping_filter,0.094444,0.644444,0.941667,0.966667,0.250170,0.799083,0.918182,0.186571,0.969444,0.308333,-0.604861,-0.330115,0.729054
4,1.0,adversarial_safety_critic,0.111111,0.669444,0.938889,0.888889,0.149269,0.375711,0.879747,0.274988,0.905556,0.283333,-0.485741,-0.132758,0.638354
4,1.0,boundary_learning_filter_v4,0.130556,0.636111,0.933333,0.991667,0.156622,0.333083,0.923767,0.103455,0.858333,0.305556,-0.436667,-0.096605,0.610006
4,1.0,cbf_safety_filter,0.316667,0.386111,0.941667,0.994444,0.276933,0.897961,0.928358,0.209925,0.961111,0.558333,-0.238933,-0.355397,0.612626
4,1.0,conformal_uncertainty_shield,0.250000,0.402778,0.944444,1.000000,0.335429,0.931200,0.928571,0.274728,0.955556,0.547222,-0.341000,-0.381509,0.641010
4,1.0,counterfactual_boundary_learning_filter_v5,0.144444,0.608333,0.925000,0.997222,0.166368,0.268256,0.929955,0.111464,0.813889,0.327778,-0.393485,-0.051474,0.584715
4,1.0,geometric_projection_filter,0.144444,0.630556,0.947222,0.861111,0.189809,0.680144,0.874598,0.255348,0.941667,0.319444,-0.502858,-0.270566,0.686272
4,1.0,lagrangian_safe_rl,0.122222,0.736111,0.919444,0.852778,0.121014,0.344517,0.865913,0.223647,0.930556,0.200000,-0.502493,-0.106158,0.651836
4,1.0,oracle_boundary_teacher,0.338889,0.227778,0.938889,1.000000,0.101797,0.172800,0.928571,0.020235,0.725000,0.711111,0.089403,0.027431,0.373771
4,1.0,recovery_policy_shield,0.313889,0.397222,0.938889,0.988889,0.212775,0.702794,0.925150,0.157826,0.902778,0.541667,-0.187119,-0.249497,0.554968
4,1.0,robust_mpc_shield,0.391667,0.297222,0.955556,0.997222,0.260551,0.862250,0.929955,0.162984,0.936111,0.661111,-0.092110,-0.340350,0.552747
4,1.0,safety_filter_distillation,0.180556,0.616667,0.925000,0.997222,0.154096,0.344900,0.929955,0.149047,0.886111,0.325000,-0.375378,-0.099360,0.600747
4,1.0,shielded_behavior_cloning,0.080556,0.769444,0.952778,0.894444,0.143451,0.393811,0.870662,0.192487,0.936111,0.197222,-0.583280,-0.165625,0.683590
4,1.0,unfiltered_policy,0.019444,0.936111,0.947222,0.000000,0.000000,0.000000,0.000000,0.680569,0.950000,0.000000,-0.634807,-0.001789,0.695667
5,0.0,action_clipping_filter,0.269444,0.530556,0.783333,0.875000,0.207814,0.667217,0.725926,0.083714,0.802778,0.283333,-0.313874,-0.058515,0.634161
5,0.0,adversarial_safety_critic,0.286111,0.647222,0.775000,0.422222,0.063575,0.166711,0.530504,0.213929,0.700000,0.138889,-0.224733,0.189634,0.555738
5,0.0,boundary_learning_filter_v4,0.358333,0.530556,0.763889,0.772222,0.104517,0.239944,0.691849,0.096239,0.622222,0.272222,-0.101372,0.195639,0.510118
5,0.0,cbf_safety_filter,0.519444,0.280556,0.813889,0.875000,0.215312,0.733200,0.744444,0.137159,0.808333,0.547222,0.087577,-0.102508,0.507429
5,0.0,conformal_uncertainty_shield,0.486111,0.358333,0.802778,0.866667,0.249185,0.750942,0.748603,0.222149,0.777778,0.436111,-0.008466,-0.098035,0.542411
5,0.0,counterfactual_boundary_learning_filter_v5,0.400000,0.419444,0.752778,0.766667,0.110701,0.191567,0.706587,0.073664,0.580556,0.369444,0.020828,0.240687,0.453936
5,0.0,geometric_projection_filter,0.333333,0.575000,0.830556,0.530556,0.106050,0.382439,0.548077,0.192266,0.825000,0.252778,-0.189365,0.011010,0.579915
5,0.0,lagrangian_safe_rl,0.313889,0.675000,0.788889,0.508333,0.063417,0.188300,0.544118,0.193096,0.711111,0.144444,-0.218367,0.163974,0.564833
5,0.0,oracle_boundary_teacher,0.652778,0.138889,0.725000,0.933333,0.076007,0.149850,0.766488,0.051935,0.397222,0.597222,0.481463,0.362189,0.275152
5,0.0,recovery_policy_shield,0.605556,0.338889,0.772222,0.811111,0.153952,0.534856,0.719536,0.099265,0.744444,0.438889,0.201142,0.044811,0.447227
5,0.0,robust_mpc_shield,0.622222,0.205556,0.769444,0.897222,0.204787,0.720500,0.755474,0.108024,0.808333,0.563889,0.248024,-0.046007,0.450255
5,0.0,safety_filter_distillation,0.377778,0.477778,0.755556,0.777778,0.103098,0.251500,0.732673,0.082558,0.638889,0.291667,-0.050844,0.196548,0.496471
5,0.0,shielded_behavior_cloning,0.294444,0.641667,0.777778,0.569444,0.081708,0.232811,0.600000,0.154762,0.747222,0.125000,-0.231991,0.144915,0.569489
5,0.0,unfiltered_policy,0.211111,0.800000,0.805556,0.000000,0.000000,0.000000,0.000000,0.448666,0.825000,0.000000,-0.351093,0.185567,0.613778
5,0.2,action_clipping_filter,0.233333,0.527778,0.822222,0.883333,0.214046,0.682267,0.756757,0.121229,0.827778,0.322222,-0.354185,-0.112219,0.643423
5,0.2,adversarial_safety_critic,0.233333,0.613889,0.802778,0.541667,0.081941,0.212667,0.578704,0.237214,0.705556,0.180556,-0.272618,0.139928,0.564447
5,0.2,boundary_learning_filter_v4,0.380556,0.488889,0.791667,0.852778,0.118751,0.269014,0.757353,0.098513,0.708333,0.322222,-0.062040,0.130464,0.498390
5,0.2,cbf_safety_filter,0.525000,0.311111,0.797222,0.936111,0.235184,0.794561,0.794425,0.141453,0.841667,0.502778,0.056061,-0.122855,0.527036
5,0.2,conformal_uncertainty_shield,0.494444,0.286111,0.786111,0.941667,0.277977,0.823692,0.791667,0.219620,0.855556,0.497222,0.022914,-0.134260,0.531546
5,0.2,counterfactual_boundary_learning_filter_v5,0.377778,0.402778,0.755556,0.838889,0.125173,0.211789,0.753247,0.078070,0.672222,0.366667,0.000207,0.200313,0.458079
5,0.2,geometric_projection_filter,0.294444,0.530556,0.855556,0.655556,0.132772,0.483572,0.663848,0.156140,0.847222,0.313889,-0.229308,-0.061913,0.590417
5,0.2,lagrangian_safe_rl,0.225000,0.600000,0.794444,0.616667,0.079013,0.234850,0.666667,0.151706,0.725000,0.205556,-0.276537,0.134935,0.567004
5,0.2,oracle_boundary_teacher,0.575000,0.111111,0.744444,0.980556,0.083274,0.158800,0.796610,0.030021,0.497222,0.641667,0.414848,0.307399,0.284201
5,0.2,recovery_policy_shield,0.580556,0.347222,0.808333,0.852778,0.165134,0.564456,0.731618,0.130853,0.725000,0.466667,0.160956,0.000837,0.460459
5,0.2,robust_mpc_shield,0.616667,0.219444,0.805556,0.941667,0.221144,0.761250,0.777778,0.145948,0.797222,0.588889,0.220683,-0.097330,0.463645
5,0.2,safety_filter_distillation,0.344444,0.491667,0.794444,0.858333,0.117224,0.278400,0.758242,0.107107,0.708333,0.305556,-0.103449,0.123180,0.513353
5,0.2,shielded_behavior_cloning,0.233333,0.666667,0.830556,0.680556,0.099369,0.281239,0.672199,0.157295,0.763889,0.169444,-0.325584,0.064088,0.598702
5,0.2,unfiltered_policy,0.141667,0.838889,0.802778,0.000000,0.000000,0.000000,0.000000,0.495962,0.844444,0.000000,-0.447307,0.179878,0.640111
5,0.4,action_clipping_filter,0.166667,0.602778,0.888889,0.933333,0.229882,0.744617,0.837438,0.126295,0.891667,0.305556,-0.487319,-0.227492,0.691088
5,0.4,adversarial_safety_critic,0.172222,0.663889,0.869444,0.641667,0.100669,0.262900,0.706349,0.265765,0.805556,0.211111,-0.382660,0.018547,0.602068
5,0.4,boundary_learning_filter_v4,0.216667,0.572222,0.883333,0.905556,0.130921,0.293903,0.824708,0.116538,0.738889,0.319444,-0.292246,0.012267,0.563012
5,0.4,cbf_safety_filter,0.505556,0.297222,0.894444,0.941667,0.243217,0.820933,0.839869,0.219533,0.886111,0.602778,0.037188,-0.244493,0.531091
5,0.4,conformal_uncertainty_shield,0.394444,0.347222,0.891667,0.966667,0.295403,0.868150,0.843800,0.276770,0.900000,0.538889,-0.132748,-0.276649,0.579573
5,0.4,counterfactual_boundary_learning_filter_v5,0.319444,0.505556,0.861111,0.925000,0.141282,0.239867,0.828383,0.088927,0.700000,0.361111,-0.135112,0.068615,0.508904
5,0.4,geometric_projection_filter,0.255556,0.561111,0.897222,0.722222,0.147996,0.545072,0.716698,0.240191,0.883333,0.350000,-0.305376,-0.141446,0.618092
5,0.4,lagrangian_safe_rl,0.211111,0.663889,0.861111,0.697222,0.091248,0.270783,0.717557,0.207575,0.841667,0.222222,-0.341888,0.015516,0.596741
5,0.4,oracle_boundary_teacher,0.563889,0.138889,0.811111,0.994444,0.088940,0.166250,0.865293,0.052488,0.588889,0.675000,0.382728,0.208303,0.297226
5,0.4,recovery_policy_shield,0.497222,0.358333,0.863889,0.916667,0.182578,0.628383,0.825871,0.139273,0.800000,0.502778,0.050171,-0.105836,0.491492
5,0.4,robust_mpc_shield,0.552778,0.297222,0.891667,0.955556,0.231161,0.797750,0.846029,0.175259,0.886111,0.597222,0.095493,-0.229071,0.507494
5,0.4,safety_filter_distillation,0.302778,0.541667,0.858333,0.927778,0.130620,0.309700,0.833608,0.142149,0.786111,0.327778,-0.188113,0.019541,0.543853
5,0.4,shielded_behavior_cloning,0.180556,0.691667,0.880556,0.797222,0.118810,0.338739,0.764286,0.158474,0.838889,0.219444,-0.412900,-0.034932,0.627657
5,0.4,unfiltered_policy,0.091667,0.877778,0.880556,0.000000,0.000000,0.000000,0.000000,0.576425,0.886111,0.000000,-0.523453,0.087356,0.662556
5,0.6,action_clipping_filter,0.152778,0.605556,0.894444,0.966667,0.241944,0.772567,0.849840,0.170466,0.913889,0.325000,-0.512457,-0.252587,0.700280
5,0.6,adversarial_safety_critic,0.141667,0.658333,0.905556,0.733333,0.116450,0.303233,0.778598,0.255400,0.819444,0.250000,-0.423279,-0.039890,0.614082
5,0.6,boundary_learning_filter_v4,0.227778,0.588889,0.866667,0.950000,0.141010,0.309750,0.851613,0.099098,0.761111,0.291667,-0.297370,0.014222,0.569841
5,0.6,cbf_safety_filter,0.411111,0.297222,0.911111,0.983333,0.258924,0.863233,0.873418,0.191326,0.911111,0.616667,-0.073241,-0.288971,0.557883
5,0.6,conformal_uncertainty_shield,0.369444,0.308333,0.897222,0.988889,0.314051,0.892939,0.864353,0.258067,0.908333,0.588889,-0.144325,-0.296626,0.578460
5,0.6,counterfactual_boundary_learning_filter_v5,0.247222,0.550000,0.861111,0.963889,0.150763,0.251689,0.860800,0.094645,0.752778,0.333333,-0.242792,0.043757,0.540696
5,0.6,geometric_projection_filter,0.227778,0.575000,0.922222,0.800000,0.169294,0.612267,0.791519,0.220178,0.927778,0.352778,-0.362345,-0.209321,0.639989
5,0.6,lagrangian_safe_rl,0.208333,0.644444,0.891667,0.772222,0.103567,0.302633,0.776978,0.213427,0.825000,0.263889,-0.342384,-0.023442,0.597114
5,0.6,oracle_boundary_teacher,0.488889,0.152778,0.838889,1.000000,0.093994,0.167700,0.871473,0.037739,0.611111,0.686111,0.294813,0.170388,0.317754
5,0.6,recovery_policy_shield,0.444444,0.361111,0.894444,0.952778,0.194272,0.656339,0.850242,0.103809,0.872222,0.538889,-0.014995,-0.171638,0.508396
5,0.6,robust_mpc_shield,0.525000,0.261111,0.902778,0.975000,0.243002,0.817500,0.861685,0.146020,0.905556,0.644444,0.082266,-0.254909,0.505996
5,0.6,safety_filter_distillation,0.238889,0.594444,0.886111,0.969444,0.140785,0.325000,0.858054,0.126498,0.813889,0.313889,-0.293343,-0.027088,0.577186
5,0.6,shielded_behavior_cloning,0.163889,0.694444,0.897222,0.811111,0.123477,0.348194,0.796491,0.181069,0.875000,0.227778,-0.435085,-0.067202,0.633854
5,0.6,unfiltered_policy,0.036111,0.908333,0.905556,0.000000,0.000000,0.000000,0.000000,0.581908,0.919444,0.000000,-0.600073,0.050267,0.683444
5,0.8,action_clipping_filter,0.100000,0.644444,0.927778,0.972222,0.247752,0.786661,0.883648,0.136966,0.941667,0.300000,-0.595955,-0.302806,0.726017
5,0.8,adversarial_safety_critic,0.113889,0.658333,0.888889,0.838889,0.138206,0.349311,0.843537,0.228290,0.875000,0.266667,-0.467407,-0.061433,0.629083
5,0.8,boundary_learning_filter_v4,0.158333,0.597222,0.916667,0.952778,0.144993,0.312764,0.864865,0.142038,0.833333,0.338889,-0.376047,-0.060980,0.587475
5,0.8,cbf_safety_filter,0.386111,0.358333,0.944444,0.975000,0.264476,0.860883,0.879121,0.188847,0.916667,0.588889,-0.138750,-0.326675,0.583156
5,0.8,conformal_uncertainty_shield,0.347222,0.386111,0.925000,0.997222,0.325208,0.908297,0.886822,0.236774,0.922222,0.544444,-0.222633,-0.339273,0.611644
5,0.8,counterfactual_boundary_learning_filter_v5,0.213889,0.500000,0.908333,0.972222,0.158450,0.255189,0.871069,0.060144,0.736111,0.413889,-0.248549,-0.000320,0.533166
5,0.8,geometric_projection_filter,0.191667,0.577778,0.919444,0.847222,0.181498,0.653722,0.829103,0.232581,0.927778,0.358333,-0.413147,-0.224777,0.655272
5,0.8,lagrangian_safe_rl,0.144444,0.683333,0.891667,0.836111,0.115069,0.329817,0.817717,0.184706,0.883333,0.230556,-0.441601,-0.055582,0.627668
5,0.8,oracle_boundary_teacher,0.402778,0.236111,0.863889,1.000000,0.098113,0.168900,0.885449,0.058401,0.608333,0.627778,0.151917,0.140583,0.362528
5,0.8,recovery_policy_shield,0.363889,0.405556,0.902778,0.977778,0.204395,0.679772,0.880878,0.116833,0.872222,0.497222,-0.133773,-0.193492,0.543364
5,0.8,robust_mpc_shield,0.433333,0.302778,0.905556,0.991667,0.252292,0.837750,0.883359,0.138394,0.933333,0.600000,-0.045351,-0.278357,0.541765
5,0.8,safety_filter_distillation,0.183333,0.541667,0.902778,0.983333,0.148373,0.332700,0.884375,0.095168,0.838889,0.369444,-0.321088,-0.054966,0.573698
5,0.8,shielded_behavior_cloning,0.105556,0.716667,0.891667,0.827778,0.129950,0.357778,0.815068,0.158193,0.888889,0.211111,-0.513090,-0.072441,0.654947
5,0.8,unfiltered_policy,0.025000,0.922222,0.916667,0.000000,0.000000,0.000000,0.000000,0.624181,0.922222,0.000000,-0.620307,0.037656,0.690111
5,1.0,action_clipping_filter,0.094444,0.636111,0.922222,0.980556,0.254272,0.805294,0.909091,0.167921,0.963889,0.316667,-0.602023,-0.311798,0.727871
