seed,task,split,episode,stress_level,method,threshold,boundary_score,boundary_label,predicted_boundary,accepted,task_success,deployed_violation,unshielded_violation,intervention,intervention_severity,filter_dependence,transfer_violation,recovery_success,robust_utility,mechanism_utility,action_regret,hazard_probability,budget,budget
0,narrow_gap_navigation,low_signal_high_risk_shift,3,,cbf_safety_filter,0.360000,0.688448,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.818942,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,4,,cbf_safety_filter,0.360000,0.641247,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.837126,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,5,,cbf_safety_filter,0.360000,0.680269,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.901835,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,6,,cbf_safety_filter,0.360000,0.704119,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.789684,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,7,,cbf_safety_filter,0.360000,0.611605,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.726146,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,8,,cbf_safety_filter,0.360000,0.770328,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.879040,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,9,,cbf_safety_filter,0.360000,0.682871,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.896903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,10,,cbf_safety_filter,0.360000,0.682383,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.865505,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,11,,cbf_safety_filter,0.360000,0.556604,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.817897,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,12,,cbf_safety_filter,0.360000,0.545221,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.855976,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,13,,cbf_safety_filter,0.360000,0.675741,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.822308,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,14,,cbf_safety_filter,0.360000,0.431466,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.816836,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,15,,cbf_safety_filter,0.360000,0.513681,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.795882,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,16,,cbf_safety_filter,0.360000,0.687888,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.821967,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,17,,cbf_safety_filter,0.360000,0.703351,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.900785,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,18,,cbf_safety_filter,0.360000,0.715830,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.913954,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,19,,cbf_safety_filter,0.360000,0.489833,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.825680,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,20,,cbf_safety_filter,0.360000,0.422765,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.792494,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,21,,cbf_safety_filter,0.360000,0.698228,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.870041,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,22,,cbf_safety_filter,0.360000,0.439104,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.865415,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,23,,cbf_safety_filter,0.360000,0.533366,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.063168,1.260520,0.394800,0.751219,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,0,,robust_mpc_shield,0.380000,0.630074,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.818903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,1,,robust_mpc_shield,0.380000,0.623258,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.917207,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,2,,robust_mpc_shield,0.380000,0.596850,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.847724,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,3,,robust_mpc_shield,0.380000,0.717778,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.818942,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,4,,robust_mpc_shield,0.380000,0.829582,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.837126,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,5,,robust_mpc_shield,0.380000,0.751979,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.901835,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,6,,robust_mpc_shield,0.380000,0.652102,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.789684,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,7,,robust_mpc_shield,0.380000,0.565431,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.726146,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,8,,robust_mpc_shield,0.380000,0.864061,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.879040,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,9,,robust_mpc_shield,0.380000,0.707603,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.896903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,10,,robust_mpc_shield,0.380000,0.800730,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.865505,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,11,,robust_mpc_shield,0.380000,0.662954,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.817897,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,12,,robust_mpc_shield,0.380000,0.562130,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.855976,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,13,,robust_mpc_shield,0.380000,0.790060,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.822308,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,14,,robust_mpc_shield,0.380000,0.714579,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.816836,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,15,,robust_mpc_shield,0.380000,0.621812,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.795882,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,16,,robust_mpc_shield,0.380000,0.589685,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.821967,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,17,,robust_mpc_shield,0.380000,0.750921,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.900785,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,18,,robust_mpc_shield,0.380000,0.788284,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.913954,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,19,,robust_mpc_shield,0.380000,0.628752,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.825680,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,20,,robust_mpc_shield,0.380000,0.830276,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.792494,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,21,,robust_mpc_shield,0.380000,0.708908,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.870041,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,22,,robust_mpc_shield,0.380000,0.739391,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.865415,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,23,,robust_mpc_shield,0.380000,0.480186,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.061696,1.261440,0.385600,0.751219,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,0,,conformal_uncertainty_shield,0.300000,0.705454,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.818903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,1,,conformal_uncertainty_shield,0.300000,0.588730,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.917207,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,2,,conformal_uncertainty_shield,0.300000,0.618310,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.847724,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,3,,conformal_uncertainty_shield,0.300000,0.584848,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.818942,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,4,,conformal_uncertainty_shield,0.300000,0.647535,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.837126,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,5,,conformal_uncertainty_shield,0.300000,0.517701,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.901835,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,6,,conformal_uncertainty_shield,0.300000,0.482349,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.789684,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,7,,conformal_uncertainty_shield,0.300000,0.643475,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.726146,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,8,,conformal_uncertainty_shield,0.300000,0.642067,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.879040,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,9,,conformal_uncertainty_shield,0.300000,0.684034,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.896903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,10,,conformal_uncertainty_shield,0.300000,0.692340,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.865505,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,11,,conformal_uncertainty_shield,0.300000,0.523386,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.817897,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,12,,conformal_uncertainty_shield,0.300000,0.667248,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.855976,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,13,,conformal_uncertainty_shield,0.300000,0.474815,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.822308,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,14,,conformal_uncertainty_shield,0.300000,0.504393,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.816836,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,15,,conformal_uncertainty_shield,0.300000,0.615359,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.795882,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,16,,conformal_uncertainty_shield,0.300000,0.437553,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.821967,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,17,,conformal_uncertainty_shield,0.300000,0.583561,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.900785,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,18,,conformal_uncertainty_shield,0.300000,0.741425,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.913954,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,19,,conformal_uncertainty_shield,0.300000,0.578187,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.825680,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,20,,conformal_uncertainty_shield,0.300000,0.569271,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.792494,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,21,,conformal_uncertainty_shield,0.300000,0.659334,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.870041,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,22,,conformal_uncertainty_shield,0.300000,0.604960,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.865415,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,23,,conformal_uncertainty_shield,0.300000,0.523163,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.062400,1.261000,0.390000,0.751219,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,0,,recovery_policy_shield,0.470000,0.639035,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.818903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,1,,recovery_policy_shield,0.470000,0.481746,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.917207,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,2,,recovery_policy_shield,0.470000,0.553456,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.847724,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,3,,recovery_policy_shield,0.470000,0.845003,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.818942,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,4,,recovery_policy_shield,0.470000,0.763025,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.837126,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,5,,recovery_policy_shield,0.470000,0.782443,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.901835,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,6,,recovery_policy_shield,0.470000,0.665243,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.789684,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,7,,recovery_policy_shield,0.470000,0.599434,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.726146,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,8,,recovery_policy_shield,0.470000,0.797921,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.879040,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,9,,recovery_policy_shield,0.470000,0.872480,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.896903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,10,,recovery_policy_shield,0.470000,0.748177,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.865505,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,11,,recovery_policy_shield,0.470000,0.772404,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.817897,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,12,,recovery_policy_shield,0.470000,0.598968,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.855976,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,13,,recovery_policy_shield,0.470000,0.637965,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.822308,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,14,,recovery_policy_shield,0.470000,0.618363,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.816836,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,15,,recovery_policy_shield,0.470000,0.625578,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.795882,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,16,,recovery_policy_shield,0.470000,0.628880,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.821967,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,17,,recovery_policy_shield,0.470000,0.842208,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.900785,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,18,,recovery_policy_shield,0.470000,0.607617,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.913954,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,19,,recovery_policy_shield,0.470000,0.676766,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.825680,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,20,,recovery_policy_shield,0.470000,0.393935,1,0,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.792494,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,21,,recovery_policy_shield,0.470000,0.623712,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.870041,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,22,,recovery_policy_shield,0.470000,0.810876,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.865415,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,23,,recovery_policy_shield,0.470000,0.689556,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.058880,1.263200,0.368000,0.751219,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,0,,safety_filter_distillation,0.460000,0.751801,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.818903,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,1,,safety_filter_distillation,0.460000,0.712378,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.917207,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,2,,safety_filter_distillation,0.460000,0.662416,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.847724,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,3,,safety_filter_distillation,0.460000,0.768924,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.818942,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,4,,safety_filter_distillation,0.460000,0.730152,0,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.837126,0.0,0.0
0,narrow_gap_navigation,low_signal_high_risk_shift,5,,safety_filter_distillation,0.460000,0.730569,1,1,0,0,0,0,0,0.000000,0.000000,0,0,-0.059264,1.262960,0.370400,0.901835,0.0,0.0
